sample_barcode	sample_id
GTEX-146FH-0326-SM-5QGPT	SRR1345369
GTEX-11DXZ-0426-SM-5987Y	SRR1345390
GTEX-WYBS-0005-SM-4ONDR	SRR1345412
GTEX-13D11-1526-SM-5J2NA	SRR1345436
GTEX-147F4-1026-SM-5Q5F9	SRR1345454
GTEX-13CZV-0011-R7b-SM-5LZXH	SRR1345478
GTEX-WYBS-0008-SM-4ONDX	SRR1345499
GTEX-13W46-0626-SM-5LU3N	SRR1345523
GTEX-132AR-0006-SM-5NQ7N	SRR1345541
GTEX-1269C-0926-SM-5FQSR	SRR1345563
GTEX-13NZ9-0526-SM-5J1OX	SRR1345609
GTEX-13NZ9-0726-SM-5J1ME	SRR1345628
GTEX-ZPCL-0004-SM-4WWD6	SRR1345647
GTEX-YEC4-0626-SM-5CVLU	SRR1345669
GTEX-ZLV1-0626-SM-4WWF6	SRR1345692
GTEX-13NYB-0426-SM-5IJDD	SRR1345715
GTEX-OXRL-0326-SM-4MVNY	SRR1345736
GTEX-11WQK-0726-SM-5GU71	SRR1345760
GTEX-X4LF-0226-SM-4QAS8	SRR1345782
GTEX-13D11-0426-SM-5LZYA	SRR1345806
GTEX-11NUK-0926-SM-5HL57	SRR1345827
GTEX-132NY-0005-SM-5O9AC	SRR1345847
GTEX-11I78-1726-SM-5A5M3	SRR1345871
GTEX-13S86-2326-SM-5RQK1	SRR1345894
GTEX-ZDYS-2226-SM-5S2MI	SRR1345914
GTEX-146FQ-0926-SM-5LUAV	SRR1345936
GTEX-RU1J-0626-SM-4WAWY	SRR1345953
GTEX-13QJ3-1926-SM-5QGQM	SRR1345974
GTEX-11VI4-1126-SM-5EQMD	SRR1345995
GTEX-13JVG-0011-R8a-SM-5KM3E	SRR1346670
GTEX-14BIL-2426-SM-5QGQR	SRR1346689
GTEX-X4EP-1626-SM-4QAS6	SRR1346710
GTEX-13OVJ-1026-SM-5IFGI	SRR1346734
GTEX-QLQ7-0126-SM-4R1JW	SRR1346755
GTEX-13CF3-0226-SM-5J1NW	SRR1346794
GTEX-ZAB4-0011-R9a-SM-4SOKG	SRR1346813
GTEX-ZLV1-0826-SM-4WWEQ	SRR1346838
GTEX-131YS-0626-SM-5EGKL	SRR1346861
GTEX-1497J-2126-SM-5NQB8	SRR1346885
GTEX-WYVS-0626-SM-4SOJY	SRR1346909
GTEX-145LS-1226-SM-5Q5D9	SRR1346933
GTEX-14A6H-2326-SM-5Q5B5	SRR1346957
GTEX-Y111-1926-SM-4SOIS	SRR1346978
GTEX-YEC3-1126-SM-5IFIH	SRR1347002
GTEX-11DZ1-0426-SM-5H11A	SRR1347020
GTEX-YF7O-0226-SM-5IFJ4	SRR1347042
GTEX-ZYWO-2526-SM-5GIDM	SRR1347060
GTEX-1399R-1126-SM-5IFIO	SRR1347082
GTEX-ZPU1-2126-SM-57WED	SRR1347100
GTEX-13113-1626-SM-5EQ4I	SRR1347123
GTEX-ZLWG-0826-SM-59888	SRR1347144
GTEX-PLZ4-0226-SM-5SI7M	SRR1347166
GTEX-XMD2-0326-SM-4YCD6	SRR1347190
GTEX-11ZTT-2626-SM-5EQKK	SRR1347214
GTEX-ZAB4-3126-SM-57WCJ	SRR1347236
GTEX-13NYS-0726-SM-5J1OR	SRR1347259
GTEX-145MO-3126-SM-5S2RT	SRR1347278
GTEX-Y3I4-2126-SM-4TT7C	SRR1347298
GTEX-11P81-2226-SM-5PNYI	SRR1347322
GTEX-11OF3-1726-SM-5GU5Q	SRR1347343
GTEX-ZTTD-2826-SM-4YCFA	SRR1347365
GTEX-X4EO-1726-SM-4QARN	SRR1347412
GTEX-ZLWG-2426-SM-57WG6	SRR1347436
GTEX-139T8-0726-SM-5L3D2	SRR1347481
GTEX-13FH7-0926-SM-5J2MR	SRR1347500
GTEX-ZYWO-1926-SM-5E456	SRR1347518
GTEX-1269C-0826-SM-5N9EM	SRR1347667
GTEX-13OVJ-0011-R8b-SM-5L3FS	SRR1347688
GTEX-1399S-1226-SM-5J1O6	SRR1347707
GTEX-XBEC-0426-SM-4QART	SRR1347726
GTEX-131XF-2426-SM-5BC6C	SRR1347750
GTEX-ZXES-0926-SM-5E43O	SRR1347772
GTEX-YECK-0926-SM-4W214	SRR1347795
GTEX-ZPIC-1826-SM-57WFE	SRR1347819
GTEX-111YS-0826-SM-5GZYK	SRR1347870
GTEX-1339X-1726-SM-5P9J9	SRR1347916
GTEX-13112-2626-SM-5BC66	SRR1347937
GTEX-1122O-0726-SM-5GIEV	SRR1347959
GTEX-13N11-2526-SM-5K7UE	SRR1347980
GTEX-12WSI-2126-SM-5GCMV	SRR1347998
GTEX-13OW8-2926-SM-5L3FV	SRR1348021
GTEX-1445S-0626-SM-5LU3C	SRR1348040
GTEX-145MH-3126-SM-5S2QT	SRR1348074
GTEX-Y5LM-1426-SM-5RQJL	SRR1348094
GTEX-ZUA1-0005-SM-4YCEV	SRR1348114
GTEX-11O72-0526-SM-5Q5AO	SRR1348138
GTEX-145LS-0011-R10a-SM-5PNUQ	SRR1348159
GTEX-132QS-0005-SM-5LZXK	SRR1348181
GTEX-YF7O-2026-SM-4W1YE	SRR1348202
GTEX-11ZUS-0226-SM-5FQT8	SRR1348226
GTEX-ZVT3-2126-SM-59HL2	SRR1348248
GTEX-14ABY-0926-SM-5Q5DY	SRR1348270
GTEX-12WSM-0005-SM-5NQB3	SRR1348294
GTEX-1497J-0126-SM-5Q5BK	SRR1348318
GTEX-1313W-0011-R1b-SM-5EQ4A	SRR1348339
GTEX-12WSH-0011-R10a-SM-5LZUS	SRR1348360
GTEX-12696-1826-SM-5EGJS	SRR1348378
GTEX-ZEX8-2326-SM-5S2MN	SRR1348402
GTEX-13QIC-0011-R1a-SM-5O9CJ	SRR1348424
GTEX-11H98-0011-R11b-SM-5NQ6U	SRR1348446
GTEX-14DAQ-0005-SM-5NQ7B	SRR1348468
GTEX-132AR-2326-SM-5IJDY	SRR1348490
GTEX-ZT9W-1726-SM-51MS3	SRR1348507
GTEX-YF7O-1926-SM-4W1YQ	SRR1348531
GTEX-ZP4G-1026-SM-4YCE1	SRR1348746
GTEX-11ZUS-2826-SM-5EQKW	SRR1348770
GTEX-ZF2S-1826-SM-4WKFF	SRR1348792
GTEX-ZVTK-0008-SM-57WDA	SRR1348816
GTEX-1399S-0926-SM-5PNVQ	SRR1348839
GTEX-YJ89-0011-R7a-SM-4V6GO	SRR1348861
GTEX-WHSB-0626-SM-4M1XP	SRR1348885
GTEX-13VXT-1326-SM-5LU3Y	SRR1348911
GTEX-ZF29-2126-SM-4WWB8	SRR1348929
GTEX-11PRG-0005-SM-5NQ6X	SRR1348951
GTEX-11EQ8-0008-SM-5Q5DJ	SRR1348989
GTEX-13O3Q-0011-R1b-SM-5KM3L	SRR1349013
GTEX-131YS-0005-SM-5NQAS	SRR1349032
GTEX-RNOR-0011-R3A-SM-5SI8E	SRR1349056
GTEX-11TT1-2526-SM-5EGIB	SRR1349080
GTEX-11UD2-1126-SM-5EQM6	SRR1349099
GTEX-11P81-2426-SM-5GU65	SRR1349121
GTEX-11ZTT-1026-SM-5EQKF	SRR1349144
GTEX-YFCO-0426-SM-4W1Z7	SRR1349166
GTEX-1122O-1526-SM-5N9CL	SRR1349190
GTEX-ZYW4-0526-SM-5GZZ5	SRR1349209
GTEX-11DXZ-2426-SM-5N9DT	SRR1349231
GTEX-WHSB-0008-SM-4M1ZP	SRR1349250
GTEX-13OW6-0005-SM-5NQ9Z	SRR1349276
GTEX-14E6E-0726-SM-5S2R3	SRR1349300
GTEX-ZYY3-0626-SM-5NQ6W	SRR1349320
GTEX-14AS3-0626-SM-5QGQD	SRR1349342
GTEX-14ICL-0926-SM-5S2TU	SRR1349363
GTEX-12584-0726-SM-5FQTK	SRR1349387
GTEX-WZTO-0626-SM-4PQYY	SRR1349409
GTEX-ZF3C-1126-SM-57WEG	SRR1349433
GTEX-12WSL-0226-SM-5CVMJ	SRR1349456
GTEX-YB5E-0326-SM-5IFHU	SRR1349479
GTEX-13FTW-0626-SM-5IFEX	SRR1349497
GTEX-ZXG5-0926-SM-5NQ8H	SRR1349518
GTEX-ZZPU-1326-SM-5GZWS	SRR1349540
GTEX-11NUK-1226-SM-5P9GM	SRR1349562
GTEX-11GSP-0326-SM-5A5KW	SRR1349585
GTEX-WXYG-1026-SM-4ONCD	SRR1349608
GTEX-132QS-0426-SM-5KLZ6	SRR1349772
GTEX-13VXU-0626-SM-5L3F9	SRR1349790
GTEX-11EQ9-1726-SM-5HL6U	SRR1349809
GTEX-13X6J-0011-R8b-SM-5PNUA	SRR1349829
GTEX-14BIL-0326-SM-5SI9Q	SRR1349851
GTEX-13113-1926-SM-5LZWG	SRR1349875
GTEX-13QBU-0426-SM-5J2O4	SRR1349893
GTEX-ZVE2-1826-SM-51MRZ	SRR1349911
GTEX-ZVZP-0226-SM-5NQ73	SRR1349956
GTEX-ZDTT-0426-SM-4WKFL	SRR1349978
GTEX-13PVQ-1526-SM-5IFEQ	SRR1350002
K-562-SM-5HL7A	SRR1350023
GTEX-ZT9W-1326-SM-51MTB	SRR1350045
GTEX-14AS3-0426-SM-5QGQK	SRR1350069
GTEX-13PVQ-0526-SM-5LU8Q	SRR1350090
GTEX-12WSB-3026-SM-59HKM	SRR1350107
GTEX-ZT9W-0008-SM-4YCDJ	SRR1350129
GTEX-11XUK-1726-SM-5GU61	SRR1350153
GTEX-145LT-1726-SM-5QGP3	SRR1350175
GTEX-14E6C-1026-SM-5SI6P	SRR1350196
GTEX-139UC-0011-R11a-SM-5KM3J	SRR1350220
GTEX-WYVS-1926-SM-4SOIC	SRR1350239
GTEX-148VJ-0726-SM-5LU8J	SRR1350263
GTEX-Y3I4-1226-SM-4TT8N	SRR1350280
GTEX-13NZ9-2626-SM-5L3FK	SRR1350304
GTEX-QCQG-1926-SM-5SI7Q	SRR1350323
GTEX-ZE7O-2726-SM-51MT5	SRR1350347
GTEX-11I78-0001-SM-5Q5BE	SRR1350371
GTEX-11P7K-2226-SM-5GU56	SRR1350392
GTEX-13FHO-1726-SM-5IFGM	SRR1350414
GTEX-U412-0326-SM-5DUVP	SRR1350435
GTEX-14A5I-2426-SM-5Q5CP	SRR1350479
GTEX-ZA64-0226-SM-5HL9C	SRR1350503
GTEX-139T4-0011-R9b-SM-5HL6S	SRR1350525
GTEX-146FH-1726-SM-5QGQ2	SRR1350545
GTEX-ZZ64-0126-SM-5GZXA	SRR1350566
GTEX-ZTPG-0826-SM-5DUVC	SRR1350588
GTEX-12WSD-1026-SM-5EQ42	SRR1350609
GTEX-13112-3126-SM-5IFGP	SRR1350792
GTEX-13O61-2526-SM-5J1O8	SRR1350813
GTEX-ZZPU-2626-SM-5E45Y	SRR1350832
GTEX-12WSC-0005-SM-5MR3H	SRR1350855
GTEX-1399T-2826-SM-5KLYZ	SRR1350873
GTEX-1269C-1826-SM-5N9E1	SRR1350891
GTEX-YECK-0008-SM-4W1ZG	SRR1350912
GTEX-1211K-0726-SM-5FQUW	SRR1350936
GTEX-11P82-0626-SM-5PNYK	SRR1350958
GTEX-13OW8-0426-SM-5J2NR	SRR1350979
GTEX-131XG-1226-SM-5EGH9	SRR1350997
GTEX-YFCO-0926-SM-5LUA5	SRR1351016
GTEX-145MH-2326-SM-5O9AW	SRR1351033
GTEX-ZDTS-0008-SM-4E3I8	SRR1351057
GTEX-ZXES-1226-SM-5NQ8G	SRR1351082
GTEX-131XW-2226-SM-5PNY1	SRR1351104
GTEX-ZTSS-1426-SM-5985P	SRR1351125
GTEX-13CF3-0626-SM-5J1NO	SRR1351147
GTEX-Q2AG-0005-SM-5SI7F	SRR1351166
GTEX-147GR-0526-SM-5S2MY	SRR1351190
GTEX-14A6H-1026-SM-5SIAZ	SRR1351212
GTEX-ZVZP-1226-SM-5GID7	SRR1351236
GTEX-12WSL-2726-SM-5CVNL	SRR1351280
GTEX-11ZVC-2626-SM-5FQTA	SRR1351303
GTEX-13OW7-0011-R11a-SM-5O9DY	SRR1351325
GTEX-11EMC-2826-SM-5PNY6	SRR1351347
GTEX-11O72-3026-SM-5986R	SRR1351368
GTEX-12WSG-0726-SM-5EGIG	SRR1351390
GTEX-13RTK-1826-SM-5S2P3	SRR1351410
GTEX-11P82-0008-SM-5S2MS	SRR1351432
GTEX-WHPG-2126-SM-4M1ZM	SRR1351454
GTEX-139T6-2026-SM-5IFFL	SRR1351480
GTEX-113IC-0126-SM-5HL6T	SRR1351501
GTEX-13W3W-0626-SM-5LU45	SRR1351521
GTEX-ZEX8-0726-SM-4WKH8	SRR1351557
GTEX-117YW-0426-SM-5GZZZ	SRR1351583
GTEX-13QIC-1826-SM-5J1MY	SRR1351605
GTEX-ZC5H-0626-SM-5LU9K	SRR1351624
GTEX-ZVT3-2626-SM-5GU5L	SRR1351641
GTEX-11EQ8-0006-SM-5P9HJ	SRR1351836
GTEX-12WSJ-0526-SM-5GCOZ	SRR1351857
GTEX-13QJC-0011-R6a-SM-5S2VI	SRR1351880
GTEX-Y3IK-1726-SM-4YCCR	SRR1351907
GTEX-ZUA1-0826-SM-4YCDL	SRR1351931
GTEX-145ME-1126-SM-5SIAT	SRR1351955
GTEX-13YAN-0526-SM-5O9BE	SRR1351979
GTEX-13RTK-0326-SM-5RQHS	SRR1352001
GTEX-WYVS-0004-SM-4ONDT	SRR1352021
GTEX-13QJ3-0226-SM-5S2PU	SRR1352069
GTEX-ZP4G-1426-SM-4WWCL	SRR1352089
GTEX-13OVG-0526-SM-5K7YD	SRR1352111
GTEX-13JUV-3026-SM-5K7WX	SRR1352129
GTEX-139T8-0006-SM-5NQ6V	SRR1352147
GTEX-13OVH-3126-SM-5MR4Z	SRR1352169
GTEX-WHSE-0008-SM-4M1ZO	SRR1352187
GTEX-145LV-0326-SM-5Q5BW	SRR1352213
GTEX-ZYFG-0526-SM-5GZXX	SRR1352234
GTEX-12C56-1426-SM-5FQSW	SRR1352256
GTEX-147F4-0226-SM-5QGPW	SRR1352278
GTEX-11ZTT-2126-SM-5CVLO	SRR1352299
GTEX-ZDYS-2326-SM-4WKG6	SRR1352322
GTEX-12WSN-0926-SM-5GCN1	SRR1352346
GTEX-ZAJG-0126-SM-5HL94	SRR1352369
GTEX-13RTJ-1126-SM-5S2UJ	SRR1352391
GTEX-ZUA1-2926-SM-59HL3	SRR1352415
GTEX-145MN-0126-SM-5RQHY	SRR1352437
GTEX-11P7K-0726-SM-5EGKX	SRR1352457
K-562-SM-48U2C	SRR1352481
GTEX-ZAB5-0426-SM-5CVMI	SRR1352507
GTEX-QCQG-0006-SM-5SI8M	SRR1352530
GTEX-13QIC-0011-R4a-SM-5PNX8	SRR1352554
GTEX-11VI4-0226-SM-5GU6C	SRR1352575
GTEX-Z93S-1726-SM-5HL8G	SRR1352597
GTEX-14E7W-1226-SM-5RQIU	SRR1352619
GTEX-13111-0126-SM-5EGHO	SRR1352639
GTEX-ZQG8-0008-SM-4YCE7	SRR1352659
GTEX-ZAB4-0626-SM-5CVN3	SRR1352683
GTEX-13JVG-0011-R4a-SM-5MR4C	SRR1352706
GTEX-Y9LG-2326-SM-4VDS1	SRR1352870
GTEX-ZTX8-0008-SM-4YCDV	SRR1352894
GTEX-139TT-2126-SM-5LZWC	SRR1352918
GTEX-PVOW-0426-SM-5MR5R	SRR1352936
GTEX-11TTK-2926-SM-5PNYP	SRR1352954
GTEX-145LU-0011-R3a-SM-5P9K2	SRR1352975
GTEX-WOFM-0626-SM-4OOS3	SRR1352996
GTEX-WHWD-0526-SM-4OORW	SRR1353028
GTEX-ZT9W-1426-SM-4YCD2	SRR1353052
GTEX-132QS-0126-SM-5IFH9	SRR1353076
GTEX-12ZZY-3126-SM-5DUX3	SRR1353097
GTEX-13O21-2426-SM-5MR4A	SRR1353118
GTEX-ZF2S-2426-SM-5DUXV	SRR1353136
GTEX-13O3Q-0011-R6a-SM-5KM2V	SRR1353157
GTEX-12ZZX-2926-SM-5GCOQ	SRR1353176
GTEX-ZDYS-2126-SM-5S2OD	SRR1353199
GTEX-11ZTS-0011-R3a-SM-5BC78	SRR1353221
GTEX-13NYS-0626-SM-5L3F1	SRR1353243
GTEX-ZYFD-0526-SM-5E442	SRR1353262
GTEX-YJ89-0011-R6a-SM-4V6GN	SRR1353285
GTEX-ZYY3-0226-SM-5E45M	SRR1353309
GTEX-13D11-0626-SM-5LZYY	SRR1353332
GTEX-ZYW4-0126-SM-5E44A	SRR1353353
GTEX-1497J-0726-SM-5Q5D1	SRR1353376
GTEX-13OVJ-1426-SM-5K7Z2	SRR1353400
GTEX-11DYG-2526-SM-5N9BB	SRR1353418
GTEX-ZTX8-0002-SM-4YCEU	SRR1353437
GTEX-13PL7-2226-SM-5L3IC	SRR1353461
GTEX-132NY-0626-SM-5L3D9	SRR1353480
GTEX-12WSJ-1126-SM-5LZVJ	SRR1353499
GTEX-YFC4-1026-SM-5RQJM	SRR1353517
GTEX-1399S-2126-SM-5J2MH	SRR1353537
GTEX-11ZUS-1426-SM-5FQSP	SRR1353555
GTEX-YEC3-2026-SM-4WWFL	SRR1353577
GTEX-13111-2326-SM-5LZUQ	SRR1353600
GTEX-ZTSS-0008-SM-4YCE8	SRR1353618
GTEX-13CF3-2426-SM-5IFGX	SRR1353642
GTEX-131XH-2726-SM-5GCO2	SRR1353663
GTEX-Y3IK-2126-SM-4YCDS	SRR1353686
GTEX-12WSA-1626-SM-5EGJV	SRR1353710
GTEX-1212Z-0226-SM-59HLF	SRR1353878
GTEX-146FR-1726-SM-5Q5DT	SRR1353900
GTEX-WEY5-2026-SM-5SI8D	SRR1353924
GTEX-ZV7C-1526-SM-5NQ72	SRR1353948
GTEX-Y114-0226-SM-4TT8W	SRR1353970
GTEX-11EM3-1326-SM-5N9C6	SRR1353994
GTEX-13QIC-0011-R8b-SM-5O9CV	SRR1354013
GTEX-YF7O-1726-SM-5IFJ9	SRR1354035
GTEX-131XE-0326-SM-5LZVO	SRR1354053
GTEX-13PVR-1126-SM-5S2NX	SRR1354071
GTEX-ZTPG-0526-SM-5O98W	SRR1354093
GTEX-11TT1-1926-SM-5PNYN	SRR1354117
GTEX-14H4A-0006-SM-5N9E3	SRR1354138
GTEX-YJ8O-1226-SM-5P9JE	SRR1354159
GTEX-ZXES-1926-SM-5E445	SRR1354180
GTEX-ZF29-1326-SM-4WWB6	SRR1354203
GTEX-11DXY-0426-SM-5H12R	SRR1354225
GTEX-Y3IK-2426-SM-4WWDU	SRR1354247
GTEX-13FHO-0726-SM-5IJDG	SRR1354270
GTEX-147F4-0006-SM-5O99T	SRR1354291
GTEX-ZP4G-2326-SM-57WEM	SRR1354315
GTEX-145MO-2126-SM-5Q5CZ	SRR1354338
GTEX-11GS4-0326-SM-5N9F7	SRR1354363
GTEX-Z9EW-0926-SM-5CVMM	SRR1354400
GTEX-ZDXO-1926-SM-5E45Q	SRR1354423
GTEX-1313W-0011-R10b-SM-5DUXA	SRR1354446
GTEX-ZYFC-1726-SM-5GZYX	SRR1354467
GTEX-12WSA-0726-SM-5FQU2	SRR1354489
GTEX-13QBU-0826-SM-5IJBU	SRR1354511
GTEX-11P82-0726-SM-5PNYL	SRR1354532
GTEX-14C38-1226-SM-5S2UK	SRR1354553
GTEX-13PDP-0011-R6b-SM-5O9D5	SRR1354577
GTEX-13D11-1726-SM-5IFGQ	SRR1354599
GTEX-ZP4G-0526-SM-4YCED	SRR1354620
GTEX-12WSC-0326-SM-5EQ5E	SRR1354644
GTEX-12WSE-0005-SM-5NQAE	SRR1354665
GTEX-144GL-0011-R1a-SM-5PNZ5	SRR1354689
GTEX-YEC3-0726-SM-4YCD1	SRR1354710
GTEX-12ZZW-2926-SM-5LZUP	SRR1354734
GTEX-13CZV-0011-R3a-SM-5KM27	SRR1354910
GTEX-W5WG-2526-SM-4SOJ2	SRR1354931
GTEX-11TTK-0326-SM-5BC5N	SRR1354955
GTEX-ZAK1-0626-SM-5HL8E	SRR1354977
GTEX-1399R-0926-SM-5J2N8	SRR1354999
GTEX-12WSB-2226-SM-5GCOS	SRR1355017
GTEX-131YS-0011-R3b-SM-5DUXB	SRR1355040
GTEX-13SLW-0011-R11a-SM-5SI8Q	SRR1355061
GTEX-ZDXO-2326-SM-5LU9W	SRR1355085
GTEX-Y5LM-0005-SM-4V6EJ	SRR1355102
GTEX-14BIM-0426-SM-5SI9N	SRR1355126
GTEX-11WQK-3026-SM-5EQL6	SRR1355150
GTEX-ZVTK-0526-SM-5GZWT	SRR1355172
GTEX-12ZZW-1026-SM-5GCMM	SRR1355194
GTEX-11EQ8-0526-SM-5N9BC	SRR1355217
GTEX-11NV4-0011-R5a-SM-5NQ88	SRR1355262
GTEX-11ONC-2326-SM-5HL6P	SRR1355284
GTEX-WVJS-2726-SM-4MVNU	SRR1355304
GTEX-148VI-1626-SM-5SI6E	SRR1355328
GTEX-14A6H-2826-SM-5QGPM	SRR1355352
GTEX-12WSB-0011-R1b-SM-5P9EY	SRR1355373
GTEX-13FHP-0526-SM-5K7UY	SRR1355396
GTEX-12BJ1-0126-SM-5LU9P	SRR1355415
GTEX-13OW6-0426-SM-5L3HM	SRR1355432
GTEX-12BJ1-0003-SM-5SI6V	SRR1355451
GTEX-145LV-2126-SM-5LU8N	SRR1355475
GTEX-14C38-2126-SM-5RQJO	SRR1355492
GTEX-12WSK-1926-SM-5LZVK	SRR1355512
GTEX-WYVS-1026-SM-4SOJW	SRR1355554
GTEX-144GO-0226-SM-5LUB1	SRR1355578
GTEX-13NYS-0011-R4b-SM-5MR3O	SRR1355595
GTEX-144GL-0011-R5b-SM-5PNUJ	SRR1355613
GTEX-ZAB4-0011-R8b-SM-4SOKF	SRR1355635
GTEX-OXRL-0326-SM-447BG	SRR1355660
GTEX-ZT9X-1526-SM-5DUXD	SRR1355684
GTEX-13X6K-0526-SM-5LU51	SRR1355705
GTEX-13PVQ-0126-SM-5SIB4	SRR1355723
GTEX-117YW-1926-SM-5H121	SRR1355747
GTEX-145MN-1026-SM-5NQ9G	SRR1355769
GTEX-WXYG-0008-SM-4ONDU	SRR1355968
GTEX-13O3Q-2126-SM-5KM4C	SRR1355997
GTEX-11P7K-1226-SM-5HL4X	SRR1356016
GTEX-12ZZX-0011-R8a-SM-5DUW8	SRR1356036
GTEX-11EQ9-2026-SM-5P9JI	SRR1356057
GTEX-ZP4G-0626-SM-4WWF1	SRR1356078
GTEX-ZP4G-1326-SM-5EGIW	SRR1356101
GTEX-11P7K-0226-SM-5986Z	SRR1356120
GTEX-11WQK-1026-SM-5EQLX	SRR1356142
GTEX-14E6C-0126-SM-5RQIP	SRR1356164
GTEX-14BMU-1026-SM-5RQJ5	SRR1356184
GTEX-Z93S-2826-SM-57WBL	SRR1356204
GTEX-12ZZY-0726-SM-5EQ66	SRR1356227
GTEX-1211K-0006-SM-5MR53	SRR1356248
GTEX-12696-0426-SM-5EGL5	SRR1356266
GTEX-13D11-2526-SM-5KM28	SRR1356290
GTEX-13FHP-0926-SM-5L3EC	SRR1356308
GTEX-WY7C-1826-SM-4ONCE	SRR1356327
GTEX-ZTPG-1526-SM-51MTF	SRR1356351
GTEX-11GSP-0011-R11b-SM-5NQ7V	SRR1356375
GTEX-X4LF-0002-SM-4QASG	SRR1356397
GTEX-ZA64-1626-SM-5CVME	SRR1356421
GTEX-13SLW-0011-R10a-SM-5S2UI	SRR1356444
GTEX-11GS4-1026-SM-5N9DE	SRR1356468
GTEX-12584-1026-SM-59HK3	SRR1356487
GTEX-ZAJG-2626-SM-5S2NU	SRR1356509
GTEX-1192W-3026-SM-5GZZV	SRR1356531
GTEX-13W3W-0005-SM-5SI9Y	SRR1356553
GTEX-11ILO-0726-SM-5HL5I	SRR1356577
GTEX-ZLV1-1926-SM-5FQSF	SRR1356597
GTEX-14BIL-0011-R10a-SM-5SI75	SRR1356619
GTEX-QEL4-1926-SM-4R1JI	SRR1356643
GTEX-12126-1126-SM-5P9GP	SRR1356660
GTEX-13X6J-0426-SM-5O9D3	SRR1356683
GTEX-11NSD-2026-SM-5HL5U	SRR1356705
GTEX-145MO-2226-SM-5Q5BN	SRR1356725
GTEX-13FTY-2226-SM-5J1ND	SRR1356746
GTEX-ZY6K-1626-SM-5GZWV	SRR1356765
GTEX-13JVG-0426-SM-5MR59	SRR1356787
GTEX-13111-0426-SM-5DUXR	SRR1356805
GTEX-ZYT6-2826-SM-5GICX	SRR1356976
GTEX-11ZVC-2126-SM-5EGJ1	SRR1356997
GTEX-13FLW-0011-R1b-SM-5LZX2	SRR1357021
GTEX-13NYB-0926-SM-5IFFA	SRR1357042
GTEX-13OW7-2726-SM-5L3HN	SRR1357064
GTEX-145MH-1226-SM-5RQJT	SRR1357083
GTEX-ZQUD-0005-SM-4YCE5	SRR1357103
GTEX-13X6I-0626-SM-5QGP9	SRR1357127
GTEX-13W46-0726-SM-5LU3Z	SRR1357148
GTEX-ZYT6-0126-SM-5E45J	SRR1357166
GTEX-1399T-0011-R5b-SM-5IJDK	SRR1357189
GTEX-ZDXO-1326-SM-57WBS	SRR1357210
GTEX-Y3IK-0626-SM-4WWE4	SRR1357233
GTEX-11UD1-0008-SM-5S2P6	SRR1357256
GTEX-13111-0326-SM-5DUXF	SRR1357276
GTEX-X15G-0826-SM-4PQZD	SRR1357297
GTEX-12ZZX-0626-SM-5EQ46	SRR1357323
GTEX-11GSO-0626-SM-5A5LW	SRR1357344
GTEX-11EQ9-1926-SM-5PNVV	SRR1357367
GTEX-ZEX8-0826-SM-4WKHK	SRR1357389
GTEX-12ZZY-2926-SM-5DUXO	SRR1357413
GTEX-12ZZX-0011-R6a-SM-5HL8L	SRR1357434
GTEX-131XE-0826-SM-5HL9W	SRR1357456
GTEX-13SLX-0011-R10a-SM-5P9HV	SRR1357478
GTEX-13VXU-2926-SM-5LU5C	SRR1357523
GTEX-11TT1-0326-SM-5LUAY	SRR1357541
GTEX-13PVR-1026-SM-5QGQW	SRR1357558
GTEX-Z9EW-1626-SM-5CVMN	SRR1357595
GTEX-WI4N-1826-SM-4OOSF	SRR1357618
GTEX-1192X-0726-SM-5987R	SRR1357650
GTEX-ZQG8-1626-SM-5HL6H	SRR1357672
GTEX-12KS4-2426-SM-5LU8P	SRR1357692
GTEX-12ZZX-0126-SM-5EGK9	SRR1357709
GTEX-WYVS-0726-SM-4ONDO	SRR1357733
GTEX-ZTPG-0006-SM-4YCFG	SRR1357757
GTEX-1192X-0005-SM-5NQC3	SRR1357781
GTEX-13PL6-2926-SM-5L3I2	SRR1357826
GTEX-12WSN-1826-SM-5LZUT	SRR1357999
GTEX-148VJ-1526-SM-5Q5DU	SRR1358017
GTEX-13OW8-1326-SM-5J1OW	SRR1358041
GTEX-1399U-0626-SM-5J1NZ	SRR1358060
GTEX-14C39-1726-SM-5RQIL	SRR1358082
GTEX-144FL-3026-SM-5O99C	SRR1358102
GTEX-13OVJ-2326-SM-5IJGA	SRR1358126
GTEX-131XH-0626-SM-5LZWH	SRR1358143
GTEX-11UD2-1226-SM-5EQMI	SRR1358161
GTEX-13O3O-0011-R5b-SM-5KM44	SRR1358183
GTEX-YJ8A-0426-SM-5IFID	SRR1358202
GTEX-Y5V6-2626-SM-5IFIX	SRR1358220
GTEX-ZVT3-2726-SM-5GU5X	SRR1358238
GTEX-139TS-1726-SM-5IJG5	SRR1358260
GTEX-Z9EW-0326-SM-5CVM8	SRR1358296
GTEX-11WQC-0008-SM-5SI6R	SRR1358319
GTEX-11WQK-0005-SM-5O9AV	SRR1358343
GTEX-WYVS-1326-SM-4ONCQ	SRR1358367
GTEX-131XF-2826-SM-5EGKH	SRR1358391
GTEX-14C39-2626-SM-5S2QD	SRR1358415
GTEX-12WSM-0008-SM-5S2VD	SRR1358435
GTEX-11DZ1-2726-SM-5A5KH	SRR1358459
