sample_barcode	sample_id
GTEX-ZDYS-0002-SM-4WKGR	SRR1400054
GTEX-11ZU8-2526-SM-5EQKI	SRR1400078
GTEX-13O21-1126-SM-5N9EV	SRR1400100
GTEX-14DAQ-1626-SM-5S2R1	SRR1400121
GTEX-Y5V6-1926-SM-5IFIL	SRR1400141
GTEX-1313W-0826-SM-5EQ4T	SRR1400159
GTEX-11GSO-2526-SM-5PNVX	SRR1400180
GTEX-111FC-0226-SM-5N9B8	SRR1400202
GTEX-13SLW-0011-R5b-SM-5SI6Z	SRR1400245
GTEX-13X6K-0011-R7b-SM-5P9K7	SRR1400269
GTEX-12ZZZ-1726-SM-59HK5	SRR1400290
GTEX-ZYVF-2726-SM-5GID4	SRR1400312
GTEX-1128S-2526-SM-5H11N	SRR1400333
GTEX-14ICL-1826-SM-5RQIY	SRR1400355
GTEX-ZAK1-2926-SM-5HL9S	SRR1400375
GTEX-11ZTT-0526-SM-5EQLA	SRR1400397
GTEX-ZTX8-1126-SM-51MRM	SRR1400419
GTEX-WYVS-0008-SM-4ONDY	SRR1400443
GTEX-111VG-2426-SM-5GZXD	SRR1400467
GTEX-13OVJ-1826-SM-5KM2D	SRR1400489
GTEX-12WSJ-0126-SM-5GCOM	SRR1400507
GTEX-11OC5-0426-SM-5Q5AR	SRR1400530
GTEX-13U4I-1826-SM-5IJD2	SRR1400551
GTEX-14DAQ-1826-SM-5S2VV	SRR1400730
GTEX-131XF-2626-SM-5EQ6K	SRR1400754
GTEX-ZF2S-0326-SM-4WKGD	SRR1400775
GTEX-148VI-1226-SM-5RQJR	SRR1400799
GTEX-Y8DK-0326-SM-4TT3P	SRR1400823
GTEX-ZDTS-0226-SM-5HL7Q	SRR1400847
GTEX-11GSP-2126-SM-5HL5E	SRR1400869
GTEX-ZG7Y-0926-SM-5EQ6O	SRR1400889
GTEX-ZYVF-0226-SM-5GIEG	SRR1400910
GTEX-WH7G-0726-SM-5EGIX	SRR1400955
GTEX-ZZ64-1626-SM-5E43W	SRR1400974
GTEX-147GR-0011-R6b-SM-5S2RO	SRR1400997
GTEX-ZEX8-2226-SM-57WC6	SRR1401017
GTEX-11OF3-2326-SM-5GU73	SRR1401040
GTEX-12126-0926-SM-5FQTW	SRR1401062
GTEX-13O1R-1326-SM-5IJF5	SRR1401084
GTEX-WH7G-0726-SM-5EQ6C	SRR1401101
GTEX-YECK-0526-SM-4W1ZD	SRR1401122
GTEX-YJ8A-1226-SM-5IFHH	SRR1401146
GTEX-13NYC-0826-SM-5N9FP	SRR1401164
GTEX-X15G-2526-SM-4PQZT	SRR1401185
GTEX-ZUA1-0226-SM-5NQ9Q	SRR1401211
GTEX-145MH-1526-SM-5LUAU	SRR1401235
GTEX-145MI-0826-SM-5SI95	SRR1401252
GTEX-13NYB-0011-R8a-SM-5KM4R	SRR1401276
GTEX-11ZUS-0011-R9b-SM-5BC76	SRR1401295
GTEX-ZF29-0126-SM-4WKGZ	SRR1401317
GTEX-145LT-1026-SM-5LU9O	SRR1401341
GTEX-13G51-2526-SM-5LZYK	SRR1401358
GTEX-PWCY-2026-SM-5SI8R	SRR1401379
GTEX-ZYWO-2026-SM-5GIDA	SRR1401403
GTEX-ZAK1-3026-SM-5S2MJ	SRR1401424
GTEX-13X6K-1826-SM-5O9CR	SRR1401446
GTEX-Y8E5-0226-SM-57WCM	SRR1401468
GTEX-11ILO-0526-SM-5N9DF	SRR1401491
GTEX-13FTX-1526-SM-5K7VJ	SRR1401510
GTEX-WYJK-2426-SM-4ONDQ	SRR1401528
GTEX-13VXU-3026-SM-5LU3K	SRR1401552
GTEX-11P81-2526-SM-5GU6H	SRR1401752
GTEX-11EQ8-2626-SM-5N9BO	SRR1401774
GTEX-ZC5H-0526-SM-5HL9E	SRR1401793
GTEX-YB5K-2026-SM-4VDT3	SRR1401815
GTEX-13JUV-2326-SM-5IJCE	SRR1401839
GTEX-ZGAY-2226-SM-4YCCX	SRR1401860
GTEX-11EMC-0002-SM-5Q5DO	SRR1401885
GTEX-Y5V6-0426-SM-4VBRZ	SRR1401909
GTEX-13OW5-0011-R11b-SM-5L3GG	SRR1401953
GTEX-YB5E-0426-SM-5IFHR	SRR1401972
GTEX-1313W-1626-SM-5J1OE	SRR1401990
GTEX-12WSK-1126-SM-5LZV8	SRR1402009
GTEX-X3Y1-1726-SM-4PQZL	SRR1402027
GTEX-139YR-0126-SM-5IJEY	SRR1402051
GTEX-ZTTD-0526-SM-57WDV	SRR1402068
GTEX-YEC3-0626-SM-5IFHZ	SRR1402091
GTEX-11LCK-0126-SM-5A5M5	SRR1402109
GTEX-ZQG8-2226-SM-5DUWD	SRR1402132
GTEX-13NZ8-2126-SM-5L3EO	SRR1402153
GTEX-ZYWO-2626-SM-5E43V	SRR1402172
GTEX-13W3W-0426-SM-5SI9D	SRR1402195
GTEX-11H98-0426-SM-5HL55	SRR1402219
GTEX-12696-3026-SM-5FQTU	SRR1402239
GTEX-144GM-0826-SM-5O98R	SRR1402261
GTEX-1399T-1326-SM-5PNVH	SRR1402285
GTEX-111YS-0008-SM-5Q5BH	SRR1402307
GTEX-ZLV1-2126-SM-4WWD2	SRR1402328
GTEX-13FHO-0526-SM-5K7VS	SRR1402350
GTEX-ZP4G-0006-SM-4WWE6	SRR1402368
GTEX-WRHK-0001-SM-4WWDD	SRR1402391
GTEX-11UD2-0926-SM-5CVL6	SRR1402414
GTEX-13OVL-0011-R5b-SM-5L3FU	SRR1402454
GTEX-13N2G-0011-R11a-SM-5MR3F	SRR1402473
GTEX-ZVTK-0826-SM-5GZXI	SRR1402491
GTEX-ZVT3-0011-R11b-SM-57WBI	SRR1402513
K-562-SM-5QGOR	SRR1402563
GTEX-11NV4-1326-SM-5HL6V	SRR1402590
GTEX-12BJ1-1726-SM-5HL9B	SRR1402772
GTEX-13X6K-0326-SM-5Q5D6	SRR1402794
GTEX-12WSH-0011-R9b-SM-5LZUG	SRR1402840
GTEX-13N1W-0011-R9b-SM-5MR4R	SRR1402882
GTEX-11H98-0011-R10b-SM-5NQ98	SRR1402900
GTEX-12584-0826-SM-5FQSK	SRR1402922
GTEX-13O3P-1326-SM-5K7Y8	SRR1402944
GTEX-13S7M-0226-SM-5S2UG	SRR1402962
GTEX-1399S-1726-SM-5L3DI	SRR1402986
GTEX-Y8LW-1926-SM-4WWFZ	SRR1403005
GTEX-Z9EW-0626-SM-5HL95	SRR1403028
GTEX-13X6J-0011-R5b-SM-5PNWT	SRR1403050
GTEX-YB5K-0426-SM-5LUA4	SRR1403072
GTEX-132AR-2426-SM-5IFFD	SRR1403089
GTEX-ZYFG-0326-SM-5E45Z	SRR1403110
GTEX-11P82-1826-SM-5PNYJ	SRR1403133
GTEX-12WSC-1726-SM-5GCN3	SRR1403154
GTEX-ZVZQ-0326-SM-59HLL	SRR1403177
GTEX-12WSD-1826-SM-5GCOA	SRR1403199
GTEX-13NYB-0011-R5a-SM-5MR45	SRR1403222
GTEX-11H98-0126-SM-5EGHG	SRR1403240
GTEX-146FH-0126-SM-5QGPP	SRR1403259
GTEX-144GN-2426-SM-5LU4R	SRR1403280
GTEX-ZYWO-0126-SM-5GZWQ	SRR1403322
GTEX-W5WG-0926-SM-4RTX9	SRR1403344
GTEX-Y5V5-2526-SM-4VBQ4	SRR1403366
GTEX-1212Z-0626-SM-5FQTB	SRR1403390
GTEX-ZVT2-2026-SM-5NQ8Q	SRR1403412
GTEX-WY7C-0726-SM-4ONCB	SRR1403434
GTEX-ZDYS-0226-SM-5HL4K	SRR1403458
GTEX-TMMY-0926-SM-4WKH4	SRR1403478
GTEX-XBEW-0826-SM-4QASQ	SRR1403502
GTEX-13OVL-1526-SM-5K7WA	SRR1403526
GTEX-13VXU-0926-SM-5IFFH	SRR1403544
GTEX-14BIL-2926-SM-5SIAF	SRR1403565
GTEX-ZGAY-0926-SM-4WWBQ	SRR1403589
GTEX-ZYT6-1326-SM-5E453	SRR1403611
GTEX-13D11-1026-SM-5IJFB	SRR1403814
GTEX-13X6J-0011-R7b-SM-5PNUC	SRR1403831
GTEX-11O72-2226-SM-5PNW2	SRR1403853
GTEX-13OW5-3126-SM-5MR3Y	SRR1403875
GTEX-11DZ1-0126-SM-5985Q	SRR1403893
GTEX-13OVH-0011-R11b-SM-5KM4X	SRR1403915
GTEX-ZYWO-1126-SM-5U3SH	SRR1403934
GTEX-145LS-0011-R7a-SM-5PNWM	SRR1403958
GTEX-ZT9W-0426-SM-57WF4	SRR1403980
GTEX-132NY-0326-SM-5IJBL	SRR1404003
GTEX-1269C-0003-SM-5S2PB	SRR1404024
GTEX-13QBU-0626-SM-5J2OG	SRR1404044
GTEX-12696-1726-SM-5EQLH	SRR1404062
GTEX-139T8-0326-SM-5IJCM	SRR1404084
GTEX-1399R-0626-SM-5K7UZ	SRR1404105
GTEX-Y9LG-0526-SM-4VBRY	SRR1404123
GTEX-YEC3-1426-SM-5PNXW	SRR1404147
GTEX-YFC4-3026-SM-5IFJK	SRR1404168
GTEX-ZTTD-2626-SM-57WEX	SRR1404186
GTEX-13NZB-2426-SM-5K7UF	SRR1404209
GTEX-WQUQ-1926-SM-4OOSA	SRR1404227
GTEX-ZAK1-1126-SM-5PNXU	SRR1404251
GTEX-ZZPU-1826-SM-5E43L	SRR1404316
GTEX-ZPU1-2326-SM-57WEP	SRR1404339
GTEX-ZF2S-1926-SM-4WWAN	SRR1404362
GTEX-144GO-0126-SM-5LUAO	SRR1404384
GTEX-ZC5H-0005-SM-4WAXM	SRR1404401
GTEX-1399T-1526-SM-5P9J6	SRR1404421
GTEX-ZC5H-2626-SM-5J2MG	SRR1404442
GTEX-WYVS-0926-SM-4SOJV	SRR1404507
GTEX-12WS9-0126-SM-5EGL7	SRR1404531
GTEX-WHSE-0726-SM-4RTXA	SRR1404555
GTEX-146FR-0426-SM-5SI97	SRR1404577
GTEX-13RTJ-0011-R1a-SM-5O9D9	SRR1404601
GTEX-13QIC-1526-SM-5IJFL	SRR1404623
GTEX-111FC-3126-SM-5GZZ2	SRR1404640
GTEX-WHPG-0326-SM-4M1XV	SRR1404856
GTEX-1211K-1926-SM-5EQLB	SRR1404887
GTEX-ZAJG-1626-SM-5HL7I	SRR1404909
GTEX-131YS-3026-SM-5EGHY	SRR1404969
GTEX-12ZZX-1226-SM-5EGHS	SRR1404988
GTEX-12ZZZ-0011-R3b-SM-5DUXK	SRR1405007
GTEX-YJ8A-0726-SM-5Q5A6	SRR1405078
GTEX-ZF29-0626-SM-4WKHD	SRR1405099
GTEX-Y8LW-2026-SM-4V6G8	SRR1405123
GTEX-YB5K-1726-SM-5IFIZ	SRR1405147
GTEX-13VXT-0226-SM-5LU9Q	SRR1405165
GTEX-YFCO-1726-SM-4W21S	SRR1405182
GTEX-139TU-1926-SM-5J2OC	SRR1405206
GTEX-YEC3-2526-101809-SM-5CVLT	SRR1405266
GTEX-ZTX8-0426-SM-59HLG	SRR1405289
GTEX-11ONC-2026-SM-5HL61	SRR1405311
GTEX-139TT-2726-SM-5IJFM	SRR1405374
GTEX-ZF3C-1626-SM-4WWB4	SRR1405391
GTEX-13X6I-1826-SM-5SIAO	SRR1405413
GTEX-13OW8-0011-R3a-SM-5L3I4	SRR1405485
GTEX-PLZ6-0426-SM-5IJDW	SRR1405504
GTEX-11UD2-0126-SM-5EQL2	SRR1405525
GTEX-ZXES-2026-SM-5NQ6R	SRR1405547
GTEX-Y5LM-1126-SM-4VDT5	SRR1405569
GTEX-132NY-1726-SM-5EGKK	SRR1405593
GTEX-13RTK-0726-SM-5Q5EN	SRR1405617
GTEX-13CF2-0426-SM-5KM1H	SRR1405886
GTEX-WXYG-1726-SM-4ONCU	SRR1405921
GTEX-14BIN-1126-SM-5RQJZ	SRR1405945
GTEX-133LE-2026-SM-5K7WM	SRR1406008
GTEX-ZVE2-0526-SM-5GU7E	SRR1406026
GTEX-14A5H-0426-SM-5QGQF	SRR1406048
GTEX-12WSB-0326-SM-5GCP4	SRR1406112
GTEX-1117F-3026-SM-5GZYU	SRR1406135
GTEX-13N11-1526-SM-5L3FL	SRR1406157
GTEX-Y5V5-0826-SM-4VBQD	SRR1406176
GTEX-ZUA1-0002-SM-4YCF7	SRR1406200
GTEX-13FHO-0826-SM-5L3E8	SRR1406224
GTEX-12696-1126-SM-5FQTI	SRR1406243
GTEX-13FTY-0126-SM-5J2NZ	SRR1406330
GTEX-ZT9W-2126-SM-51MSF	SRR1406348
GTEX-139TS-2626-SM-5J1MT	SRR1406418
GTEX-ZPU1-1226-SM-5HL71	SRR1406437
GTEX-13N1W-0326-SM-5IJDJ	SRR1406457
GTEX-YB5E-2326-SM-5IFIJ	SRR1406521
GTEX-13YAN-1026-SM-5O9CF	SRR1406539
GTEX-13112-0011-R6b-SM-5DUVK	SRR1406561
GTEX-QEG4-0926-SM-4R1JO	SRR1406582
GTEX-111FC-0826-SM-5GZWO	SRR1406599
GTEX-11TT1-2126-SM-5GU5Y	SRR1406621
GTEX-13NYB-1826-SM-5J1N3	SRR1406643
GTEX-WI4N-2226-SM-4OOS9	SRR1406709
GTEX-13O3Q-0011-R11b-SM-5KM2W	SRR1406917
GTEX-13U4I-0926-SM-5LU5A	SRR1406936
GTEX-13OW5-2626-SM-5MR3M	SRR1407000
GTEX-WHSB-0926-SM-4M1XJ	SRR1407018
GTEX-13G51-2426-SM-5LZY8	SRR1407044
GTEX-ZYT6-2126-SM-5GZZ4	SRR1407112
GTEX-ZVZQ-0011-R4b-SM-57WCZ	SRR1407134
GTEX-ZF2S-2326-SM-4WWCE	SRR1407157
GTEX-ZTPG-1226-SM-4YCDO	SRR1407202
GTEX-Y5V5-1326-SM-4V6G9	SRR1407226
GTEX-11GSO-2326-SM-5A5LX	SRR1407250
GTEX-13OVJ-0011-R7a-SM-5L3G1	SRR1407315
GTEX-ZF2S-0426-SM-4WKGP	SRR1407334
GTEX-ZVP2-0526-SM-51MSC	SRR1407336
GTEX-13OVI-1526-SM-5K7VX	SRR1407410
GTEX-ZYVF-1626-SM-5N9EH	SRR1407428
GTEX-12WSC-0126-SM-5EQ4P	SRR1407449
GTEX-139D8-0006-SM-5LZX8	SRR1407516
GTEX-12WSL-1526-SM-5GCP8	SRR1407537
GTEX-12WSI-0011-R11b-SM-5P9EZ	SRR1407560
K-562-SM-5KM2I	SRR1407583
GTEX-ZUA1-2626-SM-5NQ92	SRR1407602
GTEX-WWTW-0008-SM-4MVPE	SRR1407624
GTEX-ZLV1-1426-SM-4WWES	SRR1407648
GTEX-12696-0226-SM-5EGL3	SRR1407734
GTEX-Y5V6-0005-SM-4V6FD	SRR1407758
GTEX-YB5E-2226-SM-5IFJ5	SRR1407950
GTEX-13NZ9-1026-SM-5MR5K	SRR1408014
GTEX-12WSK-2626-SM-5GCOT	SRR1408032
GTEX-QEL4-1126-SM-4R1JJ	SRR1408055
GTEX-145LU-0011-R1a-SM-5Q5CE	SRR1408113
GTEX-UPJH-0826-SM-4WKFD	SRR1408136
GTEX-11DXY-2726-SM-5GID2	SRR1408161
GTEX-1477Z-1626-SM-5SIA8	SRR1408183
GTEX-13O3Q-0011-R10b-SM-5KM39	SRR1408208
GTEX-ZVT3-0826-SM-5GIC8	SRR1408227
GTEX-YB5K-2326-SM-5IFHD	SRR1408249
GTEX-13VXT-0426-SM-5LU57	SRR1408267
GTEX-13NYS-0011-R11b-SM-5MR4P	SRR1408285
GTEX-11P82-0826-SM-5P9GU	SRR1408303
GTEX-13QJC-0011-R7b-SM-5PNUM	SRR1408327
GTEX-13U4I-1126-SM-5LU3S	SRR1408349
GTEX-12ZZW-0011-R10b-SM-5HL9X	SRR1408368
GTEX-ZF28-0226-SM-5S2OE	SRR1408393
GTEX-WI4N-2526-SM-4OOSE	SRR1408415
GTEX-11VI4-0626-SM-5EQLO	SRR1408449
GTEX-11LCK-1126-SM-5A5KC	SRR1408471
GTEX-YEC3-1726-SM-5IFIK	SRR1408494
GTEX-139TU-0826-SM-5IJFG	SRR1408512
GTEX-ZF28-0526-SM-4WKGW	SRR1408529
GTEX-145ME-0526-SM-5QGQV	SRR1408553
GTEX-U412-1826-SM-4DXTJ	SRR1408574
GTEX-139TU-0526-SM-5J2M8	SRR1408595
GTEX-13NYC-0626-SM-5K7U8	SRR1408615
GTEX-13FXS-0726-SM-5LZXJ	SRR1408633
GTEX-Y3I4-0626-SM-4TT7A	SRR1408657
GTEX-139YR-2526-SM-5IJC6	SRR1408682
GTEX-WY7C-2026-SM-4ONCM	SRR1408703
GTEX-Y3IK-2826-SM-4WWDW	SRR1408727
GTEX-QEG5-0008-SM-4R1KL	SRR1408752
GTEX-139UC-0011-R6b-SM-5K7Z1	SRR1408769
GTEX-148VJ-1126-SM-5NQBZ	SRR1408788
GTEX-WY7C-2226-SM-4ONCS	SRR1409022
GTEX-YEC3-2426-SM-5IFJR	SRR1409046
GTEX-ZAB5-1026-SM-5HL91	SRR1409062
GTEX-WHWD-0726-SM-4OORX	SRR1409084
GTEX-11TTK-2726-SM-5GU58	SRR1409108
GTEX-ZP4G-2026-SM-57WEH	SRR1409130
GTEX-QEG5-0126-SM-4R1JR	SRR1409153
GTEX-ZVP2-1426-SM-5NQ7P	SRR1409171
GTEX-132NY-1226-SM-5PNVF	SRR1409193
GTEX-Y8E4-0008-SM-4V6FW	SRR1409215
GTEX-14A6H-2626-SM-5NQBO	SRR1409239
GTEX-ZAKK-0326-SM-5EGHA	SRR1409263
GTEX-13O3Q-0011-R4a-SM-5P9H2	SRR1409282
GTEX-13FLV-0011-R3b-SM-5LZYP	SRR1409305
GTEX-13U4I-2626-SM-5SI9C	SRR1409326
GTEX-11GSP-0011-R7b-SM-57WC3	SRR1409351
GTEX-YFC4-0226-SM-57WD2	SRR1409374
GTEX-Y111-2026-SM-4SOJA	SRR1409397
GTEX-13S86-1226-SM-5S2OA	SRR1409421
GTEX-ZYFD-0126-SM-5GIDL	SRR1409443
GTEX-ZLV1-0926-SM-5S2MR	SRR1409465
GTEX-ZYWO-0626-SM-5E45K	SRR1409487
GTEX-ZTX8-0006-SM-4YCE4	SRR1409510
GTEX-147GR-0011-R7a-SM-5S2RP	SRR1409534
GTEX-12WSN-2326-SM-5DUVG	SRR1409554
GTEX-11I78-2426-SM-5A5K9	SRR1409575
GTEX-13PVR-0426-SM-5RQK2	SRR1409600
GTEX-139T6-1626-SM-5PNYZ	SRR1409620
GTEX-ZF29-0226-SM-4WKHO	SRR1409641
GTEX-12WSN-0126-SM-5DUX5	SRR1409677
GTEX-ZVE2-1326-SM-5NQ94	SRR1409699
GTEX-11EI6-0726-SM-59866	SRR1409721
GTEX-Y114-0126-SM-4TT8K	SRR1409748
GTEX-1399R-2026-SM-5K7WN	SRR1409772
GTEX-1399R-1226-SM-5P9GF	SRR1409790
GTEX-145MN-0926-SM-5NQBT	SRR1409813
K-562-SM-5IJDX	SRR1409837
GTEX-13IVO-0226-SM-5LZXU	SRR1409854
GTEX-11EMC-0226-SM-5EGLP	SRR1409875
GTEX-13X6I-2926-SM-5Q5C3	SRR1409899
GTEX-13PL7-0626-SM-5IJCD	SRR1410221
GTEX-ZZPU-1426-SM-5GZZ6	SRR1410242
GTEX-13X6K-0011-R5b-SM-5PNUE	SRR1410264
GTEX-ZTX8-1726-SM-51MSB	SRR1410286
GTEX-Y8DK-0126-SM-4TT3L	SRR1410310
GTEX-11TUW-1126-SM-5EQKJ	SRR1410334
GTEX-ZVT2-2526-SM-51MT1	SRR1410356
GTEX-146FR-1326-SM-5SIAJ	SRR1410380
GTEX-11GSO-2626-SM-5Q5AK	SRR1410427
GTEX-13X6K-0011-R2b-SM-5P9K3	SRR1410448
GTEX-145MI-1126-SM-5O9AK	SRR1410469
GTEX-12WSJ-1226-SM-5LU91	SRR1410493
GTEX-ZYFG-1526-SM-5GZYM	SRR1410510
GTEX-YF7O-0926-SM-5IFIF	SRR1410532
GTEX-12WSM-1426-SM-5GCPA	SRR1410550
GTEX-ZYY3-2926-SM-5GIEB	SRR1410573
GTEX-13O21-1426-SM-5K7XI	SRR1410594
GTEX-11I78-2026-SM-5987C	SRR1410612
GTEX-11ONC-1926-SM-5GU75	SRR1410634
GTEX-12WSB-0011-R6b-SM-5GU6J	SRR1410656
GTEX-11EI6-0226-SM-5EQ64	SRR1410678
GTEX-11EMC-1426-SM-5N9E4	SRR1410699
GTEX-11ZTT-1626-SM-5EQKR	SRR1410720
GTEX-11OF3-2626-SM-5GU7F	SRR1410742
GTEX-13CF3-2126-SM-5IFJP	SRR1410765
GTEX-13N2G-0011-R5a-SM-5MR33	SRR1410783
GTEX-12WSD-0326-SM-59HKP	SRR1410801
GTEX-YF7O-0826-SM-4W21F	SRR1410823
GTEX-13OW6-3126-SM-5L3IA	SRR1410847
GTEX-145LV-1026-SM-5O9AE	SRR1410866
GTEX-139UC-0005-SM-5PNU7	SRR1410890
GTEX-11ZU8-0011-R3a-SM-5BC6U	SRR1410912
GTEX-13VXU-0011-R11b-SM-5O9DJ	SRR1410934
GTEX-12WSH-0011-R2a-SM-5GU68	SRR1410956
GTEX-11LCK-1926-SM-5A5KE	SRR1410979
GTEX-ZPCL-0126-SM-4WWC8	SRR1411002
GTEX-12WSF-0011-R6b-SM-5HL8W	SRR1411024
GTEX-14A6H-2026-SM-5Q5DD	SRR1411046
GTEX-1339X-0626-SM-5IJER	SRR1411070
GTEX-13OVI-2426-SM-5KM4J	SRR1412928
GTEX-11UD2-0005-SM-5NQ9B	SRR1412947
GTEX-13FTW-1126-SM-5J2NV	SRR1412969
GTEX-11NV4-0005-SM-5N9EX	SRR1412987
GTEX-WYVS-1926-SM-4PQZ2	SRR1413008
GTEX-132AR-1126-SM-5P9GA	SRR1413032
GTEX-113IC-0526-SM-5HL76	SRR1413055
GTEX-Y5LM-1226-SM-4VDT6	SRR1413075
GTEX-1122O-1926-SM-5EGIQ	SRR1413100
GTEX-131XG-1726-SM-5LZUR	SRR1413119
GTEX-ZT9X-0526-SM-5GCOP	SRR1413137
GTEX-ZYY3-1226-SM-5EQKM	SRR1413160
GTEX-11DZ1-2026-SM-5A5KG	SRR1413182
GTEX-13N1W-0126-SM-5K7VT	SRR1413205
GTEX-139UW-0426-SM-5K7V4	SRR1413223
GTEX-ZTX8-1426-SM-5DUVO	SRR1413241
GTEX-11TT1-0926-SM-5GU5M	SRR1413262
GTEX-12WSI-1526-SM-5GCNM	SRR1413284
GTEX-13CF2-2426-SM-5LZYL	SRR1413307
GTEX-ZC5H-0126-SM-4WAYL	SRR1413329
GTEX-YJ89-0126-SM-4TT3X	SRR1413349
GTEX-1117F-2226-SM-5N9CH	SRR1413373
GTEX-117YX-1426-SM-5H12H	SRR1413392
GTEX-11ONC-3026-SM-5985W	SRR1413414
GTEX-13PDP-0226-SM-5K7W9	SRR1413436
GTEX-12WS9-0226-SM-5EQ4X	SRR1413501
GTEX-13IVO-2926-SM-5L3CZ	SRR1413522
GTEX-14753-0326-SM-5QGQB	SRR1413541
GTEX-11GSP-0011-R10a-SM-5NQ7J	SRR1413562
GTEX-12WSK-0726-SM-5LZUV	SRR1413584
GTEX-1128S-2126-SM-5H12U	SRR1413602
GTEX-1313W-0011-R5b-SM-5L3EP	SRR1413625
GTEX-13PL7-1726-SM-5J2NX	SRR1413644
GTEX-ZUA1-0008-SM-4YCEW	SRR1413662
GTEX-13OVJ-0126-SM-5KM36	SRR1413686
GTEX-QVJO-3126-SM-4R1KC	SRR1413705
GTEX-WWTW-0002-SM-4MVNH	SRR1413722
GTEX-12WSA-0226-SM-5BC5V	SRR1413746
GTEX-13N2G-0011-R9b-SM-5MR4E	SRR1413768
GTEX-ZT9W-1126-SM-57WDR	SRR1413787
GTEX-ZF29-0006-SM-4WKGQ	SRR1413810
GTEX-132NY-1026-SM-5P9IY	SRR1413851
GTEX-13CF3-1826-SM-5J1NK	SRR1413872
GTEX-ZTSS-0005-SM-4YCDR	SRR1413892
GTEX-146FR-1426-SM-5SIAV	SRR1413916
GTEX-13O3O-0726-SM-5J1N7	SRR1413940
GTEX-13O3Q-0011-R2b-SM-5KM3K	SRR1413959
GTEX-13SLX-3026-SM-5RQJU	SRR1413978
K-562-SM-5LZU1	SRR1413998
GTEX-131XE-1226-SM-5EGKF	SRR1414016
GTEX-13QBU-2326-SM-5LU49	SRR1414040
GTEX-1497J-0226-SM-5QGPU	SRR1414058
GTEX-13G51-1026-SM-5K7YQ	SRR1414099
GTEX-ZVE2-0426-SM-59HJ7	SRR1414117
GTEX-ZF29-0826-SM-5S2NP	SRR1414139
GTEX-ZP4G-0426-SM-4YCER	SRR1414161
GTEX-11EQ9-0526-SM-5A5JZ	SRR1414185
GTEX-13RTK-0226-SM-5RQHR	SRR1414209
GTEX-13YAN-0426-SM-5O9DR	SRR1414229
GTEX-13W3W-1726-SM-5LU4A	SRR1414251
K-562-SM-5N9DX	SRR1414269
GTEX-147F3-0726-SM-5NQ9U	SRR1414290
GTEX-13QBU-2426-SM-5LU4L	SRR1414314
GTEX-WOFM-0326-SM-4OOSL	SRR1414332
GTEX-133LE-0326-SM-5P9G4	SRR1414356
GTEX-12ZZY-0526-SM-5EQ5H	SRR1414379
GTEX-ZPU1-1126-SM-4YCF3	SRR1414400
GTEX-11ONC-0011-R1a-SM-57WD4	SRR1414424
GTEX-12WSB-2426-SM-5EGJC	SRR1414447
GTEX-ZY6K-0226-SM-5SIAY	SRR1414471
GTEX-132AR-1626-SM-5EGHP	SRR1414496
GTEX-13FTZ-0726-SM-5IFFY	SRR1414515
GTEX-ZQUD-1426-SM-57WER	SRR1414536
GTEX-13U4I-0006-SM-5N9CI	SRR1414559
GTEX-148VJ-0826-SM-5LU8V	SRR1414578
GTEX-13NYS-3126-SM-5KLYV	SRR1414595
GTEX-ZF29-1126-SM-4WKGO	SRR1414613
GTEX-X4EP-1026-SM-4QAS5	SRR1414637
GTEX-Y3IK-2326-SM-4WWDT	SRR1414661
GTEX-12WSA-0011-R2a-SM-57WDK	SRR1414684
GTEX-11ZU8-1526-SM-5EGHX	SRR1414708
GTEX-ZF2S-2126-SM-4WWAY	SRR1414727
GTEX-ZPCL-0326-SM-5FQSG	SRR1414749
GTEX-14A5H-3026-SM-5RQHV	SRR1414771
GTEX-131YS-1626-SM-5HL6C	SRR1414792
GTEX-13112-0126-SM-5P9IU	SRR1414812
GTEX-12ZZY-0011-R6b-SM-5EGLA	SRR1414833
GTEX-13O21-0326-SM-5J1N9	SRR1414857
GTEX-12WSM-2226-SM-5DUVS	SRR1414876
GTEX-13NYB-0011-R10a-SM-5KM43	SRR1414897
GTEX-13IVO-2426-SM-5K7V9	SRR1414916
GTEX-147F4-0926-SM-5Q5EO	SRR1414934
GTEX-145MH-0626-SM-5NQAK	SRR1414958
GTEX-1211K-0226-SM-59HJY	SRR1414982
GTEX-147GR-0426-SM-5S2OL	SRR1415004
GTEX-ZF3C-0526-SM-4WWBG	SRR1415026
GTEX-YB5E-0001-SM-4VDSV	SRR1415048
GTEX-ZVT2-0001-SM-57WCK	SRR1415072
GTEX-139TT-0011-R5b-SM-5K7W8	SRR1415095
GTEX-Y114-2426-SM-4TT8A	SRR1415113
GTEX-14BMU-2426-SM-5RQIJ	SRR1415153
GTEX-ZTSS-1126-SM-5985O	SRR1415173
GTEX-12WSG-0226-SM-5EGIF	SRR1415195
GTEX-ZE7O-0011-R10a-SM-57WAZ	SRR1415234
GTEX-QEG5-0726-SM-4R1JQ	SRR1415257
GTEX-ZDYS-0626-SM-5J2N5	SRR1415274
GTEX-ZYFD-0626-SM-5E44E	SRR1415292
GTEX-11TTK-0226-SM-5N9EC	SRR1415316
GTEX-13NYB-0011-R2a-SM-5MR3C	SRR1415337
GTEX-Y5V6-1326-SM-4VDTF	SRR1415355
GTEX-ZE7O-1526-SM-5J1NH	SRR1415379
