Sample	C11orf95--RELA	EWSR1--FLI1	KIAA1549--BRAF	No_rec_fusion	REV3L--FYN
BS_7G42J2SK	1	0	0	0	0
BS_7GJT4A6A	0	0	0	1	0
BS_7H4RFCW9	0	0	0	1	0
BS_7N0B2CY1	0	0	0	1	0
BS_7P83Z28P	0	0	1	0	0
BS_7S6GNG04	0	0	0	1	0
BS_7T1J3KET	0	0	0	1	0
BS_7WNSZNE3	0	0	0	1	0
BS_7XQRH69M	0	0	0	1	0
BS_7XRN3CFX	0	0	0	1	0
BS_7Z93ZYMS	0	0	1	0	0
BS_7ZV3DPGT	0	0	0	1	0
BS_81SP2HX4	0	0	0	1	0
BS_82Q78622	0	0	0	1	0
BS_83RF7CY6	0	0	0	1	0
BS_84XCR9GG	0	0	0	1	0
BS_850BAHH9	0	0	0	1	0
BS_86Q14TZG	0	0	0	1	0
BS_893A91ZM	0	0	0	1	0
BS_896YFFGE	0	0	0	1	0
BS_8D0NYM46	0	0	0	1	0
BS_8EG9GQZS	0	0	0	1	0
BS_8EX2H96N	0	0	0	1	0
BS_8F9BDWY4	0	0	0	1	0
BS_8GD69HHF	0	0	0	1	0
BS_8GW1TMV2	0	0	0	1	0
BS_8J09S6MZ	0	0	0	1	0
BS_8J3B6ZB6	0	0	1	0	0
BS_8MA5B8Y9	0	0	0	1	0
BS_8MYS5HP4	0	0	0	1	0
BS_8NQWYZHR	0	0	0	1	0
BS_8PNA0V6R	0	0	0	1	0
BS_8Q77HZ4R	0	0	0	1	0
BS_8RCR7Y4B	0	0	0	1	0
BS_8RHPJ740	0	0	0	1	0
BS_8S86CM61	0	0	0	1	0
BS_8SKZ7BRN	0	0	0	1	0
BS_8T0AKNMJ	0	0	0	1	0
BS_8T7DZV2F	0	0	0	1	0
BS_8V59CEJJ	0	0	0	1	0
BS_8VAZSJEN	0	0	1	0	0
BS_8VPBB5C2	0	0	0	1	0
BS_8WPNFT03	0	0	0	1	0
BS_8Z3SCKB5	0	0	0	1	0
BS_8ZP3CBQA	0	0	0	1	0
BS_8ZS9F31R	0	0	0	1	0
BS_8ZY4GST0	0	0	0	1	0
BS_90B22NGP	0	0	0	1	0
BS_912NX4Y0	0	0	0	1	0
BS_91VYM11A	0	0	0	1	0
BS_92VDQ0NE	0	0	0	1	0
BS_94JMQ7MX	0	0	0	1	0
BS_94MT16N2	0	0	0	1	0
BS_94ZKC2SR	0	0	0	1	0
BS_9755PSCS	0	0	0	1	0
BS_97M1E2DW	0	0	0	1	0
BS_97SKFHM4	0	0	0	1	0
BS_983Z6CA6	0	0	0	1	0
BS_996ZS2A4	0	0	0	1	0
BS_99B1XRZQ	0	0	0	1	0
BS_9BJARSX3	0	0	0	1	0
BS_9BYP1GZS	0	0	0	1	0
BS_9C595Y9M	0	0	0	1	0
BS_9CA93S6D	0	0	0	1	0
BS_9DFBHHB5	0	0	0	1	0
BS_9DZ253JY	0	0	0	1	0
BS_9E7YVFJM	0	0	0	1	0
BS_9F09XV62	0	0	0	1	0
BS_9FHSNVS0	0	0	0	1	0
BS_9G69F50J	0	0	0	1	0
BS_9GJ23RHH	0	0	0	1	0
BS_9HSGV9TJ	0	0	0	1	0
BS_9JBYGRQW	0	0	0	1	0
BS_9M5XJ10G	0	0	0	1	0
BS_9NJHQE9F	0	0	0	1	0
BS_9NZ2D6AD	0	0	0	1	0
BS_9P9MB8X8	0	0	0	1	0
BS_9PB3XH5D	0	0	0	1	0
BS_9Q6Z6VJC	0	0	1	0	0
BS_9R8GFR36	0	0	0	1	0
BS_9RT63JD9	0	0	0	1	0
BS_9SJWWYQ4	0	0	1	0	0
BS_9TKGBJH7	0	0	0	1	0
BS_9V633J1X	0	0	0	1	0
BS_9XVACXP0	0	0	0	1	0
BS_9XWJ88Q1	0	0	0	1	0
BS_A0DYVX9J	0	0	0	1	0
BS_A13BMEF5	0	0	1	0	0
BS_A14Z8BBK	0	0	0	1	0
BS_A1VEGWTR	0	0	1	0	0
BS_A2HY1DZA	0	0	0	1	0
BS_A3198WFE	0	0	0	1	0
BS_A46RDWGM	0	0	0	1	0
BS_A70FPYSH	0	0	0	1	0
BS_A7MC2KR2	0	0	0	1	0
BS_A7Q8G0Y1	0	0	0	1	0
BS_A87NPZAP	0	0	0	1	0
BS_A89VAPVV	0	0	0	1	0
BS_A9FNKG9K	0	0	0	1	0
BS_AA164D3A	0	0	0	1	0
BS_ABYF92Z9	0	0	0	1	0
BS_AD4JPN9Q	0	0	0	1	0
BS_AFRGW493	0	0	0	1	0
BS_AG3D3435	0	0	0	1	0
BS_AG4H9S3J	0	0	0	1	0
BS_AGS1HHGF	0	0	0	1	0
BS_AGTPCRR4	0	0	0	1	0
BS_AHEFXG7W	0	0	0	1	0
BS_AJ6X83G5	0	0	0	1	0
BS_AKRHBPNZ	0	0	0	1	0
BS_AM70R8RG	0	0	0	1	0
BS_AMQGM1V9	0	0	0	1	0
BS_AMZ70B6F	0	0	0	1	0
BS_AND83V3S	0	0	0	1	0
BS_AP0SZ364	0	0	0	1	0
BS_ARBQDTT5	0	0	0	1	0
BS_ARFQ1WG3	0	0	0	1	0
BS_AVYNZHSB	0	0	0	1	0
BS_AWH9757B	0	0	0	1	0
BS_AYDD070S	0	0	0	1	0
BS_AZN38B7V	0	0	0	1	0
BS_B0SVFK4P	0	0	0	1	0
BS_B1C6GZ84	0	0	0	1	0
BS_B1HVNV0T	0	0	0	1	0
BS_B24PKKQB	0	0	0	1	0
BS_B2BWSTJV	0	0	0	1	0
BS_B3M5SGPA	0	0	0	1	0
BS_B53Z0T1Q	0	0	0	1	0
BS_B61168DE	0	0	0	1	0
BS_B6M763JS	0	0	0	1	0
BS_B741RZY9	0	0	0	1	0
BS_B7GEH89C	0	0	0	1	0
BS_B7X8VXQ3	0	0	1	0	0
BS_B8T7M0WV	0	0	0	1	0
BS_BA6AZWB3	0	0	0	1	0
BS_BB0YW800	0	0	0	1	0
BS_BBD7XS5N	0	0	0	1	0
BS_BC936YNZ	0	0	0	1	0
BS_BG0ZDND2	0	0	0	1	0
BS_BHR08WGW	0	0	0	1	0
BS_BJDNWMJH	0	0	0	1	0
BS_BKQZ550R	0	0	0	1	0
BS_BKR4E30C	0	0	0	1	0
BS_BMMY0H73	0	0	0	1	0
BS_BN986DF6	0	0	1	0	0
BS_BPSTSCBJ	0	0	1	0	0
BS_BPWEFR89	0	0	0	1	0
BS_BSV07M7Z	0	0	0	1	0
BS_BVSW4GTG	0	0	0	1	0
BS_BW9QBKEQ	0	0	0	1	0
BS_BXXJ9P8C	0	0	0	1	0
BS_C05FKR8X	1	0	0	0	0
BS_C0XFDP38	0	0	0	1	0
BS_C3P5BC92	0	0	0	1	0
BS_C41DJZ1F	0	0	0	1	0
BS_C51RB0YR	0	0	0	1	0
BS_C6SKJG3N	0	0	1	0	0
BS_C6ZZ3FY5	0	0	0	1	0
BS_C7A2TYAC	0	0	1	0	0
BS_C7N3J4NW	0	0	0	1	0
BS_C80S5N37	0	0	0	1	0
BS_C83TK159	0	0	0	1	0
BS_C84NQED0	0	0	0	1	0
BS_CB6VK7PB	0	0	1	0	0
BS_CCV91DR0	0	0	0	1	0
BS_CD6WEHG9	0	0	0	1	0
BS_CGB2WS2A	0	0	1	0	0
BS_CHDGRYHJ	0	0	0	1	0
BS_CN3256VE	0	0	0	1	0
BS_CQEETJ66	0	0	0	1	0
BS_CQSAJ7BF	0	0	0	1	0
BS_CREQ97QC	0	0	0	1	0
BS_CS170P7T	0	0	0	1	0
BS_CTR5X93B	0	0	0	1	0
BS_CVGFNCBJ	0	0	0	1	0
BS_CW9QV8AG	0	0	0	1	0
BS_CXGWN1W5	0	0	0	1	0
BS_CXVJK2FY	1	0	0	0	0
BS_CYEY58NY	0	0	0	1	0
BS_CZ3ER8DY	1	0	0	0	0
BS_CZ3NA7KV	1	0	0	0	0
BS_CZ7DWCPE	0	0	0	1	0
BS_CZ82ANWP	0	0	0	1	0
BS_CZMY8CVE	0	0	0	1	0
BS_D0BGESQF	0	0	0	1	0
BS_D0RDN4K5	0	0	0	1	0
BS_D144EJRQ	0	0	0	1	0
BS_D29RPBSZ	0	0	0	1	0
BS_D2K9C7XR	0	0	0	1	0
BS_D3YBV7KB	0	0	0	1	0
BS_D4PJYHZ2	0	0	0	1	0
BS_D5NQV7N5	0	0	0	1	0
BS_D5P6EZ1M	0	0	0	1	0
BS_D7XRFE0R	0	0	0	1	0
BS_DBEX7AG2	0	0	0	1	0
BS_DBXCETW2	0	0	0	1	0
BS_DEHJF4C7	0	0	0	1	0
BS_DERH44Z2	0	0	0	1	0
BS_DFGS950G	0	0	0	1	0
BS_DFWFBYSN	0	0	0	1	0
BS_DGTPWJ59	0	0	0	1	0
BS_DHA5FMVW	0	0	0	1	0
BS_DHWN3X5S	0	0	0	1	0
BS_DHXNWXP6	0	0	0	1	0
BS_DMZP9G1H	0	0	0	1	0
BS_DPF1CX0G	0	0	1	0	0
BS_DRD9QXR5	0	0	0	1	0
BS_DS438CXE	0	0	0	1	0
BS_DSS3S5XD	0	0	1	0	0
BS_DV86M0Y7	0	0	1	0	0
BS_DVCQ8XDZ	0	0	0	1	0
BS_DY88N5ZT	0	0	0	1	0
BS_DY9NTFQR	0	0	0	1	0
BS_E054DFJN	0	0	0	1	0
BS_E0N3PTPN	0	0	0	1	0
BS_E1CGF3KV	0	0	0	1	0
BS_E2Z940S4	0	0	0	1	0
BS_E359X3QV	0	0	0	1	0
BS_E3BAT4C1	0	0	0	1	0
BS_E3EJHXQV	0	0	0	1	0
BS_E4F1D721	0	0	0	1	0
BS_E4GC9EXR	0	0	0	1	0
BS_E4QK839R	0	0	0	1	0
BS_E94QRJDW	0	0	0	1	0
BS_EBMCTR80	0	0	0	1	0
BS_EE5Z0Z4J	0	0	0	1	0
BS_EF775B3K	0	0	0	1	0
BS_EF8F5GH8	0	0	0	1	0
BS_EFE4YEK3	0	0	0	1	0
BS_EFEZB0ZH	0	0	1	0	0
BS_EHVYJAVA	0	0	0	1	0
BS_EJ9JKM1C	0	0	0	1	0
BS_EK5PCKY0	1	0	0	0	0
BS_EMBK3HHP	0	0	0	1	0
BS_EMMF4PZX	0	0	0	1	0
BS_EMYET8F4	0	0	0	1	0
BS_ENKG5GF3	0	0	0	1	0
BS_EPZ2H50J	0	0	0	1	0
BS_ERHKS2Y7	0	0	0	1	0
BS_ERJAJ0KA	0	0	0	1	0
BS_ERWT0ZWE	0	0	0	1	0
BS_ET8CJXSF	0	0	1	0	0
BS_ETC8R0TD	0	0	0	1	0
BS_EVCAC3NH	0	0	0	1	0
BS_EXEE6TDK	0	0	0	1	0
BS_EXGBH3TD	0	0	0	1	0
BS_EXYHZ6D4	0	0	0	1	0
BS_EYSS0ZDS	0	0	0	1	0
BS_EYYMKWB7	0	0	0	1	0
BS_EZ3147MX	0	0	0	0	1
BS_EZRVK9ZQ	0	0	0	1	0
BS_F0JB4EAK	0	0	0	1	0
BS_F2F7BXT5	0	0	0	1	0
BS_F4E8R9VY	0	0	0	1	0
BS_F5BZSF3Q	0	0	0	1	0
BS_F6V1Y4QS	0	0	0	1	0
BS_F6Z5HFWH	0	0	0	1	0
BS_F8N6CFQE	0	0	1	0	0
BS_F9WKPDFG	0	0	0	1	0
BS_F9ZXCH60	0	0	0	1	0
BS_FAQQ0GCQ	0	0	0	1	0
BS_FAVRBEW7	0	0	0	1	0
BS_FBJ5Q54N	0	0	0	1	0
BS_FC37XAZK	0	0	0	1	0
BS_FCAKKZ20	0	0	0	1	0
BS_FCDAH728	0	0	0	1	0
BS_FE3BY6DT	0	0	0	1	0
BS_FEPRNEXX	0	0	0	1	0
BS_FEV5A0HN	0	0	0	1	0
BS_FEYMKEK8	0	0	0	1	0
BS_FHNTKFVJ	0	0	0	1	0
BS_FJAQ3KAX	0	0	0	1	0
BS_FJWZ3M7V	0	0	1	0	0
BS_FJZPQZ2C	0	0	0	1	0
BS_FKDQJJB5	0	0	0	1	0
BS_FN07P04C	0	0	0	1	0
BS_FQX1PRAJ	0	0	0	1	0
BS_FRM9TG02	0	0	0	1	0
BS_FRY5NFRY	0	0	0	1	0
BS_FRZ76GEG	0	0	0	1	0
BS_FTKPQ5FZ	1	0	0	0	0
BS_FW5ECXXK	1	0	0	0	0
BS_FWMJPKCV	0	0	0	1	0
BS_FX2P2WEG	0	0	0	1	0
BS_FXDGYFBR	0	0	0	1	0
BS_FXJY0MNH	0	0	0	1	0
BS_FYRDYBMZ	0	0	0	1	0
BS_G00FHF3Q	0	0	0	1	0
BS_G1Y281HX	0	0	0	1	0
BS_G23JJAZY	1	0	0	0	0
BS_G3NN392N	0	0	0	1	0
BS_G3RJTBZD	0	0	0	1	0
BS_G5QBBHDV	0	0	0	1	0
BS_G63HYD6N	1	0	0	0	0
BS_G7AGNB5G	0	0	0	1	0
BS_G9XE3N9T	0	0	0	1	0
BS_GAGRGSSX	0	0	0	1	0
BS_GB1XPW06	0	0	0	1	0
BS_GC3CH9TY	0	0	0	1	0
BS_GCA4GET3	0	0	1	0	0
BS_GCQFGDTX	0	0	0	1	0
BS_GE2RVZE6	0	0	0	1	0
BS_GFM6EA61	0	0	0	1	0
BS_GG9W3J9Y	0	0	0	1	0
BS_GHNJ4CYC	0	0	1	0	0
BS_GJNCYABP	0	0	0	1	0
BS_GM9Y3AZ5	0	0	0	1	0
BS_GMDQK06Q	0	0	0	1	0
BS_GMH5C45K	0	0	0	1	0
BS_GMJBGBWB	0	0	0	1	0
BS_GNV89A5P	0	0	0	1	0
BS_GPEGRCCT	0	0	0	1	0
BS_GR46VD0Q	0	0	0	1	0
BS_GR7694W1	0	0	0	1	0
BS_GS1KR5PK	0	0	0	1	0
BS_GSVCN2XC	0	0	0	1	0
BS_GTFHNG3R	0	0	0	1	0
BS_GTZCFGRZ	0	0	0	1	0
BS_GV3NZ9QD	0	0	0	1	0
BS_GW0GKWMS	0	0	0	1	0
BS_GWCRMKE6	0	0	0	1	0
BS_GWN2F333	0	0	0	1	0
BS_GWSJ4Z9H	0	0	0	1	0
BS_GYA4V1RD	0	0	1	0	0
BS_GYXSDZ56	0	0	1	0	0
BS_H1XPVS9A	0	0	0	1	0
BS_H3FE3TH9	0	0	1	0	0
BS_H3Y8FWHV	0	0	0	1	0
BS_H4B5Y6S0	0	0	0	1	0
BS_H4NXBD2D	1	0	0	0	0
BS_H4TFY19Z	0	0	0	1	0
BS_H5RWQDCJ	0	0	0	1	0
BS_H8A9PSYA	0	0	1	0	0
BS_H97S5SQN	0	0	0	0	1
BS_H9BW7Y9C	0	0	0	1	0
BS_HA1N9VCX	0	0	0	1	0
BS_HA20Y4XY	0	0	0	1	0
BS_HB03GSHF	0	0	0	1	0
BS_HBJZR69P	0	0	0	1	0
BS_HBMHZEGZ	0	0	0	1	0
BS_HC44ZA0V	0	0	0	1	0
BS_HC5M8JTC	0	0	0	1	0
BS_HCP5C912	0	0	0	1	0
BS_HD4EJYE3	0	0	0	1	0
BS_HE0WJRW6	0	0	0	1	0
BS_HE57E1RP	0	0	0	1	0
BS_HEJAPS03	0	0	0	1	0
BS_HEKMP7BH	0	0	0	1	0
BS_HF3RNN2T	0	0	0	1	0
BS_HHNQ3N2V	0	0	0	1	0
BS_HHPA8NJ2	0	0	0	1	0
BS_HJRTC9JQ	0	0	0	1	0
BS_HKZENFDA	0	0	0	1	0
BS_HP8EEDS6	0	0	0	1	0
BS_HQ5BJ6MW	0	0	1	0	0
BS_HSHN8PBB	0	0	1	0	0
BS_HTEPAKCM	0	0	0	1	0
BS_HV8PFRBR	0	0	0	1	0
BS_HW9CGZ29	0	0	0	1	0
BS_HX0S30NE	0	0	0	1	0
BS_HZ707C55	0	0	0	1	0
BS_HZE3KYZ1	0	0	0	1	0
BS_HZRM07TW	0	0	0	1	0
BS_J1AB8PMA	0	0	0	1	0
BS_J483EMFP	0	0	0	1	0
BS_J4GQPZS0	0	0	0	1	0
BS_J60G8DMK	0	0	0	1	0
BS_J6VKB1VE	0	0	0	1	0
BS_J70GK8SM	0	0	0	1	0
BS_J71N7D09	0	0	0	1	0
BS_J8G4SH4Z	0	0	0	1	0
BS_J8VX4D17	0	0	0	1	0
BS_J9EH31NM	0	0	0	1	0
BS_JB43XBCQ	0	0	0	1	0
BS_JBKQ59CW	0	0	0	1	0
BS_JCPKYHKY	0	0	0	1	0
BS_JFB984RG	0	0	0	1	0
BS_JFEZA9KE	0	1	0	0	0
BS_JFJYEHFM	0	0	0	1	0
