samples	experimental_strategy	genome_size	breaks_count	breaks_density
BS_HM5GFJN8	WGS	2719487222	738	0.2713746893273691
BS_HM5N78GV	WGS	2719487222	336	0.12355270408400543
BS_HNE6BPMH	WGS	2719487222	768	0.282406180763441
BS_HPMX6CT4	WGS	2719487222	412	0.1514991490553876
BS_HQFNQHVW	WGS	2719487222	578	0.21254006833498554
BS_HSYF7G2D	WGS	2719487222	312	0.1147275109351479
BS_HZHEF797	WGS	2719487222	618	0.2272487235830814
BS_HZNKSQ17	WGS	2719487222	1082	0.39786912446099365
BS_J037K4BM	WGS	2719487222	286	0.10516688502388558
BS_J33YVP27	WGS	2719487222	246	0.09045822977578968
BS_J4E9SW51	WGS	2719487222	600	0.22062982872143827
BS_J5J0EA7Y	WGS	2719487222	552	0.2029794424237232
BS_J6VRW67C	WGS	2719487222	216	0.07942673833971778
BS_J8EK6RNF	WGS	2719487222	494	0.18165189231398418
BS_JA3XXP1Y	WGS	2719487222	342	0.1257590023712198
BS_JB3J82ZK	WGS	2719487222	606	0.22283612700865266
BS_JBHQ6G3J	WGS	2719487222	340	0.12502356960881503
BS_JBY9S5D4	WGS	2719487222	530	0.19488968203727047
BS_JC2187NA	WGS	2719487222	362	0.13311332999526776
BS_JDMM2XG4	WGS	2719487222	226	0.08310390215174175
BS_JDS0SYST	WGS	2719487222	256	0.09413539358781366
BS_JE1DF581	WGS	2719487222	112	0.041184234694668476
BS_JJNSP29S	WGS	2719487222	730	0.2684329582777499
BS_JJZPY3BG	WGS	2719487222	412	0.1514991490553876
BS_JK5GTHVG	WGS	2719487222	666	0.24489910988079647
BS_JM979K1M	WGS	2719487222	162	0.059570053754788334
BS_JR56RQDC	WGS	2719487222	528	0.19415424927486566
BS_JRFVST47	WGS	2719487222	810	0.29785026877394166
BS_JSMAT49K	WGS	2719487222	378	0.1389967920945061
BS_JSNJZERZ	WGS	2719487222	326	0.11987554027198145
BS_JTBM5TSE	WGS	2719487222	336	0.12355270408400543
BS_K07KNTFY	WGS	2719487222	896	0.3294738775573478
BS_K3PPH522	WGS	2719487222	190	0.06986611242845545
BS_K3Y06EKR	WGS	2719487222	946	0.3478596966174677
BS_K3YT05M7	WGS	2719487222	214	0.07869130557731298
BS_K6A9Z04J	WGS	2719487222	706	0.25960776512889233
BS_K6BMXTW5	WGS	2719487222	262	0.09634169187502804
BS_K89V7JNJ	WGS	2719487222	512	0.1882707871756273
BS_KAD49R68	WGS	2719487222	518	0.1904770854628417
BS_KAZENYZE	WGS	2719487222	476	0.17503299745234102
BS_KB9GJDCS	WGS	2719487222	346	0.12722986789602939
BS_KBPBCWA0	WGS	2719487222	478	0.1757684302147458
BS_KFRBXXV7	WGS	2719487222	402	0.14782198524336362
BS_KG1YMTA4	WGS	2719487222	196	0.07207241071566983
