cell_type	sample	score	type
T cell CD4+ (non-regulatory)	BS_8MA5B8Y9	0	stranded
T cell CD8+	BS_8MA5B8Y9	0	stranded
T cell regulatory (Tregs)	BS_8MA5B8Y9	0.0037392182824987413	stranded
Myeloid dendritic cell	BS_8MA5B8Y9	0.006257953018428231	stranded
uncharacterized cell	BS_8MA5B8Y9	0.9533162381993298	stranded
B cell	BS_CZ82ANWP	0.00935685560963802	stranded
Macrophage M1	BS_CZ82ANWP	0	stranded
Macrophage M2	BS_CZ82ANWP	6.9691705339919e-4	stranded
Monocyte	BS_CZ82ANWP	0.004890510760776322	stranded
Neutrophil	BS_CZ82ANWP	0	stranded
NK cell	BS_CZ82ANWP	0.01527952625259311	stranded
T cell CD4+ (non-regulatory)	BS_CZ82ANWP	9.178676616937011e-4	stranded
T cell CD8+	BS_CZ82ANWP	0	stranded
T cell regulatory (Tregs)	BS_CZ82ANWP	0.003593638235581289	stranded
Myeloid dendritic cell	BS_CZ82ANWP	0.027161478212182975	stranded
uncharacterized cell	BS_CZ82ANWP	0.9381032062141353	stranded
B cell	BS_7XRN3CFX	0.007556880978727292	stranded
Macrophage M1	BS_7XRN3CFX	0	stranded
Macrophage M2	BS_7XRN3CFX	0	stranded
Monocyte	BS_7XRN3CFX	0.026215773567902542	stranded
Neutrophil	BS_7XRN3CFX	0	stranded
NK cell	BS_7XRN3CFX	0.026839942197399127	stranded
T cell CD4+ (non-regulatory)	BS_7XRN3CFX	0	stranded
T cell CD8+	BS_7XRN3CFX	0	stranded
T cell regulatory (Tregs)	BS_7XRN3CFX	0	stranded
Myeloid dendritic cell	BS_7XRN3CFX	0.031739591060079064	stranded
uncharacterized cell	BS_7XRN3CFX	0.907647812195892	stranded
B cell	BS_7Z93ZYMS	0.007560751756108413	stranded
Macrophage M1	BS_7Z93ZYMS	0.00710184921884344	stranded
Macrophage M2	BS_7Z93ZYMS	0.009975351389527631	stranded
Monocyte	BS_7Z93ZYMS	0.015216947682317879	stranded
Neutrophil	BS_7Z93ZYMS	0	stranded
NK cell	BS_7Z93ZYMS	0.01584684691357541	stranded
T cell CD4+ (non-regulatory)	BS_7Z93ZYMS	0	stranded
T cell CD8+	BS_7Z93ZYMS	0	stranded
T cell regulatory (Tregs)	BS_7Z93ZYMS	0.002137015957116666	stranded
Myeloid dendritic cell	BS_7Z93ZYMS	0.017459663912787936	stranded
uncharacterized cell	BS_7Z93ZYMS	0.9247015731697227	stranded
B cell	BS_7ZV3DPGT	0.0013792135202999624	stranded
Macrophage M1	BS_7ZV3DPGT	0	stranded
Macrophage M2	BS_7ZV3DPGT	0.0011207782804210761	stranded
Monocyte	BS_7ZV3DPGT	0	stranded
Neutrophil	BS_7ZV3DPGT	0.0021663502565812433	stranded
NK cell	BS_7ZV3DPGT	0.006041193197599342	stranded
T cell CD4+ (non-regulatory)	BS_7ZV3DPGT	0	stranded
T cell CD8+	BS_7ZV3DPGT	0	stranded
T cell regulatory (Tregs)	BS_7ZV3DPGT	0	stranded
Myeloid dendritic cell	BS_7ZV3DPGT	6.700994979429277e-4	stranded
uncharacterized cell	BS_7ZV3DPGT	0.9886223652471554	stranded
B cell	BS_8PNA0V6R	0.00562344954284804	stranded
Macrophage M1	BS_8PNA0V6R	0	stranded
Macrophage M2	BS_8PNA0V6R	0.003552518383141967	stranded
Monocyte	BS_8PNA0V6R	0.019453659555921685	stranded
Neutrophil	BS_8PNA0V6R	0	stranded
NK cell	BS_8PNA0V6R	0.007228113872393901	stranded
T cell CD4+ (non-regulatory)	BS_8PNA0V6R	0	stranded
T cell CD8+	BS_8PNA0V6R	0	stranded
T cell regulatory (Tregs)	BS_8PNA0V6R	0.0020611167458119365	stranded
Myeloid dendritic cell	BS_8PNA0V6R	0.01215025978669392	stranded
uncharacterized cell	BS_8PNA0V6R	0.9499308821131885	stranded
B cell	BS_850BAHH9	0.009285427282326618	stranded
Macrophage M1	BS_850BAHH9	0.008321463386184525	stranded
Macrophage M2	BS_850BAHH9	0.009385837262334723	stranded
Monocyte	BS_850BAHH9	0.01340538979298574	stranded
Neutrophil	BS_850BAHH9	0	stranded
NK cell	BS_850BAHH9	0.011581455389057404	stranded
T cell CD4+ (non-regulatory)	BS_850BAHH9	0	stranded
T cell CD8+	BS_850BAHH9	0	stranded
T cell regulatory (Tregs)	BS_850BAHH9	0	stranded
Myeloid dendritic cell	BS_850BAHH9	0.011569932747259901	stranded
uncharacterized cell	BS_850BAHH9	0.936450494139851	stranded
B cell	BS_8ZD6J47V	0.007166245966719148	stranded
Macrophage M1	BS_8ZD6J47V	0	stranded
Macrophage M2	BS_8ZD6J47V	0	stranded
Monocyte	BS_8ZD6J47V	0.011523355163966615	stranded
Neutrophil	BS_8ZD6J47V	0	stranded
NK cell	BS_8ZD6J47V	0.011987568381359387	stranded
T cell CD4+ (non-regulatory)	BS_8ZD6J47V	0.0036356144307972903	stranded
T cell CD8+	BS_8ZD6J47V	0	stranded
T cell regulatory (Tregs)	BS_8ZD6J47V	9.82264992810904e-4	stranded
Myeloid dendritic cell	BS_8ZD6J47V	0.009772842129101119	stranded
uncharacterized cell	BS_8ZD6J47V	0.9549321089352456	stranded
B cell	BS_8ZS9F31R	0.006305272214171232	stranded
Macrophage M1	BS_8ZS9F31R	0.0030686832519180346	stranded
Macrophage M2	BS_8ZS9F31R	4.296280884151539e-4	stranded
Monocyte	BS_8ZS9F31R	0.011584628451886975	stranded
Neutrophil	BS_8ZS9F31R	0	stranded
NK cell	BS_8ZS9F31R	0.00487403376224782	stranded
T cell CD4+ (non-regulatory)	BS_8ZS9F31R	0	stranded
T cell CD8+	BS_8ZS9F31R	0	stranded
T cell regulatory (Tregs)	BS_8ZS9F31R	0	stranded
Myeloid dendritic cell	BS_8ZS9F31R	0.002655054026905624	stranded
uncharacterized cell	BS_8ZS9F31R	0.9710827002044552	stranded
B cell	BS_86Q14TZG	0.010033417170085358	stranded
Macrophage M1	BS_86Q14TZG	0.0034660569816786714	stranded
Macrophage M2	BS_86Q14TZG	0.013630872960357063	stranded
Monocyte	BS_86Q14TZG	0	stranded
Neutrophil	BS_86Q14TZG	0.002219612758169316	stranded
NK cell	BS_86Q14TZG	0.011020979439880662	stranded
T cell CD4+ (non-regulatory)	BS_86Q14TZG	0	stranded
T cell CD8+	BS_86Q14TZG	0	stranded
T cell regulatory (Tregs)	BS_86Q14TZG	0.0029368410143336982	stranded
Myeloid dendritic cell	BS_86Q14TZG	0.03020922092660519	stranded
uncharacterized cell	BS_86Q14TZG	0.9264829987488901	stranded
B cell	BS_893A91ZM	0.0048183677873271415	stranded
Macrophage M1	BS_893A91ZM	0.0012015711097075308	stranded
Macrophage M2	BS_893A91ZM	0.005690210645212726	stranded
Monocyte	BS_893A91ZM	0.041276707896891265	stranded
Neutrophil	BS_893A91ZM	0	stranded
NK cell	BS_893A91ZM	0.008839331778015371	stranded
T cell CD4+ (non-regulatory)	BS_893A91ZM	0	stranded
T cell CD8+	BS_893A91ZM	0	stranded
T cell regulatory (Tregs)	BS_893A91ZM	0.0021880257096491707	stranded
Myeloid dendritic cell	BS_893A91ZM	0	stranded
uncharacterized cell	BS_893A91ZM	0.9359857850731967	stranded
B cell	BS_91VYM11A	0.002477488021792904	stranded
Macrophage M1	BS_91VYM11A	2.229752454334603e-4	stranded
Macrophage M2	BS_91VYM11A	0.0035494292508384206	stranded
Monocyte	BS_91VYM11A	0.0043325037952389196	stranded
Neutrophil	BS_91VYM11A	0	stranded
NK cell	BS_91VYM11A	0.008988040149512187	stranded
T cell CD4+ (non-regulatory)	BS_91VYM11A	0.009721017266461815	stranded
T cell CD8+	BS_91VYM11A	0.006370430999131849	stranded
T cell regulatory (Tregs)	BS_91VYM11A	0	stranded
Myeloid dendritic cell	BS_91VYM11A	0.021281588036977786	stranded
uncharacterized cell	BS_91VYM11A	0.9430565272346126	stranded
B cell	BS_8D0NYM46	0.00626741123970012	stranded
Macrophage M1	BS_8D0NYM46	0.0033487834302248372	stranded
Macrophage M2	BS_8D0NYM46	0.006443172663348836	stranded
Monocyte	BS_8D0NYM46	0	stranded
Neutrophil	BS_8D0NYM46	0.017695532795697546	stranded
NK cell	BS_8D0NYM46	0.005309946778174392	stranded
T cell CD4+ (non-regulatory)	BS_8D0NYM46	0	stranded
T cell CD8+	BS_8D0NYM46	0	stranded
T cell regulatory (Tregs)	BS_8D0NYM46	0.0043826403244471126	stranded
Myeloid dendritic cell	BS_8D0NYM46	0.0063520038277231385	stranded
uncharacterized cell	BS_8D0NYM46	0.9502005089406839	stranded
B cell	BS_8F9BDWY4	0.013609535755566983	stranded
Macrophage M1	BS_8F9BDWY4	0	stranded
Macrophage M2	BS_8F9BDWY4	0.0016676271703057021	stranded
Monocyte	BS_8F9BDWY4	0.0221970814274063	stranded
Neutrophil	BS_8F9BDWY4	0	stranded
NK cell	BS_8F9BDWY4	0.015037469911787468	stranded
T cell CD4+ (non-regulatory)	BS_8F9BDWY4	0.004621261765328161	stranded
T cell CD8+	BS_8F9BDWY4	0	stranded
T cell regulatory (Tregs)	BS_8F9BDWY4	0.0032248420094096505	stranded
Myeloid dendritic cell	BS_8F9BDWY4	0.01866488436205363	stranded
uncharacterized cell	BS_8F9BDWY4	0.9209772975981421	stranded
B cell	BS_8J09S6MZ	0	stranded
Macrophage M1	BS_8J09S6MZ	0	stranded
Macrophage M2	BS_8J09S6MZ	0	stranded
Monocyte	BS_8J09S6MZ	0.11918844234304139	stranded
Neutrophil	BS_8J09S6MZ	0	stranded
NK cell	BS_8J09S6MZ	0.034696380779185604	stranded
T cell CD4+ (non-regulatory)	BS_8J09S6MZ	0.014757355721875217	stranded
T cell CD8+	BS_8J09S6MZ	0	stranded
T cell regulatory (Tregs)	BS_8J09S6MZ	0.003329496828643821	stranded
Myeloid dendritic cell	BS_8J09S6MZ	0	stranded
uncharacterized cell	BS_8J09S6MZ	0.8280283243272539	stranded
B cell	BS_8J3B6ZB6	0.007322207539306687	stranded
Macrophage M1	BS_8J3B6ZB6	0.007049998969956016	stranded
Macrophage M2	BS_8J3B6ZB6	0.009043338109975065	stranded
Monocyte	BS_8J3B6ZB6	0.011637355767447887	stranded
Neutrophil	BS_8J3B6ZB6	0	stranded
NK cell	BS_8J3B6ZB6	0.014165117641382981	stranded
T cell CD4+ (non-regulatory)	BS_8J3B6ZB6	0	stranded
T cell CD8+	BS_8J3B6ZB6	0	stranded
T cell regulatory (Tregs)	BS_8J3B6ZB6	0.0010892225440251924	stranded
Myeloid dendritic cell	BS_8J3B6ZB6	0.021935632457584363	stranded
uncharacterized cell	BS_8J3B6ZB6	0.9277571269703219	stranded
B cell	BS_8NY9J9NQ	0.002670327541006479	stranded
Macrophage M1	BS_8NY9J9NQ	0.003496889626641055	stranded
Macrophage M2	BS_8NY9J9NQ	0.013146129768790097	stranded
Monocyte	BS_8NY9J9NQ	0	stranded
Neutrophil	BS_8NY9J9NQ	0	stranded
NK cell	BS_8NY9J9NQ	0.0016581598438910115	stranded
T cell CD4+ (non-regulatory)	BS_8NY9J9NQ	0.020248112534346843	stranded
T cell CD8+	BS_8NY9J9NQ	0	stranded
T cell regulatory (Tregs)	BS_8NY9J9NQ	0.0010813009658838383	stranded
Myeloid dendritic cell	BS_8NY9J9NQ	0.013970827859348202	stranded
uncharacterized cell	BS_8NY9J9NQ	0.9437282518600925	stranded
B cell	BS_97M1E2DW	0.010410147718382957	stranded
Macrophage M1	BS_97M1E2DW	0	stranded
Macrophage M2	BS_97M1E2DW	0.0017035453413244178	stranded
Monocyte	BS_97M1E2DW	0.013110049767784505	stranded
Neutrophil	BS_97M1E2DW	0	stranded
NK cell	BS_97M1E2DW	0.018870021808575218	stranded
T cell CD4+ (non-regulatory)	BS_97M1E2DW	0.00187954830932013	stranded
T cell CD8+	BS_97M1E2DW	0	stranded
T cell regulatory (Tregs)	BS_97M1E2DW	8.599152111493685e-4	stranded
Myeloid dendritic cell	BS_97M1E2DW	0.021440461717478005	stranded
uncharacterized cell	BS_97M1E2DW	0.9317263101259854	stranded
B cell	BS_8Q77HZ4R	0.0012146656893564781	stranded
Macrophage M1	BS_8Q77HZ4R	0	stranded
Macrophage M2	BS_8Q77HZ4R	0.009110516204228274	stranded
Monocyte	BS_8Q77HZ4R	0	stranded
Neutrophil	BS_8Q77HZ4R	0	stranded
NK cell	BS_8Q77HZ4R	0.005836241316317409	stranded
T cell CD4+ (non-regulatory)	BS_8Q77HZ4R	0	stranded
T cell CD8+	BS_8Q77HZ4R	0	stranded
T cell regulatory (Tregs)	BS_8Q77HZ4R	0.0068689472877466635	stranded
Myeloid dendritic cell	BS_8Q77HZ4R	0.019595762265370346	stranded
uncharacterized cell	BS_8Q77HZ4R	0.9573738672369807	stranded
B cell	BS_9CA93S6D	0.0067637066300042835	stranded
Macrophage M1	BS_9CA93S6D	0	stranded
Macrophage M2	BS_9CA93S6D	0	stranded
Monocyte	BS_9CA93S6D	0.017068446292027487	stranded
Neutrophil	BS_9CA93S6D	0	stranded
NK cell	BS_9CA93S6D	0.015016451316890875	stranded
T cell CD4+ (non-regulatory)	BS_9CA93S6D	0	stranded
T cell CD8+	BS_9CA93S6D	0	stranded
T cell regulatory (Tregs)	BS_9CA93S6D	0	stranded
Myeloid dendritic cell	BS_9CA93S6D	0.005439298644248278	stranded
uncharacterized cell	BS_9CA93S6D	0.955712097116829	stranded
B cell	BS_8RCR7Y4B	0.007916347705305185	stranded
Macrophage M1	BS_8RCR7Y4B	0.0030233736295949376	stranded
Macrophage M2	BS_8RCR7Y4B	0.005951201466004328	stranded
Monocyte	BS_8RCR7Y4B	8.077381207396666e-4	stranded
Neutrophil	BS_8RCR7Y4B	0	stranded
NK cell	BS_8RCR7Y4B	0.01200509829756258	stranded
T cell CD4+ (non-regulatory)	BS_8RCR7Y4B	0.0037601695221481947	stranded
T cell CD8+	BS_8RCR7Y4B	0	stranded
T cell regulatory (Tregs)	BS_8RCR7Y4B	0.0018916303721327988	stranded
Myeloid dendritic cell	BS_8RCR7Y4B	0.027451131396890708	stranded
uncharacterized cell	BS_8RCR7Y4B	0.9371933094896217	stranded
B cell	BS_8RHPJ740	0.0032394517020424467	stranded
Macrophage M1	BS_8RHPJ740	0.027486673984624416	stranded
Macrophage M2	BS_8RHPJ740	0.0016300154291640902	stranded
Monocyte	BS_8RHPJ740	0.019151694801892376	stranded
Neutrophil	BS_8RHPJ740	0	stranded
NK cell	BS_8RHPJ740	0.0078122322228568065	stranded
T cell CD4+ (non-regulatory)	BS_8RHPJ740	0	stranded
T cell CD8+	BS_8RHPJ740	0	stranded
T cell regulatory (Tregs)	BS_8RHPJ740	0.0021466711731932433	stranded
Myeloid dendritic cell	BS_8RHPJ740	0.0056203979496051585	stranded
uncharacterized cell	BS_8RHPJ740	0.9329128627366214	stranded
B cell	BS_8S86CM61	0.003604307680564201	stranded
Macrophage M1	BS_8S86CM61	0	stranded
Macrophage M2	BS_8S86CM61	4.364523021544845e-4	stranded
Monocyte	BS_8S86CM61	0	stranded
Neutrophil	BS_8S86CM61	0.001555818442675433	stranded
NK cell	BS_8S86CM61	0.013337564774259498	stranded
T cell CD4+ (non-regulatory)	BS_8S86CM61	0.0064330551540049226	stranded
T cell CD8+	BS_8S86CM61	6.65460650214646e-4	stranded
T cell regulatory (Tregs)	BS_8S86CM61	6.1057984388765e-4	stranded
Myeloid dendritic cell	BS_8S86CM61	0.009788678462641281	stranded
uncharacterized cell	BS_8S86CM61	0.9635680826895979	stranded
B cell	BS_8SKZ7BRN	0.012055450379881129	stranded
Macrophage M1	BS_8SKZ7BRN	0	stranded
Macrophage M2	BS_8SKZ7BRN	0	stranded
Monocyte	BS_8SKZ7BRN	0.019882476482629915	stranded
Neutrophil	BS_8SKZ7BRN	0	stranded
NK cell	BS_8SKZ7BRN	0.012940318108147001	stranded
T cell CD4+ (non-regulatory)	BS_8SKZ7BRN	0	stranded
T cell CD8+	BS_8SKZ7BRN	0	stranded
T cell regulatory (Tregs)	BS_8SKZ7BRN	0.00443950215368168	stranded
Myeloid dendritic cell	BS_8SKZ7BRN	0.006998707998976939	stranded
uncharacterized cell	BS_8SKZ7BRN	0.9436835448766833	stranded
B cell	BS_8VAZSJEN	0.005983850556971787	stranded
Macrophage M1	BS_8VAZSJEN	0.005225281269470137	stranded
Macrophage M2	BS_8VAZSJEN	0.014112702499826735	stranded
Monocyte	BS_8VAZSJEN	0.0011266010471300914	stranded
Neutrophil	BS_8VAZSJEN	0	stranded
NK cell	BS_8VAZSJEN	0.012289010972912379	stranded
T cell CD4+ (non-regulatory)	BS_8VAZSJEN	0	stranded
T cell CD8+	BS_8VAZSJEN	0	stranded
T cell regulatory (Tregs)	BS_8VAZSJEN	0	stranded
Myeloid dendritic cell	BS_8VAZSJEN	0.04032059247225568	stranded
uncharacterized cell	BS_8VAZSJEN	0.9209419611814332	stranded
B cell	BS_8WPNFT03	0.008740122234532363	stranded
Macrophage M1	BS_8WPNFT03	0.1466893573420266	stranded
Macrophage M2	BS_8WPNFT03	0.04882566948524333	stranded
Monocyte	BS_8WPNFT03	0	stranded
Neutrophil	BS_8WPNFT03	0	stranded
NK cell	BS_8WPNFT03	0.01814651908711096	stranded
T cell CD4+ (non-regulatory)	BS_8WPNFT03	0	stranded
T cell CD8+	BS_8WPNFT03	0	stranded
T cell regulatory (Tregs)	BS_8WPNFT03	0	stranded
Myeloid dendritic cell	BS_8WPNFT03	0.04803107275949648	stranded
uncharacterized cell	BS_8WPNFT03	0.7295672590915904	stranded
B cell	BS_8Z3SCKB5	0.004601704419610578	stranded
Macrophage M1	BS_8Z3SCKB5	0.0033138928491584572	stranded
Macrophage M2	BS_8Z3SCKB5	0.01592005614978979	stranded
Monocyte	BS_8Z3SCKB5	9.198865667021152e-4	stranded
Neutrophil	BS_8Z3SCKB5	0.015557619748991789	stranded
NK cell	BS_8Z3SCKB5	0.0051375671558692385	stranded
T cell CD4+ (non-regulatory)	BS_8Z3SCKB5	0	stranded
T cell CD8+	BS_8Z3SCKB5	0	stranded
T cell regulatory (Tregs)	BS_8Z3SCKB5	0.0012586174275426385	stranded
Myeloid dendritic cell	BS_8Z3SCKB5	0.01113628298991126	stranded
uncharacterized cell	BS_8Z3SCKB5	0.9421543726924241	stranded
B cell	BS_8ZP3CBQA	0.00316904017645188	stranded
Macrophage M1	BS_8ZP3CBQA	0.0012679237442755206	stranded
Macrophage M2	BS_8ZP3CBQA	0.00316950657149673	stranded
Monocyte	BS_8ZP3CBQA	0.021511767020409432	stranded
Neutrophil	BS_8ZP3CBQA	0	stranded
NK cell	BS_8ZP3CBQA	0.01515186858083177	stranded
T cell CD4+ (non-regulatory)	BS_8ZP3CBQA	0	stranded
T cell CD8+	BS_8ZP3CBQA	0	stranded
T cell regulatory (Tregs)	BS_8ZP3CBQA	0.0011415913828133472	stranded
Myeloid dendritic cell	BS_8ZP3CBQA	0	stranded
uncharacterized cell	BS_8ZP3CBQA	0.9545883025237214	stranded
B cell	BS_9RT63JD9	0.004970443527412084	stranded
Macrophage M1	BS_9RT63JD9	0	stranded
Macrophage M2	BS_9RT63JD9	0	stranded
Monocyte	BS_9RT63JD9	0.030224400691280674	stranded
Neutrophil	BS_9RT63JD9	0	stranded
NK cell	BS_9RT63JD9	0.015219159525648302	stranded
T cell CD4+ (non-regulatory)	BS_9RT63JD9	0	stranded
T cell CD8+	BS_9RT63JD9	0	stranded
T cell regulatory (Tregs)	BS_9RT63JD9	0	stranded
Myeloid dendritic cell	BS_9RT63JD9	0.008874841378840537	stranded
uncharacterized cell	BS_9RT63JD9	0.9407111548768184	stranded
B cell	BS_9XVACXP0	0.012505650142331405	stranded
Macrophage M1	BS_9XVACXP0	0	stranded
Macrophage M2	BS_9XVACXP0	0	stranded
Monocyte	BS_9XVACXP0	0.02989602642871691	stranded
Neutrophil	BS_9XVACXP0	0	stranded
NK cell	BS_9XVACXP0	0.01019818234945685	stranded
T cell CD4+ (non-regulatory)	BS_9XVACXP0	0	stranded
T cell CD8+	BS_9XVACXP0	0	stranded
T cell regulatory (Tregs)	BS_9XVACXP0	0	stranded
Myeloid dendritic cell	BS_9XVACXP0	0.00816551637101342	stranded
uncharacterized cell	BS_9XVACXP0	0.9392346247084814	stranded
B cell	BS_90B22NGP	0.005276400817755609	stranded
Macrophage M1	BS_90B22NGP	0	stranded
Macrophage M2	BS_90B22NGP	0	stranded
Monocyte	BS_90B22NGP	0.05250974336983795	stranded
Neutrophil	BS_90B22NGP	0	stranded
NK cell	BS_90B22NGP	0.02142883674936302	stranded
T cell CD4+ (non-regulatory)	BS_90B22NGP	0.0014130933367353187	stranded
T cell CD8+	BS_90B22NGP	0	stranded
T cell regulatory (Tregs)	BS_90B22NGP	8.658717977778382e-6	stranded
Myeloid dendritic cell	BS_90B22NGP	0	stranded
uncharacterized cell	BS_90B22NGP	0.9193632670083304	stranded
B cell	BS_7N0B2CY1	0.019477929120722846	stranded
Macrophage M1	BS_7N0B2CY1	0	stranded
Macrophage M2	BS_7N0B2CY1	0	stranded
Monocyte	BS_7N0B2CY1	0.05308273435532833	stranded
Neutrophil	BS_7N0B2CY1	0	stranded
NK cell	BS_7N0B2CY1	0.0329291321997175	stranded
T cell CD4+ (non-regulatory)	BS_7N0B2CY1	0	stranded
T cell CD8+	BS_7N0B2CY1	0	stranded
T cell regulatory (Tregs)	BS_7N0B2CY1	0	stranded
Myeloid dendritic cell	BS_7N0B2CY1	0.020867933154698565	stranded
uncharacterized cell	BS_7N0B2CY1	0.8736422711695327	stranded
B cell	BS_A0DYVX9J	0.004783841138210281	stranded
Macrophage M1	BS_A0DYVX9J	0	stranded
Macrophage M2	BS_A0DYVX9J	0	stranded
Monocyte	BS_A0DYVX9J	0.018532822728914287	stranded
Neutrophil	BS_A0DYVX9J	0	stranded
NK cell	BS_A0DYVX9J	0.006877961624843173	stranded
T cell CD4+ (non-regulatory)	BS_A0DYVX9J	0	stranded
T cell CD8+	BS_A0DYVX9J	0	stranded
T cell regulatory (Tregs)	BS_A0DYVX9J	0.0027629208589100432	stranded
Myeloid dendritic cell	BS_A0DYVX9J	3.742311801678296e-4	stranded
uncharacterized cell	BS_A0DYVX9J	0.9666682224689545	stranded
B cell	BS_92MT680S	0.0011842611194200334	stranded
Macrophage M1	BS_92MT680S	4.0021663906416775e-4	stranded
Macrophage M2	BS_92MT680S	0.002298036967652284	stranded
Monocyte	BS_92MT680S	0	stranded
Neutrophil	BS_92MT680S	9.995527618419184e-4	stranded
NK cell	BS_92MT680S	9.230890761169827e-4	stranded
T cell CD4+ (non-regulatory)	BS_92MT680S	0.001985255829146104	stranded
T cell CD8+	BS_92MT680S	8.642742470443735e-6	stranded
T cell regulatory (Tregs)	BS_92MT680S	7.094285819772976e-4	stranded
Myeloid dendritic cell	BS_92MT680S	0.002958076323357588	stranded
uncharacterized cell	BS_92MT680S	0.9885334399589532	stranded
B cell	BS_912NX4Y0	0.009835026737809238	stranded
Macrophage M1	BS_912NX4Y0	0	stranded
Macrophage M2	BS_912NX4Y0	0	stranded
Monocyte	BS_912NX4Y0	0.021593403165131687	stranded
Neutrophil	BS_912NX4Y0	0	stranded
NK cell	BS_912NX4Y0	0.01997687818489416	stranded
T cell CD4+ (non-regulatory)	BS_912NX4Y0	0	stranded
T cell CD8+	BS_912NX4Y0	0	stranded
T cell regulatory (Tregs)	BS_912NX4Y0	0	stranded
Myeloid dendritic cell	BS_912NX4Y0	0.02306738832428254	stranded
uncharacterized cell	BS_912NX4Y0	0.9255273035878824	stranded
B cell	BS_92VDQ0NE	0.00863422507304448	stranded
Macrophage M1	BS_92VDQ0NE	0	stranded
Macrophage M2	BS_92VDQ0NE	0	stranded
Monocyte	BS_92VDQ0NE	0.04941173025036555	stranded
Neutrophil	BS_92VDQ0NE	0	stranded
NK cell	BS_92VDQ0NE	0.022041341678185312	stranded
T cell CD4+ (non-regulatory)	BS_92VDQ0NE	0	stranded
T cell CD8+	BS_92VDQ0NE	0	stranded
T cell regulatory (Tregs)	BS_92VDQ0NE	0	stranded
Myeloid dendritic cell	BS_92VDQ0NE	0.005486860470594387	stranded
uncharacterized cell	BS_92VDQ0NE	0.9144258425278102	stranded
B cell	BS_94MT16N2	0.01078459849379966	stranded
Macrophage M1	BS_94MT16N2	5.573810643117874e-5	stranded
Macrophage M2	BS_94MT16N2	0.0035121989815801416	stranded
Monocyte	BS_94MT16N2	0.02147485553816275	stranded
Neutrophil	BS_94MT16N2	0	stranded
NK cell	BS_94MT16N2	0.03581964024545816	stranded
T cell CD4+ (non-regulatory)	BS_94MT16N2	0	stranded
T cell CD8+	BS_94MT16N2	0	stranded
T cell regulatory (Tregs)	BS_94MT16N2	9.432057567819095e-4	stranded
Myeloid dendritic cell	BS_94MT16N2	0.029754145939372773	stranded
uncharacterized cell	BS_94MT16N2	0.8976556169384134	stranded
B cell	BS_A7Q8G0Y1	0.01048432908950076	stranded
Macrophage M1	BS_A7Q8G0Y1	0.001705221719019075	stranded
Macrophage M2	BS_A7Q8G0Y1	0.007338135941641109	stranded
Monocyte	BS_A7Q8G0Y1	0.01629231226779831	stranded
Neutrophil	BS_A7Q8G0Y1	0	stranded
NK cell	BS_A7Q8G0Y1	0.014407844615850355	stranded
T cell CD4+ (non-regulatory)	BS_A7Q8G0Y1	0	stranded
T cell CD8+	BS_A7Q8G0Y1	0	stranded
T cell regulatory (Tregs)	BS_A7Q8G0Y1	4.799580741283787e-4	stranded
Myeloid dendritic cell	BS_A7Q8G0Y1	0.016468803195178457	stranded
uncharacterized cell	BS_A7Q8G0Y1	0.9328233950968835	stranded
B cell	BS_9755PSCS	0.005556928773131708	stranded
Macrophage M1	BS_9755PSCS	0.001573841957396387	stranded
Macrophage M2	BS_9755PSCS	0.0023605849528001524	stranded
Monocyte	BS_9755PSCS	0.011110752023039015	stranded
Neutrophil	BS_9755PSCS	0	stranded
NK cell	BS_9755PSCS	0.012800933698149008	stranded
T cell CD4+ (non-regulatory)	BS_9755PSCS	0	stranded
T cell CD8+	BS_9755PSCS	0	stranded
T cell regulatory (Tregs)	BS_9755PSCS	0	stranded
Myeloid dendritic cell	BS_9755PSCS	0.025462547105929705	stranded
uncharacterized cell	BS_9755PSCS	0.941134411489554	stranded
B cell	BS_983Z6CA6	0.0020614908406971946	stranded
Macrophage M1	BS_983Z6CA6	0.004140645877605147	stranded
Macrophage M2	BS_983Z6CA6	0	stranded
Monocyte	BS_983Z6CA6	0.016647404735532827	stranded
Neutrophil	BS_983Z6CA6	0	stranded
NK cell	BS_983Z6CA6	0.006079024865080974	stranded
T cell CD4+ (non-regulatory)	BS_983Z6CA6	0	stranded
T cell CD8+	BS_983Z6CA6	0	stranded
T cell regulatory (Tregs)	BS_983Z6CA6	0	stranded
Myeloid dendritic cell	BS_983Z6CA6	0	stranded
uncharacterized cell	BS_983Z6CA6	0.9710714336810838	stranded
