region	status	short_histology	count	region_type
PIEZO1	loss	Dysplasia	4	gene
PIEZO1	loss	Ependymoma	16	gene
PIEZO1	loss	Ganglioglioma	11	gene
PIEZO1	loss	HGAT	49	gene
PIEZO1	loss	LGAT	61	gene
PIEZO1	loss	Medulloblastoma	34	gene
PIEZO1	loss	Meningioma	8	gene
PIEZO1	loss	Neurofibroma	5	gene
PIEZO1	loss	Other	9	gene
PIEZO1	loss	Schwannoma	5	gene
PIEZO2	gain	All	12	gene
PIEZO2	loss	All	243	gene
PIEZO2	gain	Medulloblastoma	6	gene
PIEZO2	loss	ATRT	7	gene
PIEZO2	loss	Choroid plexus tumor	8	gene
PIEZO2	loss	DNET	5	gene
PIEZO2	loss	Dysplasia	4	gene
PIEZO2	loss	Ependymoma	17	gene
PIEZO2	loss	Ganglioglioma	11	gene
PIEZO2	loss	HGAT	53	gene
PIEZO2	loss	LGAT	61	gene
PIEZO2	loss	Medulloblastoma	29	gene
PIEZO2	loss	Meningioma	9	gene
PIEZO2	loss	Neurofibroma	5	gene
PIEZO2	loss	Other	8	gene
PIEZO2	loss	Schwannoma	5	gene
PIGG	loss	All	5	gene
PIGG	loss	HGAT	4	gene
PIGL	gain	All	7	gene
PIGL	loss	All	37	gene
PIGL	loss	HGAT	5	gene
PIGL	loss	Medulloblastoma	28	gene
PIGO	gain	All	4	gene
PIGV	loss	All	4	gene
PIGW	gain	All	11	gene
PIGW	gain	Medulloblastoma	7	gene
PIGX	loss	All	4	gene
PIGX	loss	HGAT	4	gene
PIGZ	loss	All	4	gene
PIGZ	loss	HGAT	4	gene
PIK3R4	loss	All	4	gene
PILRA	gain	All	12	gene
PILRA	gain	LGAT	4	gene
PILRB	gain	All	12	gene
PILRB	gain	LGAT	4	gene
PIM3	loss	All	232	gene
PIM3	loss	ATRT	5	gene
PIM3	loss	Choroid plexus tumor	7	gene
PIM3	loss	DNET	5	gene
PIM3	loss	Dysplasia	4	gene
PIM3	loss	Ependymoma	17	gene
PIM3	loss	Ganglioglioma	11	gene
PIM3	loss	HGAT	47	gene
PIM3	loss	LGAT	61	gene
PIM3	loss	Medulloblastoma	30	gene
PIM3	loss	Meningioma	9	gene
PIM3	loss	Neurofibroma	6	gene
PIM3	loss	Other	9	gene
PINX1	gain	All	7	gene
PINX1	loss	All	10	gene
PINX1	loss	Medulloblastoma	4	gene
PIP4K2B	gain	All	17	gene
PIP4K2B	gain	Medulloblastoma	14	gene
PIP5K1A	gain	All	4	gene
PIP5K1A	loss	All	4	gene
PIP5K1B	loss	All	243	gene
PIP5K1B	loss	ATRT	7	gene
PIP5K1B	loss	Choroid plexus tumor	7	gene
PIP5K1B	loss	DNET	5	gene
PIP5K1B	loss	Dysplasia	4	gene
PIP5K1B	loss	Ependymoma	17	gene
PIP5K1B	loss	Ganglioglioma	11	gene
PIP5K1B	loss	HGAT	51	gene
PIP5K1B	loss	LGAT	62	gene
PIP5K1B	loss	Medulloblastoma	31	gene
PIP5K1B	loss	Meningioma	8	gene
PIP5K1B	loss	Neurofibroma	5	gene
PIP5K1B	loss	Other	9	gene
PIP5K1B	loss	Schwannoma	5	gene
PITPNA	loss	All	221	gene
PITPNA	loss	ATRT	7	gene
PITPNA	loss	Choroid plexus tumor	7	gene
PITPNA	loss	DNET	5	gene
PITPNA	loss	Dysplasia	4	gene
PITPNA	loss	Ependymoma	15	gene
PITPNA	loss	Ganglioglioma	11	gene
PITPNA	loss	HGAT	43	gene
PITPNA	loss	LGAT	61	gene
PITPNA	loss	Medulloblastoma	23	gene
PITPNA	loss	Meningioma	8	gene
PITPNA	loss	Neurofibroma	5	gene
PITPNA	loss	Other	8	gene
PITPNA	loss	Schwannoma	5	gene
PITPNA-AS1	loss	All	221	gene
PITPNA-AS1	loss	ATRT	7	gene
PITPNA-AS1	loss	Choroid plexus tumor	7	gene
PITPNA-AS1	loss	DNET	5	gene
PITPNA-AS1	loss	Dysplasia	4	gene
PITPNA-AS1	loss	Ependymoma	15	gene
PITPNA-AS1	loss	Ganglioglioma	11	gene
PITPNA-AS1	loss	HGAT	43	gene
PITPNA-AS1	loss	LGAT	61	gene
PITPNA-AS1	loss	Medulloblastoma	23	gene
PITPNA-AS1	loss	Meningioma	8	gene
PITPNA-AS1	loss	Neurofibroma	5	gene
PITPNA-AS1	loss	Other	8	gene
PITPNA-AS1	loss	Schwannoma	5	gene
PITPNM3	loss	All	5	gene
PIWIL3	loss	All	11	gene
PIWIL3	loss	ATRT	4	gene
PKD1L3	loss	All	236	gene
PKD1L3	loss	ATRT	7	gene
PKD1L3	loss	Choroid plexus tumor	7	gene
PKD1L3	loss	DNET	5	gene
PKD1L3	loss	Dysplasia	4	gene
PKD1L3	loss	Ependymoma	17	gene
PKD1L3	loss	Ganglioglioma	11	gene
PKD1L3	loss	HGAT	47	gene
PKD1L3	loss	LGAT	61	gene
PKD1L3	loss	Medulloblastoma	28	gene
PKD1L3	loss	Meningioma	9	gene
PKD1L3	loss	Neurofibroma	5	gene
PKD1L3	loss	Other	9	gene
PKD1L3	loss	Schwannoma	5	gene
PKD1P6-NPIPP1	loss	All	235	gene
PKD1P6-NPIPP1	loss	ATRT	7	gene
PKD1P6-NPIPP1	loss	Choroid plexus tumor	7	gene
PKD1P6-NPIPP1	loss	DNET	5	gene
PKD1P6-NPIPP1	loss	Dysplasia	4	gene
PKD1P6-NPIPP1	loss	Ependymoma	16	gene
PKD1P6-NPIPP1	loss	Ganglioglioma	11	gene
PKD1P6-NPIPP1	loss	HGAT	46	gene
PKD1P6-NPIPP1	loss	LGAT	61	gene
PKD1P6-NPIPP1	loss	Medulloblastoma	29	gene
PKD1P6-NPIPP1	loss	Meningioma	8	gene
PKD1P6-NPIPP1	loss	Neurofibroma	5	gene
PKD1P6-NPIPP1	loss	Other	9	gene
PKD1P6-NPIPP1	loss	Schwannoma	5	gene
PKN3	loss	All	4	gene
PKNOX1	gain	All	4	gene
PKNOX1	loss	All	5	gene
PKP1	gain	All	4	gene
PKP1	gain	HGAT	4	gene
PKP3	gain	All	6	gene
PLA2G15	gain	All	4	gene
PLA2G2A	gain	All	4	gene
PLA2G2A	loss	All	6	gene
PLA2G2A	gain	HGAT	4	gene
PLA2G2E	gain	All	4	gene
PLA2G2E	loss	All	6	gene
PLA2G2E	gain	HGAT	4	gene
PLA2G5	gain	All	4	gene
PLA2G5	loss	All	6	gene
PLA2G5	gain	HGAT	4	gene
PLAA	loss	All	4	gene
PLAA	loss	HGAT	4	gene
PLAAT1	gain	All	7	gene
PLAAT1	loss	All	6	gene
PLAAT3	loss	All	4	gene
PLAC9	loss	All	5	gene
PLAG1	gain	All	5	gene
PLAG1	gain	HGAT	4	gene
PLAGL2	gain	All	7	gene
PLCD3	gain	All	12	gene
PLCD3	loss	All	11	gene
PLCD3	gain	Medulloblastoma	9	gene
PLCD3	loss	HGAT	6	gene
PLD4	gain	All	4	gene
PLD4	loss	All	10	gene
PLD4	loss	HGAT	5	gene
PLD6	gain	All	11	gene
PLD6	loss	All	28	gene
PLD6	gain	Medulloblastoma	5	gene
PLD6	loss	HGAT	7	gene
PLD6	loss	Medulloblastoma	17	gene
PLEC	gain	All	11	gene
PLEC	loss	All	6	gene
PLEC	gain	HGAT	5	gene
PLEKHA2	gain	All	4	gene
PLEKHA5	loss	All	5	gene
PLEKHA5	loss	HGAT	4	gene
PLEKHA7	loss	All	4	gene
PLEKHG4	gain	All	4	gene
PLEKHG6	gain	All	6	gene
PLEKHM1	gain	All	11	gene
PLEKHM1	loss	All	9	gene
PLEKHM1	gain	Medulloblastoma	8	gene
PLEKHM1	loss	HGAT	4	gene
PLEKHN1	loss	All	13	gene
PLEKHO1	gain	All	13	gene
PLEKHO1	loss	All	230	gene
PLEKHO1	gain	Ependymoma	4	gene
PLEKHO1	gain	HGAT	4	gene
PLEKHO1	loss	ATRT	7	gene
PLEKHO1	loss	Choroid plexus tumor	6	gene
PLEKHO1	loss	DNET	5	gene
PLEKHO1	loss	Dysplasia	4	gene
PLEKHO1	loss	Ependymoma	15	gene
PLEKHO1	loss	Ganglioglioma	11	gene
PLEKHO1	loss	HGAT	45	gene
PLEKHO1	loss	LGAT	61	gene
PLEKHO1	loss	Medulloblastoma	29	gene
PLEKHO1	loss	Meningioma	8	gene
PLEKHO1	loss	Neurofibroma	5	gene
PLEKHO1	loss	Other	9	gene
PLEKHO1	loss	Schwannoma	5	gene
PLK1	gain	All	4	gene
PLK1	loss	All	233	gene
PLK1	loss	ATRT	7	gene
PLK1	loss	Choroid plexus tumor	7	gene
PLK1	loss	DNET	5	gene
PLK1	loss	Dysplasia	4	gene
PLK1	loss	Ependymoma	16	gene
PLK1	loss	Ganglioglioma	11	gene
PLK1	loss	HGAT	45	gene
PLK1	loss	LGAT	61	gene
PLK1	loss	Medulloblastoma	27	gene
PLK1	loss	Meningioma	9	gene
PLK1	loss	Neurofibroma	5	gene
PLK1	loss	Other	9	gene
PLK1	loss	Schwannoma	5	gene
PLK2	loss	All	4	gene
PLOD3	gain	All	9	gene
PLPPR3	gain	All	5	gene
PLPPR3	loss	All	5	gene
PLSCR3	loss	All	4	gene
PLXDC1	gain	All	17	gene
PLXDC1	gain	Medulloblastoma	14	gene
PLXNA2	gain	All	6	gene
PLXNA2	loss	All	4	gene
PLXNB2	loss	All	227	gene
PLXNB2	loss	ATRT	5	gene
PLXNB2	loss	Choroid plexus tumor	7	gene
PLXNB2	loss	DNET	5	gene
PLXNB2	loss	Dysplasia	4	gene
PLXNB2	loss	Ependymoma	16	gene
PLXNB2	loss	Ganglioglioma	11	gene
PLXNB2	loss	HGAT	46	gene
PLXNB2	loss	LGAT	61	gene
PLXNB2	loss	Medulloblastoma	30	gene
PLXNB2	loss	Meningioma	7	gene
PLXNB2	loss	Neurofibroma	5	gene
PLXNB2	loss	Other	9	gene
PMFBP1	loss	All	236	gene
PMFBP1	loss	ATRT	7	gene
PMFBP1	loss	Choroid plexus tumor	7	gene
PMFBP1	loss	DNET	5	gene
PMFBP1	loss	Dysplasia	4	gene
PMFBP1	loss	Ependymoma	17	gene
PMFBP1	loss	Ganglioglioma	11	gene
PMFBP1	loss	HGAT	47	gene
PMFBP1	loss	LGAT	61	gene
PMFBP1	loss	Medulloblastoma	28	gene
PMFBP1	loss	Meningioma	9	gene
PMFBP1	loss	Neurofibroma	5	gene
PMFBP1	loss	Other	9	gene
PMFBP1	loss	Schwannoma	5	gene
PMM1	loss	All	10	gene
PMPCA	gain	All	4	gene
PMPCA	loss	All	231	gene
PMPCA	loss	ATRT	7	gene
PMPCA	loss	Choroid plexus tumor	7	gene
PMPCA	loss	DNET	5	gene
PMPCA	loss	Dysplasia	4	gene
PMPCA	loss	Ependymoma	14	gene
PMPCA	loss	Ganglioglioma	11	gene
PMPCA	loss	HGAT	45	gene
PMPCA	loss	LGAT	60	gene
PMPCA	loss	Medulloblastoma	28	gene
PMPCA	loss	Meningioma	8	gene
PMPCA	loss	Neurofibroma	5	gene
PMPCA	loss	Other	9	gene
PMPCA	loss	Schwannoma	5	gene
PMPCB	gain	All	12	gene
PMS2P3	gain	All	8	gene
PMS2P4	gain	All	32	gene
PMS2P4	loss	All	10	gene
PMS2P4	gain	Ganglioglioma	4	gene
PMS2P4	gain	HGAT	9	gene
PMS2P4	gain	LGAT	5	gene
PMS2P4	gain	Medulloblastoma	7	gene
PMS2P4	loss	HGAT	4	gene
PMS2P4	loss	Medulloblastoma	4	gene
PMVK	gain	All	13	gene
PMVK	gain	HGAT	6	gene
PNMT	gain	All	17	gene
PNMT	gain	Medulloblastoma	14	gene
PNPLA2	gain	All	7	gene
PNPLA2	loss	All	4	gene
PNPLA7	gain	All	5	gene
PNPLA7	loss	All	231	gene
PNPLA7	loss	ATRT	7	gene
PNPLA7	loss	Choroid plexus tumor	7	gene
PNPLA7	loss	DNET	5	gene
PNPLA7	loss	Dysplasia	4	gene
PNPLA7	loss	Ependymoma	14	gene
PNPLA7	loss	Ganglioglioma	11	gene
PNPLA7	loss	HGAT	45	gene
PNPLA7	loss	LGAT	60	gene
PNPLA7	loss	Medulloblastoma	28	gene
PNPLA7	loss	Meningioma	8	gene
PNPLA7	loss	Neurofibroma	5	gene
PNPLA7	loss	Other	9	gene
PNPLA7	loss	Schwannoma	5	gene
PNPO	gain	All	8	gene
PNPO	gain	Medulloblastoma	6	gene
POFUT1	gain	All	7	gene
POFUT2	gain	All	5	gene
POFUT2	loss	All	4	gene
POGZ	gain	All	6	gene
POGZ	loss	All	4	gene
POLDIP3	loss	All	6	gene
POLR2A	loss	All	4	gene
POLR2J	gain	All	5	gene
POLR2J	loss	All	4	gene
POLR2L	gain	All	7	gene
POLR2L	loss	All	5	gene
POLR3C	loss	All	233	gene
POLR3C	loss	ATRT	7	gene
POLR3C	loss	Choroid plexus tumor	7	gene
POLR3C	loss	DNET	5	gene
POLR3C	loss	Dysplasia	4	gene
POLR3C	loss	Ependymoma	15	gene
POLR3C	loss	Ganglioglioma	11	gene
POLR3C	loss	HGAT	46	gene
POLR3C	loss	LGAT	61	gene
POLR3C	loss	Medulloblastoma	29	gene
POLR3C	loss	Meningioma	8	gene
POLR3C	loss	Neurofibroma	5	gene
POLR3C	loss	Other	9	gene
POLR3C	loss	Schwannoma	5	gene
POLR3E	loss	All	232	gene
POLR3E	loss	ATRT	7	gene
POLR3E	loss	Choroid plexus tumor	7	gene
POLR3E	loss	DNET	5	gene
POLR3E	loss	Dysplasia	4	gene
POLR3E	loss	Ependymoma	16	gene
POLR3E	loss	Ganglioglioma	11	gene
POLR3E	loss	HGAT	45	gene
POLR3E	loss	LGAT	61	gene
POLR3E	loss	Medulloblastoma	28	gene
POLR3E	loss	Meningioma	8	gene
POLR3E	loss	Neurofibroma	5	gene
POLR3E	loss	Other	9	gene
POLR3E	loss	Schwannoma	5	gene
POLR3GL	loss	All	233	gene
POLR3GL	loss	ATRT	7	gene
POLR3GL	loss	Choroid plexus tumor	7	gene
POLR3GL	loss	DNET	5	gene
POLR3GL	loss	Dysplasia	4	gene
POLR3GL	loss	Ependymoma	15	gene
POLR3GL	loss	Ganglioglioma	11	gene
POLR3GL	loss	HGAT	46	gene
POLR3GL	loss	LGAT	61	gene
POLR3GL	loss	Medulloblastoma	29	gene
POLR3GL	loss	Meningioma	8	gene
POLR3GL	loss	Neurofibroma	5	gene
POLR3GL	loss	Other	9	gene
POLR3GL	loss	Schwannoma	5	gene
POLR3H	loss	All	9	gene
POLRMT	gain	All	4	gene
POLRMT	loss	All	5	gene
POM121	gain	All	11	gene
POM121C	gain	All	7	gene
POM121L2	loss	All	230	gene
POM121L2	loss	ATRT	6	gene
POM121L2	loss	Choroid plexus tumor	7	gene
POM121L2	loss	DNET	5	gene
POM121L2	loss	Dysplasia	4	gene
POM121L2	loss	Ependymoma	14	gene
POM121L2	loss	Ganglioglioma	11	gene
POM121L2	loss	HGAT	47	gene
POM121L2	loss	LGAT	61	gene
POM121L2	loss	Medulloblastoma	29	gene
POM121L2	loss	Meningioma	8	gene
POM121L2	loss	Neurofibroma	5	gene
POM121L2	loss	Other	7	gene
POM121L2	loss	Schwannoma	5	gene
POM121L9P	loss	All	9	gene
POM121L9P	loss	ATRT	5	gene
POMZP3	gain	All	8	gene
POMZP3	loss	All	6	gene
POP7	gain	All	12	gene
POP7	gain	LGAT	4	gene
POR	gain	All	11	gene
POR	loss	All	7	gene
POR	gain	HGAT	5	gene
POU5F1B	gain	All	5	gene
PPARA	loss	All	4	gene
PPDPF	gain	All	12	gene
PPDPF	loss	All	4	gene
PPDPF	gain	HGAT	5	gene
PPDPF	loss	HGAT	4	gene
PPFIBP2	loss	All	8	gene
PPIAL4C	gain	All	4	gene
PPIL2	loss	All	243	gene
PPIL2	loss	ATRT	9	gene
PPIL2	loss	Choroid plexus tumor	7	gene
PPIL2	loss	DNET	5	gene
PPIL2	loss	Dysplasia	4	gene
PPIL2	loss	Ependymoma	20	gene
PPIL2	loss	Ganglioglioma	11	gene
PPIL2	loss	HGAT	49	gene
PPIL2	loss	LGAT	60	gene
PPIL2	loss	Medulloblastoma	30	gene
PPIL2	loss	Meningioma	10	gene
PPIL2	loss	Neurofibroma	5	gene
PPIL2	loss	Other	9	gene
PPIL2	loss	Schwannoma	5	gene
PPM1D	gain	All	6	gene
PPM1F	loss	All	226	gene
PPM1F	loss	ATRT	5	gene
PPM1F	loss	Choroid plexus tumor	7	gene
PPM1F	loss	DNET	5	gene
PPM1F	loss	Dysplasia	4	gene
PPM1F	loss	Ependymoma	15	gene
PPM1F	loss	Ganglioglioma	11	gene
PPM1F	loss	HGAT	49	gene
PPM1F	loss	LGAT	60	gene
PPM1F	loss	Medulloblastoma	29	gene
PPM1F	loss	Meningioma	6	gene
PPM1F	loss	Neurofibroma	5	gene
PPM1F	loss	Other	9	gene
PPM1H	gain	All	4	gene
PPM1H	loss	All	4	gene
PPM1H	gain	HGAT	4	gene
PPM1H	loss	HGAT	4	gene
PPP1R13B	gain	All	4	gene
PPP1R13B	loss	All	11	gene
PPP1R13B	loss	HGAT	6	gene
PPP1R16A	loss	All	8	gene
PPP1R1B	gain	All	17	gene
PPP1R1B	gain	Medulloblastoma	14	gene
PPP1R2	gain	All	5	gene
PPP1R2	loss	All	4	gene
PPP1R26	gain	All	4	gene
PPP1R26	loss	All	231	gene
PPP1R26	loss	ATRT	7	gene
PPP1R26	loss	Choroid plexus tumor	7	gene
PPP1R26	loss	DNET	5	gene
PPP1R26	loss	Dysplasia	4	gene
PPP1R26	loss	Ependymoma	14	gene
PPP1R26	loss	Ganglioglioma	11	gene
PPP1R26	loss	HGAT	45	gene
PPP1R26	loss	LGAT	60	gene
PPP1R26	loss	Medulloblastoma	28	gene
PPP1R26	loss	Meningioma	8	gene
PPP1R26	loss	Neurofibroma	5	gene
PPP1R26	loss	Other	9	gene
PPP1R26	loss	Schwannoma	5	gene
PPP1R26-AS1	gain	All	4	gene
PPP1R26-AS1	loss	All	231	gene
PPP1R26-AS1	loss	ATRT	7	gene
PPP1R26-AS1	loss	Choroid plexus tumor	7	gene
PPP1R26-AS1	loss	DNET	5	gene
PPP1R26-AS1	loss	Dysplasia	4	gene
PPP1R26-AS1	loss	Ependymoma	14	gene
PPP1R26-AS1	loss	Ganglioglioma	11	gene
PPP1R26-AS1	loss	HGAT	45	gene
PPP1R26-AS1	loss	LGAT	60	gene
PPP1R26-AS1	loss	Medulloblastoma	28	gene
PPP1R26-AS1	loss	Meningioma	8	gene
PPP1R26-AS1	loss	Neurofibroma	5	gene
PPP1R26-AS1	loss	Other	9	gene
PPP1R26-AS1	loss	Schwannoma	5	gene
PPP1R27	gain	All	14	gene
PPP1R27	gain	Medulloblastoma	7	gene
PPP1R32	loss	All	4	gene
PPP1R35	gain	All	12	gene
PPP1R35	gain	LGAT	4	gene
PPP1R3A	gain	All	7	gene
PPP1R3B	gain	All	9	gene
PPP1R3B	loss	All	8	gene
PPP1R3D	gain	All	12	gene
PPP1R3D	gain	HGAT	5	gene
PPP1R3E	loss	All	4	gene
PPP2CB	loss	All	5	gene
PPP2R2C	gain	All	6	gene
PPP2R2C	gain	HGAT	5	gene
PPP4C	loss	All	233	gene
PPP4C	loss	ATRT	7	gene
PPP4C	loss	Choroid plexus tumor	7	gene
PPP4C	loss	DNET	5	gene
PPP4C	loss	Dysplasia	4	gene
PPP4C	loss	Ependymoma	16	gene
PPP4C	loss	Ganglioglioma	11	gene
PPP4C	loss	HGAT	45	gene
PPP4C	loss	LGAT	61	gene
PPP4C	loss	Medulloblastoma	28	gene
PPP4C	loss	Meningioma	8	gene
PPP4C	loss	Neurofibroma	5	gene
PPP4C	loss	Other	9	gene
PPP4C	loss	Schwannoma	5	gene
PPP6C	loss	All	4	gene
PPP6R2	loss	All	6	gene
PPY	gain	All	12	gene
PPY	loss	All	11	gene
PPY	gain	Medulloblastoma	9	gene
PPY	loss	HGAT	6	gene
PRAC1	gain	All	10	gene
PRAC1	gain	Medulloblastoma	8	gene
PRAC2	gain	All	10	gene
PRAC2	gain	Medulloblastoma	8	gene
PRAG1	gain	All	7	gene
PRAG1	loss	All	10	gene
PRAG1	loss	Medulloblastoma	4	gene
PRAME	loss	All	5	gene
PRCC	gain	All	4	gene
PRCP	loss	All	5	gene
PRDM11	loss	All	8	gene
PRDM15	gain	All	4	gene
PRDM15	loss	All	6	gene
PRDM16	loss	All	5	gene
PRDM16-DT	loss	All	5	gene
PRDM7	loss	All	21	gene
PRDM7	loss	HGAT	10	gene
PRDM7	loss	Medulloblastoma	7	gene
PRELID1	loss	All	8	gene
PRELID1	loss	HGAT	5	gene
PRELID3A	gain	All	12	gene
PRELID3A	loss	All	241	gene
PRELID3A	gain	Medulloblastoma	7	gene
PRELID3A	loss	ATRT	7	gene
PRELID3A	loss	Choroid plexus tumor	8	gene
PRELID3A	loss	DNET	5	gene
PRELID3A	loss	Dysplasia	4	gene
PRELID3A	loss	Ependymoma	17	gene
PRELID3A	loss	Ganglioglioma	11	gene
PRELID3A	loss	HGAT	51	gene
PRELID3A	loss	LGAT	61	gene
PRELID3A	loss	Medulloblastoma	29	gene
PRELID3A	loss	Meningioma	9	gene
PRELID3A	loss	Neurofibroma	5	gene
PRELID3A	loss	Other	8	gene
PRELID3A	loss	Schwannoma	5	gene
PRH1	gain	All	4	gene
PRH1-PRR4	gain	All	4	gene
PRIM2	loss	All	230	gene
PRIM2	loss	ATRT	6	gene
PRIM2	loss	Choroid plexus tumor	7	gene
PRIM2	loss	DNET	5	gene
PRIM2	loss	Dysplasia	4	gene
PRIM2	loss	Ependymoma	14	gene
PRIM2	loss	Ganglioglioma	11	gene
PRIM2	loss	HGAT	47	gene
PRIM2	loss	LGAT	61	gene
PRIM2	loss	Medulloblastoma	28	gene
PRIM2	loss	Meningioma	8	gene
PRIM2	loss	Neurofibroma	5	gene
PRIM2	loss	Other	8	gene
PRIM2	loss	Schwannoma	5	gene
PRKAB2	gain	All	5	gene
PRKAB2	loss	All	232	gene
PRKAB2	loss	ATRT	7	gene
PRKAB2	loss	Choroid plexus tumor	7	gene
PRKAB2	loss	DNET	5	gene
PRKAB2	loss	Dysplasia	4	gene
PRKAB2	loss	Ependymoma	15	gene
PRKAB2	loss	Ganglioglioma	11	gene
PRKAB2	loss	HGAT	46	gene
PRKAB2	loss	LGAT	61	gene
PRKAB2	loss	Medulloblastoma	29	gene
PRKAB2	loss	Meningioma	8	gene
PRKAB2	loss	Neurofibroma	5	gene
PRKAB2	loss	Other	8	gene
PRKAB2	loss	Schwannoma	5	gene
PRKACG	loss	All	243	gene
PRKACG	loss	ATRT	7	gene
PRKACG	loss	Choroid plexus tumor	7	gene
PRKACG	loss	DNET	5	gene
PRKACG	loss	Dysplasia	4	gene
PRKACG	loss	Ependymoma	17	gene
PRKACG	loss	Ganglioglioma	11	gene
PRKACG	loss	HGAT	51	gene
PRKACG	loss	LGAT	62	gene
PRKACG	loss	Medulloblastoma	31	gene
PRKACG	loss	Meningioma	8	gene
PRKACG	loss	Neurofibroma	5	gene
PRKACG	loss	Other	9	gene
PRKACG	loss	Schwannoma	5	gene
PRKAG2	gain	All	10	gene
PRKAR1B	loss	All	5	gene
PRKAR1B	loss	HGAT	4	gene
PRKCB	gain	All	4	gene
PRKCB	loss	All	233	gene
PRKCB	loss	ATRT	7	gene
PRKCB	loss	Choroid plexus tumor	7	gene
PRKCB	loss	DNET	5	gene
PRKCB	loss	Dysplasia	4	gene
PRKCB	loss	Ependymoma	16	gene
PRKCB	loss	Ganglioglioma	11	gene
PRKCB	loss	HGAT	45	gene
PRKCB	loss	LGAT	61	gene
PRKCB	loss	Medulloblastoma	27	gene
PRKCB	loss	Meningioma	9	gene
PRKCB	loss	Neurofibroma	5	gene
PRKCB	loss	Other	9	gene
PRKCB	loss	Schwannoma	5	gene
PRKCG	gain	All	4	gene
PRKCZ	loss	All	11	gene
PRKCZ-AS1	loss	All	11	gene
PRKG1	loss	All	5	gene
PRKRIP1	gain	All	5	gene
PRKRIP1	loss	All	4	gene
PRMT5	loss	All	4	gene
PRMT5-AS1	loss	All	4	gene
PRMT7	gain	All	4	gene
PRND	gain	All	5	gene
PRNP	gain	All	5	gene
PRNT	gain	All	5	gene
PRODH	loss	All	8	gene
PRODH	loss	ATRT	4	gene
PROP1	loss	All	9	gene
PROP1	loss	HGAT	5	gene
PROX1	gain	All	4	gene
PROX1	gain	HGAT	4	gene
PROX1-AS1	gain	All	4	gene
PROX1-AS1	gain	HGAT	4	gene
PRPF3	gain	All	15	gene
PRPF3	loss	All	229	gene
PRPF3	gain	Ependymoma	5	gene
PRPF3	gain	HGAT	4	gene
PRPF3	loss	ATRT	7	gene
PRPF3	loss	Choroid plexus tumor	6	gene
PRPF3	loss	DNET	5	gene
PRPF3	loss	Dysplasia	4	gene
PRPF3	loss	Ependymoma	15	gene
PRPF3	loss	Ganglioglioma	11	gene
PRPF3	loss	HGAT	45	gene
PRPF3	loss	LGAT	61	gene
PRPF3	loss	Medulloblastoma	29	gene
PRPF3	loss	Meningioma	8	gene
PRPF3	loss	Neurofibroma	5	gene
PRPF3	loss	Other	8	gene
PRPF3	loss	Schwannoma	5	gene
PRPF31	gain	All	4	gene
PRPF8	loss	All	221	gene
PRPF8	loss	ATRT	7	gene
PRPF8	loss	Choroid plexus tumor	7	gene
PRPF8	loss	DNET	5	gene
PRPF8	loss	Dysplasia	4	gene
PRPF8	loss	Ependymoma	15	gene
PRPF8	loss	Ganglioglioma	11	gene
PRPF8	loss	HGAT	43	gene
PRPF8	loss	LGAT	61	gene
PRPF8	loss	Medulloblastoma	23	gene
PRPF8	loss	Meningioma	8	gene
PRPF8	loss	Neurofibroma	5	gene
PRPF8	loss	Other	8	gene
PRPF8	loss	Schwannoma	5	gene
PRPSAP2	gain	All	5	gene
PRPSAP2	loss	All	16	gene
PRPSAP2	loss	HGAT	5	gene
PRPSAP2	loss	Medulloblastoma	7	gene
PRR14	gain	All	5	gene
PRR14	loss	All	233	gene
PRR14	loss	ATRT	7	gene
PRR14	loss	Choroid plexus tumor	7	gene
PRR14	loss	DNET	5	gene
PRR14	loss	Dysplasia	4	gene
PRR14	loss	Ependymoma	16	gene
PRR14	loss	Ganglioglioma	11	gene
PRR14	loss	HGAT	45	gene
PRR14	loss	LGAT	61	gene
PRR14	loss	Medulloblastoma	29	gene
PRR14	loss	Meningioma	8	gene
PRR14	loss	Neurofibroma	5	gene
PRR14	loss	Other	9	gene
PRR14	loss	Schwannoma	5	gene
PRR15L	gain	All	8	gene
PRR15L	gain	Medulloblastoma	6	gene
PRR5L	loss	All	4	gene
PRR7	loss	All	8	gene
PRR7	loss	HGAT	5	gene
PRR9	gain	All	11	gene
PRR9	gain	HGAT	4	gene
PRRT2	loss	All	233	gene
PRRT2	loss	ATRT	7	gene
PRRT2	loss	Choroid plexus tumor	7	gene
PRRT2	loss	DNET	5	gene
PRRT2	loss	Dysplasia	4	gene
PRRT2	loss	Ependymoma	16	gene
PRRT2	loss	Ganglioglioma	11	gene
PRRT2	loss	HGAT	45	gene
PRRT2	loss	LGAT	61	gene
PRRT2	loss	Medulloblastoma	28	gene
PRRT2	loss	Meningioma	8	gene
PRRT2	loss	Neurofibroma	5	gene
PRRT2	loss	Other	9	gene
PRRT2	loss	Schwannoma	5	gene
PRSS1	gain	All	18	gene
PRSS1	gain	LGAT	7	gene
PRSS16	loss	All	230	gene
PRSS16	loss	ATRT	6	gene
PRSS16	loss	Choroid plexus tumor	7	gene
PRSS16	loss	DNET	5	gene
PRSS16	loss	Dysplasia	4	gene
PRSS16	loss	Ependymoma	14	gene
PRSS16	loss	Ganglioglioma	11	gene
PRSS16	loss	HGAT	47	gene
PRSS16	loss	LGAT	61	gene
PRSS16	loss	Medulloblastoma	29	gene
