Tumor_Sample_Barcode	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total
BS_3Y44RJXS	0	0	3	0	6	0	0	1	0	10
BS_42A66SH4	1	0	3	0	5	0	0	1	0	10
BS_6GTKRGNK	1	1	2	0	4	0	0	2	0	10
BS_7BNQBB26	0	0	3	0	7	0	0	0	0	10
BS_8226HD4X	0	0	2	0	8	0	0	0	0	10
BS_8JFMP1T1	1	0	1	0	7	1	0	0	0	10
BS_DAEM3WRX	1	0	4	0	4	0	0	1	0	10
BS_FQ2ZBMPA	1	0	1	0	7	0	0	1	0	10
BS_K049HVGR	1	0	0	0	9	0	0	0	0	10
BS_KYG3H6C6	1	0	1	0	7	0	0	1	0	10
BS_N5VYY66W	0	0	1	0	9	0	0	0	0	10
BS_NWYBD9CA	0	0	4	0	5	0	0	1	0	10
BS_RZNNEX1Y	0	0	1	0	9	0	0	0	0	10
BS_T9T3R2J0	1	0	0	0	8	1	0	0	0	10
BS_VHD4ARSG	1	0	2	0	6	0	0	1	0	10
BS_XCFNEZ8E	1	0	3	0	5	0	0	1	0	10
BS_XDY9BYRK	1	0	1	1	7	0	0	0	0	10
BS_XKM2EAT4	0	0	2	0	7	1	0	0	0	10
BS_XMNBSBGN	0	0	0	0	10	0	0	0	0	10
BS_0DKPGQWD	1	0	0	0	8	0	0	0	0	9
BS_154FP4ZQ	0	0	0	0	8	1	0	0	0	9
BS_16FT8V4B	1	1	0	0	6	0	0	1	0	9
BS_2Z9JQDPV	3	0	3	1	2	0	0	0	0	9
BS_3C4YAMKJ	1	1	0	0	6	0	0	1	0	9
BS_6XP91JM2	0	0	0	1	8	0	0	0	0	9
BS_75VHXMZN	0	0	1	0	7	1	0	0	0	9
BS_886M7JMG	0	0	3	0	6	0	0	0	0	9
BS_9E6Q11G2	0	0	0	0	9	0	0	0	0	9
BS_AWDQEKK1	0	0	2	0	6	0	0	1	0	9
BS_BD4RQ1G0	0	0	0	0	9	0	0	0	0	9
BS_BSM3ZHW4	1	0	2	1	4	1	0	0	0	9
BS_BYJDRXMK	1	0	2	0	6	0	0	0	0	9
BS_C3KDA5ZC	0	0	0	0	7	0	0	2	0	9
BS_D6XHKZDZ	1	0	1	0	7	0	0	0	0	9
BS_F064HMTP	0	0	5	0	3	1	0	0	0	9
BS_M1YHV93N	0	2	4	0	3	0	0	0	0	9
BS_MDVMT75X	0	2	1	0	6	0	0	0	0	9
BS_N2JD3VX6	0	0	2	0	6	1	0	0	0	9
BS_NEX92KQH	1	0	2	0	6	0	0	0	0	9
BS_NHMPQ8Q1	0	0	1	0	7	0	0	1	0	9
BS_QBZDQX7A	0	0	1	0	7	0	0	1	0	9
BS_RH9PMH3G	1	0	2	0	6	0	0	0	0	9
BS_S88G7BXH	1	0	1	0	6	1	0	0	0	9
BS_SFZ3A07S	1	1	0	0	7	0	0	0	0	9
BS_WD7AQV83	1	0	1	1	6	0	0	0	0	9
BS_WSFB4SA2	0	0	2	1	5	0	0	1	0	9
BS_XBBBE8V2	4	2	0	0	1	0	0	2	0	9
BS_XJZQA3AP	1	0	2	0	6	0	0	0	0	9
BS_3R0KN6Z4	0	2	3	0	3	0	0	0	0	8
BS_41TD9XET	2	0	0	0	5	0	0	1	0	8
BS_6ZP2KRPW	0	0	1	0	6	1	0	0	0	8
BS_D2BZ25FW	2	0	2	0	4	0	0	0	0	8
BS_FWCKP4X1	0	0	1	0	6	1	0	0	0	8
BS_J037K4BM	2	0	0	0	6	0	0	0	0	8
BS_P3KD5EQG	1	1	0	0	5	0	0	1	0	8
BS_P6NWC51S	0	0	0	0	7	0	0	0	1	8
BS_QC5FNXGH	0	1	1	0	6	0	0	0	0	8
BS_R922P3XJ	0	0	2	0	6	0	0	0	0	8
BS_TX8C5VAJ	0	1	2	0	5	0	0	0	0	8
BS_VDSR4X6N	1	0	0	0	6	1	0	0	0	8
BS_WRJNMEX2	1	0	1	0	4	0	0	2	0	8
BS_YH4DYNQ2	0	0	2	0	5	0	0	1	0	8
BS_YMDPFK0V	0	0	1	0	6	0	0	1	0	8
BS_32HAVF6S	0	0	0	0	7	0	0	0	0	7
BS_6KEYD1S4	0	0	0	0	7	0	0	0	0	7
BS_8W0FNBWF	1	1	2	0	3	0	0	0	0	7
BS_AM2TZPNS	2	0	1	0	4	0	0	0	0	7
BS_C0YDDQKB	0	0	2	0	5	0	0	0	0	7
BS_F1B71HTZ	0	0	1	0	6	0	0	0	0	7
BS_MGBEMNYR	1	1	0	0	4	1	0	0	0	7
BS_NJFK43N3	1	0	2	0	4	0	0	0	0	7
BS_NZRJE7QA	0	0	1	0	6	0	0	0	0	7
BS_QYWGB52C	2	1	1	0	3	0	0	0	0	7
BS_SMCPASF0	0	0	2	0	5	0	0	0	0	7
BS_XH5JP8DB	1	0	2	0	3	0	0	1	0	7
BS_9W6FK6X4	0	0	0	0	6	0	0	0	0	6
BS_AXM96K20	2	0	1	0	2	0	0	1	0	6
BS_GCQEB05M	0	1	2	0	2	0	0	1	0	6
BS_HW4MYBZ2	0	0	0	0	6	0	0	0	0	6
BS_JJZPY3BG	2	0	2	0	2	0	0	0	0	6
BS_KT9H4B1N	0	0	0	1	5	0	0	0	0	6
BS_R9V82BC1	0	0	0	0	6	0	0	0	0	6
BS_SE82EQF8	0	0	1	0	5	0	0	0	0	6
BS_TPX7YY57	0	1	0	0	5	0	0	0	0	6
BS_VMZMGB7B	1	0	0	0	4	0	0	1	0	6
BS_W6B48DD5	1	0	2	0	3	0	0	0	0	6
BS_YVFFHJ1Q	1	1	2	0	2	0	0	0	0	6
BS_Z14Z2JMW	0	0	0	0	5	1	0	0	0	6
BS_11322HD1	0	0	0	0	5	0	0	0	0	5
BS_3QDRWJCF	0	1	1	0	3	0	0	0	0	5
BS_6Y7FX7QJ	0	0	3	1	1	0	0	0	0	5
BS_C9TNGEA0	0	0	2	0	3	0	0	0	0	5
BS_DMBNB0EP	0	0	0	0	5	0	0	0	0	5
BS_FJEBFQHG	0	0	1	0	3	0	0	1	0	5
BS_M9YZK3SP	1	0	1	0	3	0	0	0	0	5
BS_N9N1X78X	0	0	1	0	3	1	0	0	0	5
BS_XHAQXDR0	0	0	0	0	5	0	0	0	0	5
BS_XVNNWN2Z	0	1	1	0	2	1	0	0	0	5
BS_Y3ETG5AE	0	0	2	0	2	1	0	0	0	5
BS_17AXPP1Y	1	0	0	0	3	0	0	0	0	4
BS_3DYRAZE7	1	0	1	0	2	0	0	0	0	4
BS_AVS4DSZW	1	0	2	0	1	0	0	0	0	4
BS_KM878Y43	1	0	0	0	3	0	0	0	0	4
BS_MGY2V5N4	0	0	0	0	4	0	0	0	0	4
BS_YPCTK927	0	0	0	0	4	0	0	0	0	4
BS_ZJT1REVB	0	0	1	0	3	0	0	0	0	4
BS_ZS1QRMXS	0	0	0	0	4	0	0	0	0	4
BS_0XD58YD9	1	0	0	0	2	0	0	0	0	3
BS_17FVWMNV	0	0	0	0	3	0	0	0	0	3
BS_CXDKK6KS	0	0	0	0	2	0	0	0	0	2
BS_XKXDH0YJ	0	0	0	0	1	0	0	0	0	1
