"","stranded_over_polya_logFC","average_logCPM","LR","PValue","BH FDR"
"HIST1H2BE",6.68961002079254,4.53791668339932,69.5268874409629,7.5379904438284e-17,1.45652990125434e-14
"AL390318.1",8.24394124033052,-0.594715382998443,69.4503645415228,7.83619102020151e-17,1.50063058036859e-14
"AL590627.1",-5.2480166497435,-1.28261711965412,69.3752105504047,8.14054106719531e-17,1.54511791866553e-14
"AC233723.2",-8.34682407510273,0.9260910506911,69.1289704031532,9.22305742327843e-17,1.7352292597761e-14
"AC007560.1",-8.14837103364629,-1.74673571946559,68.9435167035027,1.013242059666e-16,1.88974049527968e-14
"GTF3C2-AS1",-6.89224334939545,-1.63589334499874,68.8153036881065,1.08130334681813e-16,1.99929260194443e-14
"AL049840.1",-5.08851297504047,-0.0184005387828681,67.966968936813,1.66257444636764e-16,3.04776895091394e-14
"AC113191.1",-8.70804698775579,-1.23704753574234,67.644445873566,1.95803539854122e-16,3.55897823965356e-14
"AC008026.1",-9.30208826096199,-0.679325541297264,67.5508475506119,2.05322964412801e-16,3.69687369588268e-14
"GRM6",-5.86445294647778,-1.211079136686,67.5363585871184,2.06837394398509e-16,3.69687369588268e-14
"MRPS36P1",-8.05739984641284,-1.82794402996458,67.4741349617707,2.13469273052193e-16,3.78387518051523e-14
"PIGCP1",-6.60368623490845,0.152605259775168,67.4023760968916,2.21381984715621e-16,3.8919678755579e-14
"AL353795.3",5.35175376364937,3.0636924427621,67.0204531537966,2.68704823719675e-16,4.68551305621104e-14
"AC067930.6",-8.19499705793043,2.8209199559815,66.9888559214582,2.7304627981973e-16,4.72281984643029e-14
"TMX2P1",-4.71588811480295,1.00503481062087,66.9309568346585,2.81184530534825e-16,4.81031851729397e-14
"AC007620.2",-4.79289887783381,3.07451333562514,66.9211241497209,2.82590513418053e-16,4.81031851729397e-14
"AC018645.2",-5.62124621731127,0.247243323419672,66.6335154906446,3.26979208343475e-16,5.48194263243175e-14
"RPS3AP5",-6.03706514508419,-0.994312657160976,66.6324374107567,3.27158083248445e-16,5.48194263243175e-14
"AC005261.6",-8.67174771734635,-1.26975317618472,66.5334144179813,3.44012422830632e-16,5.7196732130786e-14
"AC024896.1",-8.77209356285404,3.44631323363989,66.2604199379417,3.95113502795908e-16,6.5187649292051e-14
"HIST1H1D",6.90960831205529,3.71883491871498,66.2327398153855,4.00701264463523e-16,6.56048909939973e-14
"IL10RB-AS1",-5.4423780213073,1.79193774933212,65.9470061319785,4.63211507633948e-16,7.52648516343403e-14
"AC073052.2",-6.52216967747121,-1.34911638634182,65.8654648456701,4.82777333571271e-16,7.78541973717039e-14
"ST13P19",-6.0228299154888,-0.197718577772238,65.8489687407461,4.86835016758768e-16,7.79226674585227e-14
"AC005702.1",-4.44714053608719,-0.822148912437304,65.51356975089,5.77151969738696e-16,8.83787429204334e-14
"AP001267.1",-8.65111078231049,3.20211397553951,65.4760613982807,5.88241742797132e-16,8.83787429204334e-14
"RNA5-8S5",-11.6542400135694,1.61472505814444,65.4726978791008,5.89246560873834e-16,8.83787429204334e-14
"RNA5-8SN2",-11.6542400135694,1.61472505814444,65.4726978791008,5.89246560873834e-16,8.83787429204334e-14
"RNA5-8S4",-11.6542400135694,1.61472505814444,65.4726978791008,5.89246560873834e-16,8.83787429204334e-14
"RNA5-8SN3",-11.6542400135694,1.61472505814444,65.4726978791008,5.89246560873834e-16,8.83787429204334e-14
"RNA5-8SN4",-11.6542400135694,1.61472505814444,65.4726978791008,5.89246560873834e-16,8.83787429204334e-14
"RNA5-8SN5",-11.6542400135694,1.61472505814444,65.4726978791008,5.89246560873834e-16,8.83787429204334e-14
"RNA5-8SN1",-11.6542400135694,1.61472505814444,65.4726978791008,5.89246560873834e-16,8.83787429204334e-14
"AL035413.2",-6.94022138660433,-1.62550006605654,65.3917850145287,6.13942843547686e-16,9.14433757528526e-14
"MRPL3P1",-5.36549790934012,-1.43178237188075,65.3633234569163,6.22873896243257e-16,9.21337884594854e-14
"TMEM262",-6.13568947759002,0.398949518477596,65.2674995755959,6.53909301973537e-16,9.60619637584139e-14
"MIR181A1HG",5.34500112212919,1.78581067543556,65.2049591830959,6.74994479995493e-16,9.8484908890771e-14
"AC005670.2",-7.68347817597213,1.26088872770451,64.7031533413057,8.70754024623746e-16,1.26188731892771e-13
"AC211433.1",-7.92587288178804,-1.94447127976828,64.5318985187857,9.49821361517505e-16,1.36723278938439e-13
"AC011477.3",-8.9049419236978,-1.05359274316538,64.425401847568,1.00257228634088e-15,1.43354469316261e-13
"NAV2-AS1",-8.54346785085096,-0.115144211598437,64.2837139171996,1.07732591584482e-15,1.5302308770225e-13
"AP000842.4",-10.2047403492687,0.188599758188486,63.9597652933398,1.26986305358503e-15,1.79184360350604e-13
"AC099560.2",-4.90761895527622,3.79213185754546,63.8697491135574,1.32923136808235e-15,1.86335649559674e-13
"AC008764.2",-8.24108529307921,-1.66393444890395,63.5448529576082,1.56756654792061e-15,2.18319268310398e-13
"HIST1H2BM",8.06960492424262,2.75875418314755,63.4225096740637,1.6680102700831e-15,2.30809575953177e-13
"HIST1H2BB",7.49431176595122,2.16851639475406,63.2528641290802,1.81803120342232e-15,2.49955982378217e-13
"MT-ND6",-5.86723573825058,9.01292990269147,63.2113594402423,1.85674518300785e-15,2.53652679523264e-13
"COX7CP1",-9.88607422257684,-0.119546264762161,63.1713374569533,1.89485706314883e-15,2.56563781504202e-13
"AC008735.2",-9.67333902287309,-0.322439264974436,63.1639481761761,1.90197879798434e-15,2.56563781504202e-13
"AC005921.3",5.66276721990988,0.54974753135337,63.0051311918236,2.0616878771235e-15,2.76369259928406e-13
"RPS24P8",-5.39451680646784,-0.140604045009231,62.8835231391018,2.19299134630759e-15,2.92144586308106e-13
"RPL5P12",-5.3584504673185,-1.66551085061936,62.7977269553031,2.29063045920476e-15,3.03268161043356e-13
"SPDYE5",-7.04628029480439,-1.44933506743533,62.7338830163584,2.36609898215209e-15,3.11337981406123e-13
"AC125611.3",-8.67843104425122,4.54292943464024,62.6647927165662,2.45057428128359e-15,3.20487299908356e-13
"AL031600.3",-7.28505547252317,1.11582421663541,62.6028102368738,2.5289236306043e-15,3.28729418358794e-13
"AC011558.1",-9.3902468943527,-0.596073103369844,62.5615290220546,2.58249092620124e-15,3.33670273404604e-13
"RPL4P5",-6.13892136137621,2.10330544198264,62.3305260633676,2.90388799062641e-15,3.72949638460809e-13
"ARAP1-AS2",-7.04670292345594,-1.49278384521978,62.274597295961,2.98754023646996e-15,3.81409303522665e-13
"AC009302.1",-7.13557715059915,-0.808388994184662,62.2104094232637,3.08652102294646e-15,3.91714218344117e-13
"FTH1P2",-6.49880681963606,4.37113491445958,62.0154186525368,3.40778565834248e-15,4.25979235762637e-13
"AC005332.2",-7.74188098430465,-0.820506139412694,62.0107261561849,3.41591592729492e-15,4.25979235762637e-13
"AL357568.2",5.65121997137846,-1.45802675091421,62.0106223098054,3.41609607194953e-15,4.25979235762637e-13
"CICP16",-6.57086548650079,-1.90450875393448,61.2033303378657,5.14743834975361e-15,6.38163339453847e-13
"AC135457.1",-9.18891763936699,-0.784582164231562,61.0847422508814,5.46701941880898e-15,6.73888692497787e-13
"CBX3P9",-4.07990254776159,1.0337270067538,61.0415501354814,5.58828567089336e-15,6.8490029182469e-13
"AC026464.3",8.33803152601075,-1.59348502761198,61.0075682088094,5.68558200642539e-15,6.92865698146658e-13
"AL355075.2",-8.09832389293272,-1.79207885359285,60.9300734439078,5.91385019230946e-15,7.1343625726228e-13
"AL031670.1",-6.3917164747197,-2.06336262857313,60.9277250643324,5.92090888626845e-15,7.1343625726228e-13
"AC112497.1",-6.66287690018191,-0.112858574714288,60.6955573955725,6.6620320173181e-15,7.98252864287366e-13
"HIST1H3D",5.8022285539238,4.84086300792638,60.4329968111861,7.61261060884733e-15,9.0708484632532e-13
"AL031729.1",-4.94116079866223,-1.35431652451057,60.3416808420671,7.97408608695325e-15,9.44907173441841e-13
"ENSAP2",-6.59765595478291,0.954121205758671,60.3072873344493,8.11464227772421e-15,9.54503079294777e-13
"AC091564.5",-10.0358067889323,1.31618924596794,60.3001614251898,8.14407233825737e-15,9.54503079294777e-13
"AC108688.1",9.17871964654466,-0.813894261825885,60.2237578613172,8.46641003096047e-15,9.86888925782827e-13
"AP004242.1",-6.41096316966637,-1.44236603835917,60.2125010287616,8.51496822988527e-15,9.87183992403131e-13
"AL359918.1",-4.53977675430778,-0.181468481876289,60.142690064314,8.82239398358542e-15,1.01732637720398e-12
"TOMM20P4",-5.23558737405612,-0.208122285668611,60.0925293628602,9.05011939917451e-15,1.03800513836093e-12
"AP001020.3",-7.76881974927904,-2.08189878015259,59.8935752594824,1.00127770644272e-14,1.14230873658422e-12
"AC008581.1",-6.02680255916389,0.517086933436808,59.6930804730705,1.10865654078621e-14,1.2525233505255e-12
"HIST1H2BF",5.98153290211973,4.11778489001897,59.6874565728437,1.11182916718346e-14,1.2525233505255e-12
"AC093724.1",-6.1653566041912,0.0445185663671152,59.6811380096956,1.11540451300993e-14,1.2525233505255e-12
"AC010319.4",-6.26903141817729,-1.55444421433831,59.5865097742273,1.17034671411176e-14,1.30737480855568e-12
"AC025262.3",-8.59171145908127,-1.34554988762848,59.2645540890901,1.37837113593675e-14,1.53177741572909e-12
"RPL15P3",-3.20661579542444,4.82396998211954,59.2460830642563,1.39137013898442e-14,1.53825292479061e-12
"AC011933.2",6.59024839202681,1.0925843386072,58.9704957161164,1.60053977142861e-14,1.75550733024475e-12
"TGFB2-OT1",-13.48173757043,3.43134197273029,58.9659402902564,1.60424951850042e-14,1.75550733024475e-12
"AL162151.2",-8.57192514763736,2.973335272962,58.903585820775,1.65590172647997e-14,1.80283148373311e-12
"FERP1",-7.89103810395317,-1.97521830961032,58.6483422924579,1.88526900749328e-14,2.04218432690484e-12
"AC019163.1",6.19044959415587,-2.38148194270378,58.5235078587059,2.00876384171221e-14,2.16502346115797e-12
"SPATA46",-7.48807419624496,-2.32276500214244,58.4008757625303,2.13795816675493e-14,2.29274633802798e-12
"TCEAL9",-3.62817481666942,5.21182599655068,57.9670464134453,2.66545740188157e-14,2.84421544057492e-12
"AC079921.1",-5.79082729275607,-2.0012241047957,57.9147766283661,2.73723217710842e-14,2.90634434329809e-12
"AC010976.1",-6.77841742448439,-1.76047143398641,57.825013726321,2.86503200633976e-14,3.02705450600862e-12
"RPS13P2",-5.02145253910246,1.35069469584862,57.8006299774603,2.90076805139655e-14,3.04978790031143e-12
"AC080112.4",-7.31283847493141,-1.29037404006598,57.5725026150948,3.25747795734056e-14,3.40811645019709e-12
"DSTNP1",-7.91518974149087,-1.95428867575253,57.5151439519344,3.35387033311209e-14,3.49193256818389e-12
"AL450306.1",-8.80014351076871,2.24197571929648,57.1560814959832,4.02561106069164e-14,4.17107758597654e-12
"MTRNR2L12",-9.52191982488337,-0.470794693031861,57.128965477336,4.08149904053225e-14,4.20865343371807e-12
"AC015922.3",-8.36876297413468,-1.54980633607005,57.1166746981508,4.10708623045021e-14,4.21477442443522e-12
"HIST2H3D",7.2341817608006,3.54214596639488,56.902857069858,4.57880138103556e-14,4.67648247716432e-12
"FOXP1-IT1",6.33830364505621,0.509763317195411,56.8829832565822,4.62530892082424e-14,4.7015936366748e-12
"AP000688.1",-5.99957926635529,0.212340476768651,56.7784688700469,4.87777926542572e-14,4.9348400794741e-12
"AC009690.2",-7.84275891750574,0.828128951133285,56.655164532651,5.19342759981309e-14,5.22951338783057e-12
"AC099676.1",-6.25098210067608,-1.56843516809458,56.5591937674338,5.45318245466376e-14,5.46270481640613e-12
"AL118558.1",-7.86309100981957,-2.00049064110079,56.5510014738174,5.47594897205948e-14,5.46270481640613e-12
"AC006128.1",-8.68747950028871,1.35645587617185,56.3941102669588,5.93077535472025e-14,5.88904026889073e-12
"AC100814.1",-6.79229368550738,-0.686499950319414,56.2212230432239,6.4758737246633e-14,6.40067002979624e-12
"AL117209.1",-7.226810475178,-1.32561768854697,56.1758640307686,6.62700769773582e-14,6.5200028027999e-12
"AC011290.2",-6.48125640653166,-2.01622438268843,56.047101176051,7.07554534967387e-14,6.9295112630048e-12
"AL121748.2",-7.68261743443031,-2.15651885447001,55.9274207430816,7.51964101422102e-14,7.33096638513693e-12
"BDH2P1",-5.52007758032018,-0.482529224974265,55.685983658468,8.50223212750617e-14,8.25139704392544e-12
"RPPH1",8.06893411696932,9.78535931927007,55.6716256936822,8.56455682083232e-14,8.27444210329782e-12
"AP002373.1",5.87038072393746,-0.0698871329502718,55.5759453229394,8.99172021978323e-14,8.64818005712604e-12
"HNRNPA3P12",-4.95954045851831,-1.10393590760332,55.519104617648,9.25551156038106e-14,8.86215231906486e-12
"RIMKLBP2",-7.06786438921081,-2.66794966049246,55.4387645194095,9.64162158376805e-14,9.19082221016254e-12
"HIST1H3G",6.0637684087132,4.69065451039414,55.4169001677937,9.74946263156671e-14,9.25249887264791e-12
"AL355032.1",-5.71691342768625,-1.68433783494431,55.3609127697123,1.00311422621678e-13,9.47788278585789e-12
"HIST1H3A",7.70859673868272,3.17470578330366,55.1083319273788,1.14066347895889e-13,1.07302413582063e-11
"HIST1H2AG",5.16703548966781,5.37967376362569,54.9883293309214,1.21247648282257e-13,1.13559806129164e-11
"TAS2R30",6.85891364793624,1.29785679011631,54.8599518813189,1.29431710525031e-13,1.20697883797429e-11
"FLJ42393",6.42840883076241,1.23126820071946,54.5929164884759,1.48269102592195e-13,1.37665615255299e-11
"AC016831.5",7.08566390458982,1.9072880266467,54.5814334097948,1.49138001566224e-13,1.3787551110312e-11
"AC006141.1",5.89233777960967,0.112074467665577,54.5694510333105,1.50050113980849e-13,1.37953805648209e-11
"AP003396.5",-7.77044265887783,2.82071599166069,54.5634489690595,1.50509094189113e-13,1.37953805648209e-11
"HIST1H2AI",6.75870433072663,4.68430720657762,54.3583472668558,1.6706681799153e-13,1.52478685629036e-11
"MTND2P28",-6.25200709096288,5.73834506370988,54.3390345355623,1.6871685122928e-13,1.53332162083288e-11
"AL807761.2",-5.03037794389729,-1.94529484337523,54.2354425206719,1.77849858211955e-13,1.60950369575106e-11
"AC009951.1",5.94486530590278,2.02352105166662,54.2218823832211,1.79081419821761e-13,1.61383961862905e-11
"HIST1H2AM",6.34611874898435,3.72782296306305,54.1220537239356,1.88414637423487e-13,1.69084399307905e-11
"AC007969.1",-3.20829180096561,3.64125261590222,54.101209713793,1.90423991792858e-13,1.70175573998885e-11
"EEF1A1P9",-4.86578778814705,-0.995242678787753,54.0903640264302,1.91477978448506e-13,1.70407455674837e-11
"AC068385.1",-7.38093932645006,1.10606422459819,53.9173874480433,2.0909906922954e-13,1.85320530447734e-11
"SCARNA7",6.82588737567006,3.45752841877084,53.8993125509263,2.11031526713516e-13,1.86263546705823e-11
"AC068831.6",-5.95636312968283,1.3353190017979,53.7777588162408,2.24499792074334e-13,1.973389975578e-11
"AC011595.2",-4.36921572088131,-0.000654620685133419,53.7439828036466,2.28392626095671e-13,1.99941430387753e-11
"CU633980.1",-6.24255516792587,-1.12775640451043,53.6794442828992,2.3601980143346e-13,2.05778565087189e-11
"CICP14",-7.65505624072939,2.70759096313649,53.6353422048868,2.41377873743702e-13,2.09598082431374e-11
"POU5F2",6.93224809782403,2.40666167886278,53.6028845762944,2.45398830954476e-13,2.12230408319017e-11
"NANOGP5",7.1600413329941,-0.296038424367064,53.4656866902735,2.6314920378606e-13,2.26667635453953e-11
"AC073349.2",-9.66887316574083,-0.329651823399779,53.3326788386743,2.81583134214245e-13,2.41575802505085e-11
"AL079301.1",5.79453197632766,0.53656760444654,53.270423010552,2.90649926063169e-13,2.48360940804894e-11
