Kids_First_Biospecimen_ID,count_regions_any_conf,count_regions_high_conf,count_regions_low_conf,any_regions,any_regions_logical,experimental_strategy.x,genome_size.x,cnv_breaks_count,breaks_density.x,experimental_strategy.y,genome_size.y,sv_breaks_count,breaks_density.y,count_regions_any_conf_truncated
BS_0XR7GYAV,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,124,0.04559683126909724,0
BS_0YVR8Q4E,0,0,0,No Calls,FALSE,WGS,2719487222,12,0.004412596574428765,WGS,2719487222,12,0.004412596574428765,0
BS_0ZR4XA69,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,156,0.05736375546757395,0
BS_10AD3EFX,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,272,0.10001885568705202,0
BS_10HD18B8,0,0,0,No Calls,FALSE,WGS,2719487222,12,0.004412596574428765,WGS,2719487222,264,0.09707712463743283,0
BS_11322HD1,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,46,0.016914953535310268,0
BS_12ZB7R6A,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,554,0.203714875186128,0
BS_154FP4ZQ,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,56,0.020592117347334238,0
BS_164KRQJ0,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,90,0.033094474308215736,0
BS_16TBX6G5,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,226,0.08310390215174175,0
BS_17AXPP1Y,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,166,0.06104091927959792,0
BS_17FVWMNV,0,0,0,No Calls,FALSE,WGS,2719487222,106,0.038977936407454096,WGS,2719487222,86,0.03162360878340615,0
BS_185Q218S,0,0,0,No Calls,FALSE,WGS,2719487222,12,0.004412596574428765,WGS,2719487222,72,0.02647557944657259,0
BS_18NCV5QZ,0,0,0,No Calls,FALSE,WGS,2719487222,58,0.02132755010973903,WGS,2719487222,282,0.10369601949907599,0
BS_19EJ85F8,0,0,0,No Calls,FALSE,WGS,2719487222,12,0.004412596574428765,WGS,2719487222,32,0.011766924198476707,0
BS_1AZ8YJSH,2,2,0,High Confidence,TRUE,WGS,2719487222,100,0.03677163812023971,WGS,2719487222,196,0.07207241071566983,2
BS_1B4Q7CNG,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,58,0.02132755010973903,0
BS_1C4WCNQF,1,0,1,Low Confidence,TRUE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,112,0.041184234694668476,1
BS_1EQGGHHQ,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,32,0.011766924198476707,0
BS_1EYKDS0Z,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,94,0.03456533983302533,0
BS_1GK2EMFY,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,50,0.018385819060119855,0
BS_1JMTTKMK,1,1,0,High Confidence,TRUE,WGS,2719487222,46,0.016914953535310268,WGS,2719487222,276,0.1014897212118616,1
BS_1MME7FBS,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,30,0.011031491436071914,0
BS_1RF75MK2,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,92,0.033829907070620537,0
BS_1S2BHJ8K,0,0,0,No Calls,FALSE,WGS,2719487222,16,0.0058834620992383535,WGS,2719487222,122,0.04486139850669245,0
BS_1S5V7WWC,0,0,0,No Calls,FALSE,WGS,2719487222,58,0.02132755010973903,WGS,2719487222,168,0.061776352042002713,0
BS_1VMBA3BN,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,106,0.038977936407454096,0
BS_1YTHM07J,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,68,0.025004713921763004,0
BS_20TBZG09,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,72,0.02647557944657259,0
BS_20X874J5,1,0,1,Low Confidence,TRUE,WGS,2719487222,106,0.038977936407454096,WGS,2719487222,128,0.04706769679390683,1
BS_230S192D,0,0,0,No Calls,FALSE,WGS,2719487222,62,0.02279841563454862,WGS,2719487222,418,0.153705447342602,0
BS_235QEYMQ,0,0,0,No Calls,FALSE,WGS,2719487222,30,0.011031491436071914,WGS,2719487222,62,0.02279841563454862,0
BS_23ZE42Q3,0,0,0,No Calls,FALSE,WGS,2719487222,100,0.03677163812023971,WGS,2719487222,688,0.2529888702672492,0
BS_245CTSH9,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,82,0.030152743258596564,0
BS_25VZM81R,0,0,0,No Calls,FALSE,WGS,2719487222,38,0.01397322248569109,WGS,2719487222,150,0.05515745718035957,0
BS_2AWCKNB3,0,0,0,No Calls,FALSE,WGS,2719487222,38,0.01397322248569109,WGS,2719487222,122,0.04486139850669245,0
BS_2CD1XWVP,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,38,0.01397322248569109,0
BS_2CQ6K2JW,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,56,0.020592117347334238,0
BS_2E81A3FT,0,0,0,No Calls,FALSE,WGS,2719487222,14,0.0051480293368335595,WGS,2719487222,140,0.051480293368335595,0
BS_2F70R10Z,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,46,0.016914953535310268,0
BS_2HNHCSNB,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,148,0.054422024417954774,0
BS_2J4FG4HV,2,1,1,High Confidence,TRUE,WGS,2719487222,244,0.0897227970133849,WGS,2719487222,634,0.23313218568231978,2
BS_2JDVY4F7,0,0,0,No Calls,FALSE,WGS,2719487222,16,0.0058834620992383535,WGS,2719487222,286,0.10516688502388558,0
BS_2NN6ME5A,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,182,0.06692438137883627,0
BS_2P7MJGM7,1,1,0,High Confidence,TRUE,WGS,2719487222,32,0.011766924198476707,WGS,2719487222,114,0.04191966745707327,1
BS_2RJN5Z4W,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,94,0.03456533983302533,0
BS_2SG8JNMB,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,74,0.027211012208977387,0
BS_2VB8649B,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,12,0.004412596574428765,0
BS_2VHFP7M8,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,92,0.033829907070620537,0
BS_2VSN5YC5,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,156,0.05736375546757395,0
BS_2W200YK5,0,0,0,No Calls,FALSE,WGS,2719487222,84,0.030888176021001357,WGS,2719487222,218,0.08016217110212256,0
BS_2Z9JQDPV,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,108,0.03971336916985889,0
BS_30W38X77,0,0,0,No Calls,FALSE,WGS,2719487222,20,0.007354327624047942,WGS,2719487222,98,0.036036205357834916,0
BS_3108RS7G,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,74,0.027211012208977387,0
BS_32HAVF6S,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,74,0.027211012208977387,0
BS_32VQRFDS,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,64,0.023533848396953414,0
BS_354DTKHE,0,0,0,No Calls,FALSE,WGS,2719487222,24,0.00882519314885753,WGS,2719487222,282,0.10369601949907599,0
BS_36HCZ3KW,0,0,0,No Calls,FALSE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,1078,0.3963982589361841,0
BS_376Q9QKG,0,0,0,No Calls,FALSE,WGS,2719487222,28,0.010296058673667119,WGS,2719487222,128,0.04706769679390683,0
BS_39Q80NT3,0,0,0,No Calls,FALSE,WGS,2719487222,54,0.019856684584929445,WGS,2719487222,118,0.043390532981882855,0
BS_3A0CJMRH,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,98,0.036036205357834916,0
BS_3AERRZQT,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,84,0.030888176021001357,0
BS_3BMGF6GN,2,1,1,High Confidence,TRUE,WGS,2719487222,118,0.043390532981882855,WGS,2719487222,914,0.33609277241899094,2
BS_3C4YAMKJ,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,70,0.025740146684167797,0
BS_3DYRAZE7,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,38,0.01397322248569109,0
BS_3J4T2YYW,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,108,0.03971336916985889,0
BS_3JE2T7AR,0,0,0,No Calls,FALSE,WGS,2719487222,54,0.019856684584929445,WGS,2719487222,128,0.04706769679390683,0
BS_3NX3RBCX,4,4,0,High Confidence,TRUE,WGS,2719487222,192,0.07060154519086025,WGS,2719487222,770,0.28314161352584577,4
BS_3P96RT4E,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,114,0.04191966745707327,0
BS_3QDRWJCF,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,28,0.010296058673667119,0
BS_3R0KN6Z4,0,0,0,No Calls,FALSE,WGS,2719487222,26,0.009560625911262324,WGS,2719487222,80,0.029417310496191767,0
BS_3VKW5988,1,0,1,Low Confidence,TRUE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,164,0.06030548651719313,1
BS_3ZASRA3A,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,212,0.07795587281490819,0
BS_3ZMH8578,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,124,0.04559683126909724,0
BS_40FX713C,0,0,0,No Calls,FALSE,WGS,2719487222,124,0.04559683126909724,WGS,2719487222,124,0.04559683126909724,0
BS_40SJZGT2,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,70,0.025740146684167797,0
BS_41SWNWAG,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,164,0.06030548651719313,0
BS_41TD9XET,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,106,0.038977936407454096,0
BS_42A66SH4,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,66,0.024269281159358207,0
BS_45913DTA,0,0,0,No Calls,FALSE,WGS,2719487222,14,0.0051480293368335595,WGS,2719487222,70,0.025740146684167797,0
BS_47454JJ6,0,0,0,No Calls,FALSE,WGS,2719487222,24,0.00882519314885753,WGS,2719487222,168,0.061776352042002713,0
BS_47X3VAM0,0,0,0,No Calls,FALSE,WGS,2719487222,28,0.010296058673667119,WGS,2719487222,120,0.044125965744287655,0
BS_49JD1V3S,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,68,0.025004713921763004,0
BS_4DTX295Z,1,0,1,Low Confidence,TRUE,WGS,2719487222,78,0.028681877733786974,WGS,2719487222,286,0.10516688502388558,1
BS_4DY83R02,2,2,0,High Confidence,TRUE,WGS,2719487222,68,0.025004713921763004,WGS,2719487222,398,0.14635111971855405,2
BS_4G9Y2VC6,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,50,0.018385819060119855,0
BS_4GKH983E,1,1,0,High Confidence,TRUE,WGS,2719487222,74,0.027211012208977387,WGS,2719487222,424,0.15591174562981638,1
BS_4M0ZMCDC,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,100,0.03677163812023971,0
BS_4NPEMNAD,0,0,0,No Calls,FALSE,WGS,2719487222,16,0.0058834620992383535,WGS,2719487222,280,0.10296058673667119,0
BS_4P25NNZD,0,0,0,No Calls,FALSE,WGS,2719487222,18,0.006618894861643148,WGS,2719487222,56,0.020592117347334238,0
BS_4PAE19ZC,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,50,0.018385819060119855,0
BS_4QFSH7C4,0,0,0,No Calls,FALSE,WGS,2719487222,20,0.007354327624047942,WGS,2719487222,220,0.08089760386452736,0
BS_4RS1SC48,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,44,0.01617952077290547,0
BS_4T8J7JEP,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,32,0.011766924198476707,0
BS_4XPPZTGG,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,108,0.03971336916985889,0
BS_4Z6F1HJZ,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,92,0.033829907070620537,0
BS_4ZKN0WGS,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,74,0.027211012208977387,0
BS_50XV7CTQ,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,92,0.033829907070620537,0
BS_53TV75NN,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,124,0.04559683126909724,0
BS_55N7KFHW,0,0,0,No Calls,FALSE,WGS,2719487222,54,0.019856684584929445,WGS,2719487222,86,0.03162360878340615,0
BS_58X7SKJS,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,176,0.06471808309162189,0
BS_59FR1NC2,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,24,0.00882519314885753,0
BS_5BMNK8SY,1,0,1,Low Confidence,TRUE,WGS,2719487222,50,0.018385819060119855,WGS,2719487222,172,0.0632472175668123,1
BS_5BNV7MCF,0,0,0,No Calls,FALSE,WGS,2719487222,22,0.008089760386452736,WGS,2719487222,108,0.03971336916985889,0
BS_5D24XV4T,0,0,0,No Calls,FALSE,WGS,2719487222,36,0.013237789723286295,WGS,2719487222,80,0.029417310496191767,0
BS_5KFAEMQJ,1,1,0,High Confidence,TRUE,WGS,2719487222,74,0.027211012208977387,WGS,2719487222,204,0.075014141765289,1
BS_5KK9P7XD,0,0,0,No Calls,FALSE,WGS,2719487222,20,0.007354327624047942,WGS,2719487222,80,0.029417310496191767,0
BS_5NAKYS1S,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,78,0.028681877733786974,0
BS_5R0HHQ1Y,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,46,0.016914953535310268,0
BS_5RD8KEED,0,0,0,No Calls,FALSE,WGS,2719487222,14,0.0051480293368335595,WGS,2719487222,98,0.036036205357834916,0
BS_5V2FBYQG,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,56,0.020592117347334238,0
BS_5V2XCW17,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,246,0.09045822977578968,0
BS_5WK2KXYW,0,0,0,No Calls,FALSE,WGS,2719487222,16,0.0058834620992383535,WGS,2719487222,202,0.07427870900288422,0
BS_5Y2Q63Y4,0,0,0,No Calls,FALSE,WGS,2719487222,6,0.0022062982872143827,WGS,2719487222,60,0.022062982872143828,0
BS_5Z4XQC9X,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,810,0.29785026877394166,0
BS_5ZRZC3ZM,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,76,0.02794644497138218,0
BS_62XRDTM6,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,134,0.049273995081121215,0
BS_69VS8PS1,1,1,0,High Confidence,TRUE,WGS,2719487222,88,0.03235904154581094,WGS,2719487222,140,0.051480293368335595,1
BS_6FV7BDE3,0,0,0,No Calls,FALSE,WGS,2719487222,12,0.004412596574428765,WGS,2719487222,92,0.033829907070620537,0
BS_6FYTRKJJ,0,0,0,No Calls,FALSE,WGS,2719487222,82,0.030152743258596564,WGS,2719487222,76,0.02794644497138218,0
BS_6GN1FGTB,0,0,0,No Calls,FALSE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,32,0.011766924198476707,0
BS_6GTKRGNK,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,206,0.0757495745276938,0
BS_6GV08HTE,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,80,0.029417310496191767,0
BS_6HE8H9HY,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,294,0.10810861607350475,0
BS_6KEYD1S4,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,74,0.027211012208977387,0
BS_6NPSZJ4C,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,158,0.05809918822997874,0
BS_6Q9PMNWY,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,32,0.011766924198476707,0
BS_6SA5B35V,0,0,0,No Calls,FALSE,WGS,2719487222,10,0.003677163812023971,WGS,2719487222,152,0.05589288994276436,0
BS_6T87HSPX,1,1,0,High Confidence,TRUE,WGS,2719487222,38,0.01397322248569109,WGS,2719487222,308,0.11325664541033831,1
BS_6TMPZKSZ,0,0,0,No Calls,FALSE,WGS,2719487222,10,0.003677163812023971,WGS,2719487222,174,0.0639826503292171,0
BS_6X3Z0AVR,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,36,0.013237789723286295,0
BS_6XHDR1WS,1,0,1,Low Confidence,TRUE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,138,0.0507448606059308,1
BS_6XP91JM2,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,60,0.022062982872143828,0
BS_6Y7FX7QJ,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,140,0.051480293368335595,0
BS_6Z4WHYDG,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,166,0.06104091927959792,0
BS_6ZP2KRPW,1,1,0,High Confidence,TRUE,WGS,2719487222,22,0.008089760386452736,WGS,2719487222,132,0.048538562318716415,1
BS_70FKSKM9,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,302,0.11105034712312392,0
BS_71HPXFE7,0,0,0,No Calls,FALSE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,116,0.04265510021947806,0
BS_742CDKAS,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,316,0.11619837645995748,0
BS_74A1TB03,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,392,0.14414482143133966,0
BS_75VHXMZN,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,52,0.019121251822524648,0
BS_78TQS4Y3,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,42,0.015444088010500678,0
BS_797V83YM,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,56,0.020592117347334238,0
BS_79NQJZ09,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,112,0.041184234694668476,0
BS_7BNQBB26,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,120,0.044125965744287655,0
BS_7F07M7JG,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,526,0.19341881651246087,0
BS_7GKF6M85,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,314,0.1154629436975527,0
BS_7HC4W4SA,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,64,0.023533848396953414,0
BS_7M5272WN,0,0,0,No Calls,FALSE,WGS,2719487222,16,0.0058834620992383535,WGS,2719487222,90,0.033094474308215736,0
BS_7M6F9GQD,0,0,0,No Calls,FALSE,WGS,2719487222,58,0.02132755010973903,WGS,2719487222,122,0.04486139850669245,0
BS_7PF3C1P7,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,228,0.08383933491414654,0
BS_7PKPNFFK,0,0,0,No Calls,FALSE,WGS,2719487222,56,0.020592117347334238,WGS,2719487222,166,0.06104091927959792,0
BS_7RQCH5Y7,0,0,0,No Calls,FALSE,WGS,2719487222,30,0.011031491436071914,WGS,2719487222,50,0.018385819060119855,0
BS_7Y5E5KQW,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,38,0.01397322248569109,0
BS_80078QDG,3,3,0,High Confidence,TRUE,WGS,2719487222,106,0.038977936407454096,WGS,2719487222,526,0.19341881651246087,3
BS_80X7AVCP,0,0,0,No Calls,FALSE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,38,0.01397322248569109,0
BS_8226HD4X,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,96,0.03530077259543012,0
BS_823V5X6Z,1,0,1,Low Confidence,TRUE,WGS,2719487222,116,0.04265510021947806,WGS,2719487222,442,0.16253064049145952,1
BS_83MSWR59,0,0,0,No Calls,FALSE,WGS,2719487222,138,0.0507448606059308,WGS,2719487222,180,0.06618894861643147,0
BS_84AQCZE4,0,0,0,No Calls,FALSE,WGS,2719487222,14,0.0051480293368335595,WGS,2719487222,70,0.025740146684167797,0
BS_859AV1DB,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,226,0.08310390215174175,0
BS_85Q5P8GF,0,0,0,No Calls,FALSE,WGS,2719487222,36,0.013237789723286295,WGS,2719487222,104,0.038242503645049296,0
BS_85Y70BHE,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,102,0.0375070708826445,0
BS_872Q3FK2,0,0,0,No Calls,FALSE,WGS,2719487222,54,0.019856684584929445,WGS,2719487222,198,0.07280784347807463,0
BS_886M7JMG,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,90,0.033094474308215736,0
BS_89RCN9PF,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,112,0.041184234694668476,0
BS_8B1YF57H,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,102,0.0375070708826445,0
BS_8BD8WD38,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,128,0.04706769679390683,0
BS_8BM1WTGR,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,58,0.02132755010973903,0
BS_8BS10XE2,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,106,0.038977936407454096,0
BS_8D52JK1Q,1,1,0,High Confidence,TRUE,WGS,2719487222,158,0.05809918822997874,WGS,2719487222,622,0.228719589107891,1
BS_8EB1S8MK,0,0,0,No Calls,FALSE,WGS,2719487222,4,0.0014708655248095884,WGS,2719487222,90,0.033094474308215736,0
BS_8FSJDG2T,0,0,0,No Calls,FALSE,WGS,2719487222,28,0.010296058673667119,WGS,2719487222,56,0.020592117347334238,0
BS_8H2XX24V,0,0,0,No Calls,FALSE,WGS,2719487222,0,0,WGS,2719487222,252,0.09266452806300407,0
BS_8JFMP1T1,0,0,0,No Calls,FALSE,WGS,2719487222,8,0.0029417310496191768,WGS,2719487222,104,0.038242503645049296,0
BS_8Q8CAY84,0,0,0,No Calls,FALSE,WGS,2719487222,2,7.354327624047942e-4,WGS,2719487222,50,0.018385819060119855,0
BS_8SETK1J4,1,1,0,High Confidence,TRUE,WGS,2719487222,42,0.015444088010500678,WGS,2719487222,244,0.0897227970133849,1
