	SAMPLE_ID	RAS_SCORE	TP53_SCORE	NF1_SCORE	RAS_SHUFFLE	TP53_SHUFFLE	NF1_SHUFFLE	sample_id	NF1	TP53	nf1_status	tp53_status	Kids_First_Biospecimen_ID	Kids_First_Participant_ID
210	7316-3150	0.661819884147024	0.2794804141040101	0.6032374535867953	0.580708262920543	0.6730183912494015	0.5297203644833102	7316-3150	0.0	0.0	0	0	BS_7H4RFCW9	PT_6DW5NFKX
211	7316-666	0.6478419177662861	0.23547587163638695	0.5510395582067853	0.6918099481981134	0.6348169776083736	0.2545965166751295	7316-666	0.0	0.0	0	0	BS_7P83Z28P	PT_K63972GG
212	7316-382	0.4496609936179941	0.35694293333488114	0.4300553758322163	0.8729268517064845	0.7166330848879774	0.402955125621648	7316-382	0.0	0.0	0	0	BS_7S6GNG04	PT_QH9H491G
213	7316-341	0.5588640102374587	0.6258578154777532	0.4657086487999622	0.3946193424681016	0.4545268542219866	0.4994272594561793	7316-341	0.0	0.0	0	0	BS_7T1J3KET	PT_EC8R84NM
214		0.4007736672766707	0.8064786810868046	0.4686797238485929	0.5044647365430697	0.503752936517036	0.4884112312588825				0	0		
215	7316-3132	0.5576712349995433	0.5990913525510301	0.4814699751083684	0.6064344316685875	0.3466357290950106	0.4942435365423471	7316-3132	0.0	0.0	0	0	BS_CZ82ANWP	PT_868QRW9G
216	7316-375	0.43668294105985017	0.215892715252138	0.6880615739581049	0.4685528218911368	0.5057138024292098	0.5394451100482606	7316-375	0.0	0.0	0	0	BS_7XRN3CFX	PT_3T3VGWC6
217	7316-3622	0.450793574739288	0.4350613685641673	0.5121457951042091	0.6964367113438529	0.7164543290988232	0.4369091597415273	7316-3622	0.0	0.0	0	0	BS_7Z93ZYMS	PT_3J0ASVHN
218	7316-1765	0.4303396674947266	0.4960786772492544	0.4212844258741732	0.5770702210454106	0.495975945699497	0.4280816511775981	7316-1765	0.0	0.0	0	0	BS_7ZV3DPGT	PT_QD6KKKJH
219	7316-1946	0.42318747146819785	0.9293159846031528	0.3103353646704461	0.5019847509559285	0.4790161566042298	0.4810678159443458	7316-1946	0.0	1.0	0	1	BS_8PNA0V6R	PT_QQZXYR4M
220	7316-2187	0.627611149552966	0.1150110641619054	0.4886728470568869	0.34016546725524044	0.44733914501051397	0.5502617517763686	7316-2187	0.0	0.0	0	0	BS_850BAHH9	PT_HVZTF42R
221	7316-913	0.7529239396489134	0.3141351983187249	0.4601459072104634	0.6274804878320048	0.487015263018303	0.5263583515972097	7316-913	1.0	1.0	1	1	BS_8ZD6J47V	PT_4347ZBEX
222		0.8496498192076991	0.07395158208722677	0.5390033858572182	0.629296187860041	0.5375772014004355	0.4892313994805314				0	0		
223	7316-949	0.6631703944655865	0.4462904489132531	0.5406173937885056	0.3607116164992117	0.4416427842469855	0.3815609634208986	7316-949	0.0	0.0	0	0	BS_86Q14TZG	PT_2WA5PM32
224	7316-2665	0.5373243267437455	0.2707715681304188	0.6599257977837404	0.4836678552603246	0.5487773115515656	0.474125514599464	7316-2665	0.0	0.0	0	0	BS_893A91ZM	PT_K8ZV7APT
225	7316-2660	0.3031393037243239	0.1892601167293952	0.427382764470188	0.6053139143353587	0.3594725274519018	0.5831946144530655	7316-2660	1.0	1.0	1	1	BS_91VYM11A	PT_MDWPRDBT
226	7316-387	0.9076764544342104	0.5568127754697719	0.4398841909340399	0.4383322355345839	0.4640563170259871	0.4518096106996289	7316-387	0.0	0.0	0	0	BS_8D0NYM46	PT_PNED3GG3
227	7316-1782	0.4522661410431062	0.4303732629826536	0.6393250741910722	0.5033537794754221	0.3558053023338673	0.6130215150454619	7316-1782	0.0	0.0	0	0	BS_8F9BDWY4	PT_XY404K0D
228		0.7276255840740421	0.30986104995258	0.6444229121894948	0.3198282387921191	0.6849744314480173	0.4752593300713663				0	0		
229	7316-1975	0.5675501992729569	0.4490910710398679	0.5574148245034235	0.31715373572970906	0.6215616519845477	0.3930036112630764	7316-1975	0.0	0.0	0	0	BS_8J3B6ZB6	PT_EF398HVC
230	7316-1703	0.5567317591929318	0.5687526736133411	0.4411295833595361	0.4640655616657749	0.4794249697968819	0.5134317374852393	7316-1703	0.0	0.0	0	0	BS_8NY9J9NQ	PT_JEW5HG4W
231	7316-3208	0.5698310008675406	0.7479438259543605	0.4284182778242329	0.22072908213635564	0.4958644312016002	0.5064990954427535	7316-3208	0.0	0.0	0	0	BS_97M1E2DW	PT_B38P3Y5T
232	7316-2244	0.3794046172298695	0.23303252794913706	0.3477627200332549	0.4890251722979963	0.4741012550423888	0.5315398837288655	7316-2244	0.0	0.0	0	0	BS_8Q77HZ4R	PT_YBJYA2CD
233		0.4455065825782432	0.7201683509623378	0.4024114089107942	0.4048146489664161	0.4523160501447562	0.4747350964429611				0	0		
234	7316-2632	0.6112870552034874	0.42133956965146185	0.5775590935491284	0.4363821163644443	0.4483257283960189	0.4642384352632821	7316-2632	0.0	0.0	0	0	BS_8RCR7Y4B	PT_RXJZ3C5G
235	7316-384	0.5458689964805387	0.5314815050447813	0.6055283158503277	0.5288703897056598	0.6822905579301664	0.4162154484664328	7316-384	0.0	0.0	0	0	BS_8RHPJ740	PT_ZA95JQEB
236		0.4809963831334858	0.7965960447572732	0.3331587040606439	0.3464385064069957	0.5286042248971635	0.5523624259594859				0	0		
237		0.6490929390830165	0.8371451793821115	0.4137365873362554	0.4275400404011132	0.3838087956032138	0.5530875435788117				0	0		
238	7316-459	0.4479278499500667	0.1972947725039971	0.5635872452196569	0.4288562959868855	0.30894146610189954	0.5364013799797199	7316-459	0.0	0.0	0	0	BS_8VAZSJEN	PT_6R95FQT2
239	7316-2641	0.6506181434730355	0.4929064181120865	0.4254467589692783	0.5115110224134028	0.6667029501040496	0.5722879596622235	7316-2641	0.0	0.0	0	0	BS_8WPNFT03	PT_CAYBADQC
240	7316-936	0.4322359030582232	0.20146867781302874	0.4963842011867885	0.5560123788104019	0.6271386002831554	0.30418338461645034	7316-936	0.0	0.0	0	0	BS_8Z3SCKB5	PT_66XN3MT1
241	7316-2125	0.3405253070677601	0.586821132938821	0.5272597037797935	0.4842534196614636	0.4637664765417641	0.4569989333835667	7316-2125	0.0	0.0	0	0	BS_8ZP3CBQA	PT_T4VKB29K
242		0.30075782130020523	0.8940580224076077	0.28723162719794704	0.5602111103727326	0.5855960953533749	0.4561240781426367				0	0		
243	7316-3625	0.8342494720891692	0.4401922302329464	0.3071172515292568	0.5597955120481584	0.6159936995135927	0.3469423792529037	7316-3625	0.0	0.0	0	0	BS_9XVACXP0	PT_387VK1T9
244	7316-479	0.47265502693858297	0.8303132048055948	0.41118871612046254	0.5908408839587305	0.5317312190878644	0.5290162798961229	7316-479	0.0	0.0	0	0	BS_90B22NGP	PT_JCECCFPB
245	7316-1985	0.3051827109679902	0.7061889597863487	0.5172206000099645	0.5993634492128994	0.6136516591063054	0.4665229055157972	7316-1985	1.0	1.0	1	1	BS_7N0B2CY1	PT_NPHZQW6A
246	7316-2140	0.9476821286714058	0.9318040311789184	0.4145621994803945	0.6031117414570768	0.6740756300525523	0.5043529008198351	7316-2140	0.0	1.0	0	1	BS_A0DYVX9J	PT_QDGVJKE0
247	7316-2724	0.4110874698322253	0.4772948782010332	0.4349187215975424	0.4196442737044431	0.4189496211389091	0.5015997552965739	7316-2724	1.0	1.0	1	1	BS_92MT680S	PT_98QMQZY7
248	7316-3917	0.3574459664462661	0.5227060525789246	0.54350265729455	0.4466665260277756	0.5388790797294055	0.4610265585335237	7316-3917	0.0	0.0	0	0	BS_912NX4Y0	PT_1P436YMM
249	7316-2760	0.3486100244022116	0.6494180552254684	0.4931696945341579	0.8861481037084151	0.4514080690379413	0.5388960158978728	7316-2760	0.0	0.0	0	0	BS_92VDQ0NE	PT_DFQAH7RS
250	7316-437	0.4830293316098204	0.2968440912161208	0.529127566724701	0.5891812853041916	0.3454903279934621	0.4480243638092222	7316-437	0.0	0.0	0	0	BS_94MT16N2	PT_JYZA0PNV
251	7316-126	0.4050478087975684	0.8851910759730757	0.3773956023338111	0.544770639520778	0.3826151552966744	0.5139656951495902	7316-126	0.0	1.0	0	1	BS_A7Q8G0Y1	PT_PR4YBBH3
252		0.38311103252162615	0.9655760594495963	0.3204727384319235	0.6354049858079458	0.3958120250407041	0.4168997852583615				0	0		
253		0.3919345000645893	0.4652577412211559	0.5030413455797991	0.5497301937436178	0.5531825287883063	0.4848038629261464				0	0		
254	7316-2276	0.6778291965914066	0.3213007365253558	0.5191866909546067	0.4248077671294031	0.4069204088931618	0.4525005012498958	7316-2276	0.0	0.0	0	0	BS_996ZS2A4	PT_RX1EWBP9
255	7316-490	0.28971850701943425	0.6984177398869648	0.3434390676301193	0.5587671774326713	0.6379290021792962	0.5406363322434937	7316-490	0.0	0.0	0	0	BS_99B1XRZQ	PT_3VCS1PPF
256	7316-884	0.561823080522392	0.054756525016500975	0.7086648280579241	0.36882496914805496	0.6925312349407929	0.5787204925906136	7316-884	1.0	1.0	1	1	BS_9BJARSX3	PT_41QYPSGV
257	7316-944	0.5460625120854311	0.27965060208375825	0.5311482030718397	0.26663699476009445	0.4061559955471924	0.3699445520942679	7316-944	0.0	0.0	0	0	BS_9DFBHHB5	PT_KMHGNCNR
258	7316-3061	0.3604703101578909	0.5520785689574109	0.44137914114656784	0.8042500140544789	0.8128233534380895	0.44106627780824736	7316-3061	0.0	0.0	0	0	BS_9DZ253JY	PT_N8W26H19
259	7316-73	0.7763834981308249	0.5055217614668206	0.5504582567765893	0.6200664041117326	0.3085600694795311	0.5221178934667451	7316-73	0.0	0.0	0	0	BS_9E7YVFJM	PT_37WTWPZY
260	7316-875	0.3535726860770599	0.6479771425802554	0.5157543425919804	0.4345944596388787	0.3620974192725572	0.2653449330939361	7316-875	0.0	0.0	0	0	BS_9F09XV62	PT_C2VY5NM6
261	7316-2269	0.6392280400154153	0.4698566227551832	0.3216476062907238	0.1978535893278732	0.4866108859023871	0.5205277486865577	7316-2269	0.0	0.0	0	0	BS_9FHSNVS0	PT_JV9G8MFD
262	7316-1462	0.5154258261587086	0.584397110277188	0.5139152423133161	0.2942668687156866	0.5629943173640473	0.4852716613068044	7316-1462	1.0	1.0	1	1	BS_9G69F50J	PT_25Z2NX27
263	7316-1747	0.8317079294575863	0.8851111252354229	0.4628657340824416	0.4875080570010699	0.5104965135160597	0.4737073237294626	7316-1747	0.0	1.0	0	1	BS_9GJ23RHH	PT_M2J30CF7
264	7316-497	0.4442601820598496	0.24742217058346264	0.6122513368699802	0.4815008166759418	0.4811614489134831	0.4986429501946038	7316-497	0.0	0.0	0	0	BS_9HA238XS	PT_X84SD608
265		0.4898392490373754	0.037171694842675816	0.5800960706441398	0.3598860016902111	0.5238056258195892	0.4118532051880488				0	0		
266	7316-499	0.6692653901945655	0.019161377034117057	0.6155102898727633	0.3650473214034749	0.4486439030732273	0.5347592797583738	7316-499	0.0	0.0	0	0	BS_9P9MB8X8	PT_45YH276T
267	7316-475	0.5053771816059939	0.452053091292589	0.5637172478903265	0.2822830057949671	0.4350167694758454	0.6137211513143537	7316-475	0.0	0.0	0	0	BS_9Q6Z6VJC	PT_M5HDHQNQ
268	7316-1963	0.4608001810784607	0.5165669597698093	0.5053563416485014	0.5530418174489273	0.6248306852045054	0.4819217100620662	7316-1963	0.0	0.0	0	0	BS_9SJWWYQ4	PT_3CVMBGD7
269	7316-2139	0.7118898862679709	0.14628286293698586	0.4897406681963268	0.7352849452753547	0.474011499443286	0.5107059666552259	7316-2139	0.0	0.0	0	0	BS_9XWJ88Q1	PT_DEKWG1QG
270	7316-3769	0.4840270653064355	0.6407552685235746	0.4001108465024032	0.6645222863125049	0.4674448841682485	0.3929187365910256	7316-3769	1.0	1.0	1	1	BS_AWH9757B	PT_59FJRPVX
271	7316-2663	0.6045829544155469	0.40915090149225697	0.5387996056770438	0.7128615652467503	0.6581102971560701	0.4468749533865852	7316-2663	0.0	0.0	0	0	BS_A13BMEF5	PT_TB8HPJBN
272	7316-1851	0.4716454332550822	0.3763954180146211	0.4966401405825977	0.6240707487431975	0.6863344872869307	0.43159415579426735	7316-1851	0.0	0.0	0	0	BS_A1VEGWTR	PT_5ABCFCSK
273	7316-901	0.45558380277041294	0.3261507252658751	0.4700222327919363	0.4885265276155222	0.4154131449100534	0.44246476319145145	7316-901	0.0	0.0	0	0	BS_A3QZB9Y2	PT_HT4HJXY6
274	7316-1113	0.6653522401335548	0.4982309390203016	0.6202447074702048	0.3645294214577932	0.5367443153539329	0.33326820503384946	7316-1113	0.0	0.0	0	0	BS_A46RDWGM	PT_K6G6BE6G
275	7316-2157	0.5946954794237804	0.42538756577057657	0.5314143334770598	0.2791416868534796	0.66129505377313	0.6316304425210526	7316-2157	0.0	0.0	0	0	BS_A7MC2KR2	PT_S2ASFBP7
276		0.601061923035231	0.9582674255793716	0.3668738349562486	0.6315961932112464	0.5230042143675656	0.3408730393072181				0	0		
277	7316-894	0.604574846345459	0.5914511413075063	0.462062952982096	0.3630725182208228	0.349338040628644	0.5338271280871888	7316-894	0.0	0.0	0	0	BS_A89VAPVV	PT_A4KA01ZH
278	7316-2720	0.7270338755454459	0.5605219883303035	0.4837819909255661	0.5216449275148702	0.4528831892538344	0.4822353760886863	7316-2720	0.0	0.0	0	0	BS_AA164D3A	PT_GCXG7800
279	7316-226	0.504516331783059	0.4746498612304222	0.5529398436040347	0.5816610297928588	0.6597110148261917	0.6690836417662703	7316-226	0.0	0.0	0	0	BS_ABYF92Z9	PT_6MB6RED3
280	7316-2306	0.4576287303507128	0.6158311792727208	0.6015607119103015	0.8226139381505493	0.4694564979810126	0.5009515678357261	7316-2306	0.0	0.0	0	0	BS_AD4JPN9Q	PT_17W3GJPT
281	7316-1658	0.3140641797533651	0.3750534502627081	0.4684154910296862	0.5356443921673189	0.461847351976175	0.6012051980344929	7316-1658	0.0	0.0	0	0	BS_AG3D3435	PT_7YSCM82T
282	7316-1103	0.438662642063391	0.4027427604601585	0.4452234319846636	0.5621762070034333	0.4687307143390664	0.4324309045254917	7316-1103	1.0	1.0	1	1	BS_AGS1HHGF	PT_HN0AXSZ0
283		0.28092275174858844	0.6198825743686485	0.4618161408827055	0.4821403334362647	0.4613676407163479	0.4556333299737049				0	0		
284	7316-3058	0.8838493477868881	0.7902005277619111	0.5659477066660618	0.5324751194231121	0.523875770469628	0.4772715361765358	7316-3058	1.0	1.0	1	1	BS_BWBDH9GM	PT_JNEV57VK
285	7316-740	0.3847346225670598	0.6111259414290855	0.2915435283354359	0.3968640155231759	0.4255358679041975	0.5937936289154253	7316-740	0.0	0.0	0	0	BS_EVCAC3NH	PT_Z4GS3ZQQ
286	7316-1077	0.3541192442109617	0.1739846836874524	0.5714108740062518	0.3893454707228137	0.4317393612526656	0.5117912790376932	7316-1077	0.0	0.0	0	0	BS_AKRHBPNZ	PT_3NM45TQ8
287	7316-3621	0.5418128172659663	0.5307231389749956	0.5197242580444761	0.5755238163879542	0.6025033466857556	0.7001049446555059	7316-3621	0.0	0.0	0	0	BS_FWMJPKCV	PT_7VPSS2SN
288	7316-946	0.4681844664884311	0.3671081760529629	0.5316464060210521	0.2668945824288339	0.7503794963251205	0.4460354680079083	7316-946	0.0	0.0	0	0	BS_AP0SZ364	PT_PGVQ4XRZ
289	7316-1972	0.3710816688176691	0.17600961711311006	0.5319583468503253	0.4407042568984944	0.6323935645333066	0.4558550283798263	7316-1972	0.0	0.0	0	0	BS_ARBQDTT5	PT_9M4CQX3M
290	7316-3630	0.6206483820848994	0.4070741518569192	0.6114850003871959	0.4217144425528216	0.4572243197882266	0.3076108284067873	7316-3630	0.0	0.0	0	0	BS_ARFQ1WG3	PT_8GW4J4TD
291	7316-677	0.26939320132229005	0.2776173278146605	0.5315070063915487	0.5143271853916483	0.3254347971620293	0.5425767696112599	7316-677	0.0	0.0	0	0	BS_AVYNZHSB	PT_S7WJ99PC
292		0.6278933333210359	0.446871203780677	0.4765811618329221	0.4899942458455709	0.4247152977461108	0.5300924757607801				0	0		
293	7316-2153	0.7492594644922174	0.19288669684408188	0.8170354933010062	0.6635545700708592	0.400677839981348	0.4502027656917905	7316-2153	0.0	0.0	0	0	BS_AZN38B7V	PT_ZCXS29JJ
294	7316-136	0.664945635789968	0.3420422725219621	0.7043704967717376	0.4625906589762976	0.6579769973113728	0.6021030385065318	7316-136	0.0	0.0	0	0	BS_B0SVFK4P	PT_RRT2E7HK
295	7316-1105	0.4294168382930052	0.7166530778099376	0.4213314122332219	0.3899038636380398	0.4651051667303571	0.4055866397231844	7316-1105	1.0	1.0	1	1	BS_C6ZZ3FY5	PT_X71D7G5S
296	7316-1778	0.460509002063628	0.6681923736445828	0.44529001742621205	0.2834627714894176	0.4062867660530567	0.4899996411049479	7316-1778	0.0	0.0	0	0	BS_B1HVNV0T	PT_FYECBRPP
297	7316-498	0.5480565029591646	0.7373784644143246	0.5426133692808484	0.3494339930052881	0.27919105179392073	0.5485230062494181	7316-498	0.0	0.0	0	0	BS_B24PKKQB	PT_596H0BQF
298	7316-1760	0.5644211884349982	0.052526723685662934	0.8692130155147502	0.3498342412572122	0.3012994452989867	0.4837607143112082	7316-1760	0.0	0.0	0	0	BS_B3M5SGPA	PT_4XVA57J7
299	7316-1748	0.8462361583837241	0.5815799243728017	0.5395633673439473	0.4999066624877113	0.6964869461764289	0.524202533120534	7316-1748	1.0	1.0	1	1	BS_B53Z0T1Q	PT_7RMS6K08
300	7316-3148	0.9035199738396082	0.10050991355687056	0.6520071994229285	0.5893786095553806	0.7401020853662065	0.4051773663213473	7316-3148	1.0	1.0	1	1	BS_B61168DE	PT_1NN9AW39
301	7316-1977	0.4261339709906083	0.22587516276676775	0.5025756527964205	0.330358418289896	0.29369410377152905	0.3559297470623947	7316-1977	0.0	0.0	0	0	BS_B6M763JS	PT_QT3MK7BZ
302	7316-2860	0.3114028271709333	0.10167556516287593	0.3580719634874491	0.5232914061653389	0.5751453572705512	0.459683784520167	7316-2860	0.0	0.0	0	0	BS_B741RZY9	PT_ZS2YDFBE
303	7316-2324	0.5606618076202977	0.3561201963743704	0.6398267176779598	0.39782233409725576	0.4717768936354695	0.3847441331625024	7316-2324	0.0	0.0	0	0	BS_B7GEH89C	PT_H57TEQDT
304	7316-4341	0.6865348769275217	0.18273275562850014	0.7168660558511453	0.28695854737836873	0.6866969509715438	0.458954506646968	7316-4341	0.0	0.0	0	0	BS_B7QS4DHK	PT_S4YNE17X
305	7316-120	0.44382121423079934	0.4659720970789596	0.5503081090599469	0.34444268592714405	0.6930260662520151	0.4332344342431079	7316-120	0.0	0.0	0	0	BS_B7X8VXQ3	PT_FAD8FQ6S
306	7316-3557	0.4048497009936825	0.6895548983501424	0.46079763164328	0.908833650891386	0.3104970659935175	0.40837048557241606	7316-3557	0.0	0.0	0	0	BS_B8T7M0WV	PT_R1N5M7NH
307	7316-956	0.5766971747874078	0.962348261034792	0.3948920377898489	0.37921894390267497	0.3968670867728485	0.5615929984233394	7316-956	0.0	1.0	0	1	BS_B9V8RGTA	PT_J50NZYZF
308		0.3442064589285129	0.4548385949437114	0.5143748584030435	0.3151092434674212	0.3735567630634628	0.5060765193823201				0	0		
309	7316-186	0.40764466606081895	0.3881778510073888	0.4784528069128575	0.4552186320255218	0.3797545244160497	0.4381280018641838	7316-186	1.0	1.0	1	1	BS_BC936YNZ	PT_KHX1WQ4H
310	7316-100	0.548648399620879	0.4085821691098396	0.4972226261128786	0.379958013246664	0.5747805484425258	0.5637863112695558	7316-100	0.0	0.0	0	0	BS_BHR08WGW	PT_6TZR2DH1
311	7316-1955	0.4754088145886559	0.2390474950596177	0.4646541954662978	0.6229214385383371	0.4194559274905135	0.5823892005390638	7316-1955	0.0	0.0	0	0	BS_BJDNWMJH	PT_KVFS3Z2Q
312	7316-3065	0.5376921049414186	0.2377406647478529	0.6063015497992038	0.5328291507972335	0.4521075610606596	0.5421564143819942	7316-3065	0.0	0.0	0	0	BS_BKQZ550R	PT_41WETNRC
313	7316-133	0.35225837149164463	0.6519439367090157	0.4043739731917566	0.5399713404975749	0.6716267607960726	0.5852299446233993	7316-133	0.0	0.0	0	0	BS_BKR4E30C	PT_E3S6H59E
314	7316-368	0.6120531777540925	0.4681984776839546	0.5877744984510563	0.5844190717535921	0.44007899447734616	0.5828696057933218	7316-368	0.0	0.0	0	0	BS_BN986DF6	PT_PFA762TK
315	7316-3308	0.589963399358332	0.35058701037712586	0.5469312430775048	0.3824836623189454	0.6624682504498598	0.4006410761461691	7316-3308	0.0	0.0	0	0	BS_BPSTSCBJ	PT_ATE3YRH5
316	7316-2100	0.8096928679185519	0.7956798257951772	0.4994534533999842	0.3945452781686367	0.4412885460262807	0.4866823519293322	7316-2100	0.0	1.0	0	1	BS_CXVGG342	PT_2WVW55DA
317	7316-3058	0.6201243970286611	0.8395256831110516	0.6028209550712281	0.4992602448061583	0.7267425499386038	0.5312980311418248	7316-3058	1.0	1.0	1	1	BS_D29RPBSZ	PT_JNEV57VK
318		0.5859071009229877	0.13606646641471629	0.580175578287243	0.4012145611306775	0.5178732879486838	0.4918889994421327				0	0		
319	7316-2666	0.4157024434450845	0.3248762943923426	0.42345953007235215	0.6838266680742741	0.19841872257617715	0.5430333164517976	7316-2666	0.0	0.0	0	0	BS_C05FKR8X	PT_ZWY04DCR
320	7316-164	0.5499103961968141	0.4016677141447635	0.4902919408139983	0.4731213516232764	0.5490991781632044	0.3927294336529478	7316-164	0.0	0.0	0	0	BS_C0XFDP38	PT_NH8CJ84W
321	7316-480	0.3934151438685316	0.6373019793592148	0.4912761608820408	0.4230156883951359	0.4202850768023285	0.4840160159893682	7316-480	0.0	0.0	0	0	BS_JXNZYGCR	PT_3A87PCQK
322		0.5054304710169439	0.8483584311569977	0.4696714080855468	0.3423479443682378	0.4063898004421674	0.4366033474768575				0	0		
323	7316-258	0.73002047157195	0.3960233506482357	0.5583486697249916	0.4735639419200765	0.5731341857492763	0.4702068452937663	7316-258	0.0	0.0	0	0	BS_C3P5BC92	PT_T2M1338J
324	7316-1948	0.611580572295213	0.4383195814244428	0.5795902115337138	0.3789032421721267	0.5778497744979206	0.3866633281026301	7316-1948	0.0	0.0	0	0	BS_KM2EX0K6	PT_PAW18EK3
325	7316-1763	0.6381560891236758	0.6163546813094566	0.6207607477740406	0.4584348362842375	0.4524894930806864	0.2905099088561957	7316-1763	1.0	1.0	1	1	BS_DRY58DTF	PT_Z4PJA6KT
326	7316-1635	0.6556864361376964	0.049865888083172084	0.6345807120558399	0.545170515607125	0.4926642775340154	0.5821505551291255	7316-1635	1.0	1.0	1	1	BS_C51RB0YR	PT_DMMKT7X1
327	7316-3751	0.4618819489254529	0.41834299382093537	0.5377841102334229	0.5590098301461078	0.2649560774708149	0.4681317040914035	7316-3751	0.0	0.0	0	0	BS_C6SKJG3N	PT_XDV8W16W
328	7316-2857	0.3277990600746252	0.5300704155184289	0.2700925444648644	0.4585818580731404	0.6138462563262981	0.5715070191700982	7316-2857	0.0	0.0	0	0	BS_DS438CXE	PT_0DXHDZJR
329	7316-874	0.5402131046095106	0.3302025548980008	0.5147500472883002	0.320885439129477	0.4631573338658352	0.4074297754145067	7316-874	0.0	0.0	0	0	BS_C7A2TYAC	PT_JXGMAHHN
330	7316-2237	0.3029771277121775	0.6369230840909724	0.5766188599603284	0.5609613059366432	0.29238210455351965	0.5833836029286426	7316-2237	0.0	1.0	0	1	BS_C7N3J4NW	PT_KDW5HHWQ
331	7316-429	0.2922250294448344	0.6205284368306364	0.429802449015159	0.4712929304168451	0.4165363214545469	0.3771922724282964	7316-429	0.0	0.0	0	0	BS_C80S5N37	PT_K2YDNZDA
332	7316-1648	0.6413828748536804	0.2736096895590289	0.5722986204535004	0.5125405343049291	0.5277819868940893	0.503194175183136	7316-1648	1.0	1.0	1	1	BS_CB6VK7PB	PT_JMW6Q6NH
333	7316-1763	0.9003323597928516	0.9048189684565638	0.5996602518590117	0.4784545047190059	0.6678646225113435	0.4263519928449794	7316-1763	1.0	1.0	1	1	BS_E60JZ9Z3	PT_Z4PJA6KT
334	7316-1776	0.3056443644078232	0.5644606189619714	0.5774235946804112	0.4641831082853282	0.8775820983694566	0.5059441128214747	7316-1776	0.0	0.0	0	0	BS_KQ6ZW085	PT_SSE4AH59
335	7316-2099	0.3653086462794395	0.5752795301360782	0.5033639677359683	0.5686607597745413	0.4992304884155092	0.550550662643921	7316-2099	0.0	0.0	0	0	BS_CGB2WS2A	PT_VJ0M4E8Y
336	7316-948	0.6245772721355911	0.4075632261341912	0.7031198432987674	0.4282505470303799	0.6446050514440409	0.5668048413788762	7316-948	0.0	0.0	0	0	BS_CQEETJ66	PT_NXX0M835
337	7316-1117	0.4248659303993905	0.21805273178568374	0.6143410958559292	0.43224150838506864	0.3872856898268885	0.5623743983046847	7316-1117	0.0	0.0	0	0	BS_KXH37MPN	PT_AP9P5D7N
338		0.3067332762194347	0.3913547861882668	0.480272109007421	0.5539363459282898	0.2845983050683785	0.3971489633440768				0	0		
339		0.5758933126305584	0.17967283529341296	0.5293243045724676	0.4130885072332617	0.6577652935727453	0.5688169126951088				0	0		
340	7316-3963	0.5764563271184592	0.15707901087785753	0.6769020609654489	0.33675466474580235	0.35071949346319786	0.6285510087456325	7316-3963	0.0	0.0	0	0	BS_CS66RYDA	PT_S4YNE17X
341	7316-2006	0.4528823221832589	0.38054639202268536	0.5540215204363632	0.4695577814637754	0.5716928754928092	0.4885269832568703	7316-2006	0.0	0.0	0	0	BS_CTR5X93B	PT_XNMKQ4MR
342	7316-97	0.2831468685472472	0.5247654149619281	0.5932550683818625	0.5458482663882194	0.8356763949900378	0.5571689901334044	7316-97	0.0	0.0	0	0	BS_CVGFNCBJ	PT_CB9PD1YP
343	7316-725	0.3260080236957281	0.7082563487300899	0.5192907506606	0.3218535776044154	0.6434626704169131	0.4332946445502545	7316-725	0.0	0.0	0	0	BS_CW9QV8AG	PT_ZZ8SBJJ5
344	7316-3299	0.29545640513224314	0.4479682370796018	0.4034023735815525	0.5153847062401476	0.5621287083485196	0.5949199351824299	7316-3299	1.0	1.0	1	1	BS_CXVJK2FY	PT_CYVVA9AB
345	7316-3072	0.3208123395120445	0.6298792958594556	0.3840797728648161	0.5302974837178999	0.5460031901128468	0.4419271640450373	7316-3072	0.0	0.0	0	0	BS_CYEY58NY	PT_BDM0M83S
346	7316-736	0.3870074346704371	0.1983439343246715	0.377713097507924	0.5119908500633809	0.6054108557716222	0.4470439408186336	7316-736	0.0	0.0	0	0	BS_CZ3ER8DY	PT_ECMZCNTF
347		0.4460090367412399	0.3131883852614087	0.4236562142966551	0.368065751362525	0.5249451013153791	0.5765559800180217				0	0		
348	7316-1080	0.3628937240150678	0.2380143735157879	0.5028376937091392	0.6596684114270887	0.2266230148584684	0.4748562306226041	7316-1080	1.0	1.0	1	1	BS_D0BGESQF	PT_ZN1F7RMP
349	7316-2987	0.5535003181736239	0.21678023783257427	0.3151928180399695	0.4041417336212999	0.5147816105390405	0.3829856832002749	7316-2987	0.0	0.0	0	0	BS_D0RDN4K5	PT_FF0MSK4D
350	7316-1751	0.710835462151337	0.7136042097481355	0.6155168611487146	0.5748570205226501	0.4712243299179858	0.3830739764350449	7316-1751	0.0	1.0	0	1	BS_D2K9C7XR	PT_N673SYWW
351	7316-1943	0.3468907674952883	0.14308189350386252	0.575617633788075	0.494908405963118	0.7544005213444939	0.50472034806606	7316-1943	1.0	1.0	1	1	BS_D3YBV7KB	PT_NPPBNRVV
352	7316-51	0.6371381675086074	0.15251248507961854	0.5717710167852229	0.4628093512110738	0.37163979344577786	0.5497017831984878	7316-51	0.0	0.0	0	0	BS_P4NX9MPA	PT_DFQAH7RS
