Kids_First_Biospecimen_ID	FOXG1_expression_zscore	OLIG2_expression_zscore	TP73_AS1_expression_zscore
BS_S2TA8R29	1.0377379831786535	-0.61051872701585	-0.2923768682270557
BS_S5P8VTN5	-0.5529772856445931	1.156859324275462	-0.01722506231940014
BS_S6S7SK3P	-0.5617491405071635	0.029857435886906876	0.5236862208965287
BS_SD8YBRBR	2.2251636361454668	-1.4005253815732028	2.370875496253511
BS_T1YHK6B7	-0.7936437079174585	0.19026885410677016	1.0473433375969832
BS_TGS109T3	-0.7936437079174585	1.2076567710276018	0.26124682869331184
BS_TJTEF70D	-0.4128139974559685	-1.5173591562714295	-0.9152085246052383
BS_TK84K675	-0.7873158010331607	-0.7914574182929147	-0.7431317002726779
BS_TM9MH0RP	-0.7873158010331607	0.40732765730964254	-0.2970803477566807
BS_TRKH2SPE	-0.7748458055204429	0.7325636709363231	0.08953260814142329
BS_TV5B86ZD	1.5321063829985524	-1.7309913604113416	0.8029169797140948
BS_TXZ7KHTQ	-0.7936437079174585	0.5571980006391569	0.6085778541747972
BS_V3Z3DB4N	1.3788141127076734	0.5695176601490767	0.33257056131237833
BS_VF5XWFXD	-0.7936437079174585	0.7689676820365827	0.4832130206064998
BS_VMQMGSJY	-0.7748458055204429	-0.3329744204238599	-1.2259615485741893
BS_VVTHDRBD	-0.18354551524248527	1.089089434390635	0.14385173414625826
BS_W4DB5RP1	-0.7687013191233513	0.6327354468599113	0.8978816830355584
BS_W60RQAKK	-0.26395565524960046	0.3875208737726922	0.86259136085257
BS_W9N9844Q	-0.7103163637362266	1.0010776708071094	0.41175482064717656
BS_WAXJY4XQ	1.2457208741676566	0.4274453991786581	1.2666677930831092
BS_WH8G4VFB	-0.7873158010331607	-0.15530579056639346	-0.6522715719869916
BS_WJ9H4NZZ	1.3347143302015854	0.926438120860157	1.9320354579090862
BS_WKESC3XN	0.0927211753892232	0.37057810146673725	-0.0864948529416486
BS_X23724NJ	0.8620061216766599	-0.5665260658452993	0.1986925893794769
BS_X4X1SFSE	0.7955772359014681	-0.972825744410333	-0.32313611234101575
BS_XG0DBWVT	-0.5617491405071635	0.8439520700450727	1.1610076873962372
BS_XQ5SFW35	0.8680962913379799	1.0543074527324157	0.7167643976350028
BS_YEW22W35	-0.7506162313664225	1.4460150776714158	1.2185496391136257
BS_Z8F3GM85	1.377350477090805	-1.634208979777071	0.6738455542317383
BS_Z8YZ6QGS	0.8601204289835087	1.0796862376519456	0.20055878817440242
BS_ZV1P6W9C	-0.781050239072673	-0.5132342856326239	-0.30415502796050614
BS_ZVWE73JZ	-0.781050239072673	0.8722949832190878	0.38967238544136196
